rating,title,userName,date,review,developerResponse,isEdited
5,Current,xTWIN97x,8/8/2020 22:13,Greatest debit card out right now. If you’re bad with money they have spending limits where they’ll lock your card when you pass them. No atm fees. And it helps you save cash fast without even noticing.,"{'id': 17244909, 'body': 'Thanks for taking out time to rate us.\n\nSincerely,\nSupport@Current', 'modified': '2020-08-12T19:18:26Z'}",FALSE
5,I highly recommend,Robert Praylo,7/15/2020 20:51,Current card has been very helpful for my business. Easy way to send and pull money from my account to pay my employees the same day. I recommend everybody get them an account!,,FALSE
5,BEST ONLINE BANKING APP!!!!!!!,Tsimdiggis,5/27/2021 11:30,This app is unbelievably convenient and easy to navigate. All you money is right there for you see. They Allow you to open a checking and savings account. Only $5 a month. And no fees for transferring money within you account,,FALSE
5,Awesome App,D_J Singh_,4/26/2021 17:56,I see ads going around about other apps like true Bill which basically tracks your expenses and everything. But this apps is a bank and does everything any other app does.,,FALSE
1,TERRIBLE SCAM,"Guarantee facts 1,000",5/2/2021 14:56,The people that write the good reviews have to be people that work for current. I needed my money for an emergency cash situation and they told me I couldn’t take my OWN money off my OWN card and that there was nothing they could do. It’s for “teen” banking when really they try to use young minds to take their money by using internet influencers. Be smart they will make sure they take their money from you but they will not help you at all in anyway possible.,"{'id': 22638339, 'body': ""Hi there! We're truly sorry to hear about your experience and would be happy to investigate what happened. How about sending us an email at reviews@current.com? We look forward to hearing from you! \n\nSincerely, \nSupport@Current"", 'modified': '2021-05-05T18:14:50Z'}",FALSE
5,Current card,Missbrown146,3/24/2021 17:17,I absolutely loveeee the Current card!! I get paid days before payday. The customer service is great. Everything I need all in one card. If you don’t have this card yet what are you waiting for😄,,FALSE
5,😏,afrady12,9/24/2020 3:44,It was great at first I mean NO Fee’s who don’t love 💕 that right but then it pops up and says to receive my incoming direct deposit up to 2 days faster on my future direct deposits to upgrade an Pay $$$. I guess my father was right Nothing is completely free.,,FALSE
1,This app needs major improvements,Professer Mike,2/27/2021 6:39,I think chime is great but Zelle needs to be a added feature on this app I also think when adding funds to our debit cards we shouldn’t be charged a fee I also think that current needs to have their own atm machines all over the United States including a way for customers to add funds be able to transfer money to loved one through Zelle and I also think that there should be a 24hrs Custumer Service Hotline.,"{'id': 21404038, 'body': ""Hi there, thanks for leaving a review! Although you can find any of our 55,000 in-network ATMs using the map found in the Current app, we truly appreciate the feedback that you've shared. You can also add funds to your account from any funding sources that you've linked to Current, or by receiving money through our peer-to-peer transfer system, Current Pay. \n\nWe will be happy to share your feedback with our team as we continue to iterate and improve the products and services that we provide. Feel free to share any additional feedback with our team at reviews@current.com. \n\nSincerely, \nSupport@Current"", 'modified': '2021-03-02T17:40:03Z'}",FALSE
5,Great App,Ih438652123,7/13/2020 14:13,This has been a great app to use. The Application is very straightforward to use. It makes saving and managing money effortless. I use this with Apple Pay and have never had a problem. Over all great app would recommend to others.,"{'id': 16604063, 'body': 'We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at reviews@current.com!\n\nSincerely,\nSupport@Current', 'modified': '2020-07-13T20:58:08Z'}",FALSE
1,WON’T WORK AT ALL.,ClydeRoblins,9/23/2020 0:13,"I have deleted the app and then reinstalled it, made sure it was up to date, everything I can possibly think of. Yet still, when I open it, I simply cannot do ANYTHING with it at all. The entire screen becomes non responsive, I have also tried opening from the widget, still completely no responsive. I have important things that need to be done with my bank account, and I have no way of doing those things. Not coooooooool.",,FALSE
4,Great Front End Less Back End,Matthew McQuistion,9/12/2020 13:08,"Everything about the display and feel of the app seems modern and light from the card to the app, but when it comes to barebones Current lacks in Customer Service and Communication. But still will some DIY you can get what you need.","{'id': 17875078, 'body': ""We're sorry to hear that! If there is anything specific we can help with, please do not hesitate to reach out to us at reviews@current.com. We'd be happy to help.\n\nSincerely,\nSupport@Current"", 'modified': '2020-09-14T18:09:28Z'}",FALSE
1,No.,yahlst,7/9/2020 6:05,The only positive I see with this bank is it’s teaching my daughter financial responsibility. However this bank has been NOTHING but issues since I opened our accounts over a year ago and the customer service is AWFUL. I’m closing the accounts. I do not think it is worth the hassle. No one ever knows what they are doing. You can’t even speak to a person “due to COVID” — but reputable companies have employees that are working from home.... smh. Just no. I DO NOT recommend!,,FALSE
5,The best app,saltcytie,5/30/2021 11:54,I have been using cash app and Greendale and I’ll kinds of other prepaid card services but this is by far the best one hands-down no questions asked the best user interface the best well everything I love current app,,FALSE
1,Holds on deposits are ridiculous.,Sunny326,6/9/2021 21:52,My checking  accounts I use to transfer money into Current are verified. I’ve been using these cards for my teenagers for 4 years. We have never had an issue except deposits. Money comes from the same Navy Federal checking accounts. Deposits to my son are instant. Deposits to my daughter come out of Navy Fed immediately but are unavailable in her Current account for a full 5 business days. Ridiculous.,"{'id': 22986788, 'body': ""Hi there, thank you for taking the time to leave us a review & we're terribly sorry for the inconvenience this has caused. \n\nIt sounds like you may have had instant deposits enabled on your account which allowed you to instantly transfer money into your account & your teen accounts. However, we can temporarily disable instant deposits if we detect unusual activity on your account. \n\nWhen the instant deposits feature has been disabled on your account, your deposits will return to the standard timeframe of 1-3 business days to settle into your account. This is because we need to get confirmation from your bank that these funds are available and have fully cleared your account.\n\nWe understand how frustrating this can be & we'd be happy to further investigate this issue or address any questions/concerns you may have. Feel free to reach us at reviews@current.com from the email address associated with your account. \n\nSincerely,\nSupport@Current"", 'modified': '2021-05-24T22:03:33Z'}",TRUE
5,Fantastic,JeremiahG85,5/17/2021 3:17,This app and card is a very convenient. It has everything that you would want with a debit card. Leave all the hassle behind and grasp the future of debit cards. I recommend it for anyone.,,FALSE
5,THE BEST!!!,La2750,5/14/2021 3:28,I use current to pay my kids allowance and to be able to transfer money to them .... they are young and it’s hard to get them debit cards but with CURRENT I can transfer funds to them and control their spending LOVE IT,,FALSE
5,Best banking app ever,cacanlboi,5/4/2021 2:29,I started using current for about 4 months maybe a lil more but i love it never had any problems with it i received so many direct deposit like 2 days before I actually got paid its crazy,,FALSE
1,DO NOT USE,damfbgky,2/7/2021 18:24,I have had this account like 2 months I’ve had 6 cards sent to me and none of them can be used. My account is hacked and they don’t do anything to help. It takes 5 days for mobile deposit and an extra day to transfer funds. It’s garbage. I have already started the process to clear my account and close it.  PLEASE DO NOT MAKE THE SAME MISTAKE I MADE. DO NOT TRUST OR USE THIS COMPANY FOR YOUR FINANCES. Also had the kid card for 1 month was charged $35 and can’t use the account and can’t get a refund. RUN PEOPLE RUN!!!,"{'id': 20979515, 'body': ""Hi there, we're sorry to hear about your experience and we'd be happy to investigate the issues that you were running into with your account. Please reach out to our member experience team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-02-10T14:56:01Z'}",FALSE
1,Do not sign up,tudy winn,2/7/2021 7:08,Doesn’t let you do anything with out actual card only allowed to make store purchases unable to send money unable to use Apple Pay can’t even use current pay and this is a current account toooooo many inconveniencing errors and messages when an emergency can only make online purchases and in store purchases I DO NOT RECOMMEND CURRENT CARD TAKES TWO WEEKS TO COME I HAD MY DIRECT DEPOSIT COME TO CURRENT ACCOUNT AND UNABLE TO ACCESS MY FUNDS ISSA NO FOR ME will never use current again !!!!!,"{'id': 20979697, 'body': ""Hey there, we're sorry to hear that you feel this way and appreciate your feedback. Although it can take up to ten business days for a card to be delivered, you can access your funds by linking a funding source or adding your virtual card to Apple Pay, and if you're running into trouble using your card through Apple Pay then we'd be happy to look into what's happening. For more information about using your account while you wait for your card, feel free to contact us at reviews@current.com from the email address associated with your account. \n\nSincerely, \nSupport@Current"", 'modified': '2021-02-10T15:07:35Z'}",FALSE
5,Love It!!,MrsShields0803,11/27/2020 14:27,I love the fact that if I don’t know where my card is I can pause it so it can be used by someone else but still able to use my money on a virtual card so I can still make my everyday purchases,,FALSE
4,Good back up,CjthePJ,1/21/2021 22:07,Current is very nice to use.. only thing is there no way to get your money off or spend your money if you lose the card you would have to wait until another comes... unless you transfer the money over.,,FALSE
5,Amazing!!,lovez123,11/6/2020 0:46,"I’ve had current for about a month now. And it’s so awesome. I highly recommend this app, if your using it for money to spend and whatever else you wanna do with it .. again , a really good online bank",,FALSE
5,Current premium the best!,lay0909,11/5/2020 18:18,I love it! Not only the premium let’s me get my check two days early & I get notifications what’s been took out my account & available balance! I love it ❤️❤️❤️ and we can add cash on card now super excited!,"{'id': 18996226, 'body': ""We're always working hard to improve the app. Thanks for your download and feedback.\n\nSincerely,\nSupport@Current"", 'modified': '2020-11-09T16:12:30Z'}",FALSE
5,Easy Secure,#NAME?,8/7/2020 17:12,"I love Current, it’s been so easy to access my account and make changes as needed. Very convenient. I’ve never had an issue with them since my switch and my only regret is that I hadn’t done it sooner! Thank you Current !",,FALSE
5,I LOVE THIS CARD,KyanaMichel,7/30/2020 18:48,For so long I’ve tried many prepaid cards that cashapp does not accept and Current allows me to transfer funds from my cashapp account. You can use it anywhere just like a bank card. I recommend this card.,,FALSE
5,Great banking app and outstanding service,Prada Blu,7/12/2020 21:26,I had a problem with changing my number but I contacted support and it was handled quickly and professionally and I was able to login the same day! Great. Customer service in my opinion,,FALSE
5,The best little banking,ashly223,6/8/2021 11:37,Okay so I couldn’t log into my account and they fixed that issue for me you guys are the best I do wish u guys had a contact number instead of a email but you guys still are the best thank you,,FALSE
5,Current and Mr. Beast!! Thank you!,JDGII,5/1/2021 20:45,Thank you so much for everything today in setting me up. This was absolutely the easiest process I have ever gone through. I hope to move everything over to current:),,FALSE
5,Super fast direct deposit!!,jackyv0205,4/12/2021 21:58,Normally my deposit arrives at 11pm with my previous bank but with current my deposit arrived at 5pm!!! Although both send deposit 2 days early current sent it even sooner!!,,FALSE
5,Best so far,Malikbanks016,3/18/2021 12:43,Current has the best bank app. I’m so happy that I switched from Netspend to current I feel like I have more control over my money then I did. Customer service is so helpful as well keep it up current!,,FALSE
5,I am mind blown,Kteddyollie1234567890,2/9/2021 21:31,I can’t believe how quickly I opened an account lol. Banks really do make things way to complicated. Plus the features are unmatched. I haven’t used any other online banks yet but thanks to Current I’m now a fan of them.,,FALSE
1,Trash,weareone333,3/16/2021 20:24,This service is terrible and they lie to you and hold your money until sometimes the next day in the morning. It starts off consistent and becomes unreliable and you won’t know what time you will receive your check. I suggest you use a secured bank only use this service if you really need it. Otherwise they play with your money until they are ready to give it to you.,"{'id': 21718733, 'body': ""Hi there. We're sorry to hear about your experience with us & we apologize for any inconvenience we've caused. Customer feedback is important to us as we continue to grow & improve the products & services we offer. Feel free to reach out to us at reviews@current.com if you have additional feedback or if you need help with your account! \nSincerely, \nSupport@Current"", 'modified': '2021-03-18T01:00:57Z'}",FALSE
1,Locked out with no help,Jessiebae,12/17/2020 20:27,I’ve been locked out of my account for a week all because I got a new phone number. The customer service number doesn’t direct you to a human and no one is responding to my email. My paycheck came in and I can’t even access my account . There is a global pandemic this is not the time to provide subpar customer service. I’m moving my money and direct deposit back to my other bank because this is ridiculous.,"{'id': 19936787, 'body': ""Hi there! We're sorry to hear about your experience. You can chat with a member of our team in the Current app 24/7, but if you're having trouble with your account then we'd be happy love to look into what's going on. Please contact our customer support team at reviews@current.com from the email address associated with your account.\n\nSincerely, \nSupport@Current"", 'modified': '2020-12-22T17:39:49Z'}",FALSE
5,Wonderful Card,Ann Michelle611,11/4/2020 19:01,I love current I have had small issues but they took care of that in no time. Only issue is that there are no live customer service reps other than that good card!,,FALSE
5,Review,willgill2323,10/8/2020 13:03,Current is great it’s even better then I thought it would be customer service is quick and fast and helps you with everything you need and want to know,,FALSE
1,Terrible,Mai'Lani Johnson,10/18/2020 20:23,I’ve ordered a Current Card Months ago... it said you card should come with in 1-2 weeks.. I was willing to be lenient because of COVID-19 but now it has been around 4-5 Months..... I spent 37 dollars on this card... And still didn’t get it..Now I am waiting for a card that I will never get💢😡...Also I tried to get in contact with the and they just said “this card will come in 2/4 business weeks” I am disappointed and want my money back,"{'id': 18604104, 'body': ""Oh no! We're sorry to hear about the experience that you had and would be happy to look into this further. We would appreciate it if you reached out to our support team at reviews@current.com for more help. \n\nSincerely, \nSupport@Current"", 'modified': '2020-10-20T21:11:59Z'}",FALSE
5,Awesome,EderC5,9/7/2020 13:27,"Current is such a good way to have money saved, or direct deposited which I’m starting to do starting today & enjoying the different things you can do with current like over draft till payday.",,FALSE
1,Won't let you talk to customer service,ajhzhxs,10/5/2020 18:26,They are holding my money and will not let me speak with anyone at the store don't ever use this app they have no way to contact them you have to be at there mercy as to when you get a call back they are holding my money and will not give me access to it this is a scam app it's terrible I wouldn't wish this on my worst enemy please for the love of God don't use this app it is pure garbage if I could rate zero starts I would,"{'id': 18352705, 'body': ""Hi, we'd be happy to see what happened with your account. Please contact us at reviews@current.com.\n\nSincerely,\nSupport@Current"", 'modified': '2020-10-08T14:25:36Z'}",FALSE
2,It’s okay,chris rety,9/1/2020 19:20,It’s a decent bank app for a teenager or a child. To access real features you have to pay with doesn’t separate it from the big banks. In addition to that you’d probably be better off with cash app or chime. It’s faster and easier to move money. Current has no mobile check deposit service. But in the end like I said it is what it is.......and that’s a good beginner bank,,FALSE
1,HORRIBLE DO NOT USE!!!!,JasmineBOYGEE,7/8/2020 1:25,Current is not a secure bank. Do not open an account with them. $200 were stolen out of my account via the virtual card. I filed a dispute with them last month and I still haven’t received any money. This is the worse bank EVER. I’d also like to add that whilst this is going on. You can only reach them via email or the support chat room within the app. If you want to talk to them via phone... it’s not happening. A lawsuit should be coming soon.,"{'id': 16488064, 'body': ""Hi, Unfortunately, our phone support line is temporarily unavailable so we can ensure the health and safety of our team. We're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at reviews@current.com. \n\nSincerely, \nSupport@Current"", 'modified': '2020-07-08T14:10:12Z'}",FALSE
5,Great banking,timelord712,6/3/2021 20:17,Needed a card for a deposit on a hotel room and I forgot I had signed up for current and it was super easy to transfer money in the moment and used my card for the deposit.,,FALSE
5,Quick,DomPieHi,4/27/2021 0:13,Really great! So far I’ve only recently started loading money but it’s been pretty instant that it shows into my account. An I’ve been getting complaints on the card.,,FALSE
1,Current is terrible,Charlesj94,5/27/2021 21:39,I had $200 stolen out of my account so I called customer service and guess what no response they said someone would get back to me within 24 hours it’s been over a week and I still haven’t heard from anyone and then I’ve never been able to do the $100 overdraft either this is bull because someone literally stole money from me and I can’t get it back because I can’t get in contact with anyone,"{'id': 23140534, 'body': ""Hi there, we're sorry to hear about your experience with us & we would be more than happy to look into this for you. Please contact us at reviews@current.com from the email address linked to your account & let us know if you have any other questions or concerns! \n\nWe look forward to hearing from you soon!"", 'modified': '2021-06-02T01:35:55Z'}",FALSE
3,Good until now..,Myesha1902,5/14/2021 7:37,"I loved using my current card but I decided to do direct deposit and get the new current card but now on the app I can’t even access my account because there’s no login option, only registering and no longer a sign in option. Can’t even find another way around it.","{'id': 22881923, 'body': ""We're sorry to hear about the trouble you've had logging in! It sounds like your account's information needs to be updated, and we'd be happy to help you out with this! Please contact our member experience team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-05-18T18:45:15Z'}",FALSE
5,Great service,Jayybpow,4/14/2021 1:38,"I’ve had no problems, love everything about this app and the current card is so cute lol . Love getting paid 2 days early and getting stimulus and taxes 5 days faster !!!! Definitely recommend!!",,FALSE
5,Best card hands down,Jøšęph rüįž,3/20/2021 10:29,Current give you all types of choices and options to choose that allows you to have your card setup the way you want it,,FALSE
1,Just like the majority of reviews...,RobFromCurrent,4/2/2021 7:12,"Support is absolute garbage. Everything they say is so scripted, deciphering a human from a bot is impossible. 

Aside from that, I loved the app & the savings pod features. Overdrive is a LIE!! DISREGARD this app if the Overdrive feature is why you are thinking of paying for the premium. 

My rating is a solid 1 star, due to how highly they promote themselves to be, compared to how poorly they operate. Support was seriously the worst, you'll spend less time on google i promise.","{'id': 22055736, 'body': ""We're sorry to hear about your experience and we truly appreciate your feedback. We understand how important providing quality service is for our members and can assure you that we're doing our best to improve this. If you have any questions or concerns, feel free to send us an email at reviews@current.com. \n\nSincerely, \nSupport@Current"", 'modified': '2021-04-05T17:59:36Z'}",FALSE
1,Wouldn’t let me request money,IVSinatra,3/29/2021 22:36,"Wouldn’t let me request money from someone because i needed to activate my card but the card doesn’t deliver to me until 2 weeks (i just downloaded the app last night) personally, i need to do my business asap, i can’t wait 2 weeks for the card in order for me to do what i need to do. They need to let the user know beforehand so that they don’t waste people’s time and so people don’t rate them 1 star","{'id': 21975509, 'body': ""Hey there, we're truly sorry to hear this! A physical card is required to transfer money through third-party services like Cash App or Venmo, but you can still receive or send payments using your account and routing number as ACH transfers. We understand that this is frustrating, but please know that this is a security precaution to maintain the safety of our members and platform. If you ever have any questions, feel free to reach out to us at reviews@current.com. \n\nSincerely, \nSupport@Current"", 'modified': '2021-03-31T16:01:16Z'}",FALSE
5,Informative customer service,IamMyMothersDaughter❤️,12/22/2020 16:16,Customer service representatives are very informative regarding whatever I have a issue with. They guide and assist me until I fully understand them. So far new and my 16 year old daughter is really loving Current!😊,,FALSE
5,Best Account Ever,Tee Tee Mika,11/24/2020 19:38,This is the best account and card to have! Especially if you have children it helps monitor their spending and teaches them about spending and saving! If you don’t have one get one and see for yourself!,,FALSE
5,Easiest banking app I’ve tried,ghdghtdfv,11/15/2020 15:16,"Getting a new account set up was a a quick and seamless process, and using the app to pay has been really easy and intuitive. Highly recommend.",,FALSE
5,Current Situation,Eddie Longstroke,11/8/2020 15:41,I love this new card I receive my deposits earlier than everyone else and I get a dollar for everyone of my friends who signs up. That’s pretty cool in my book. I just hope they get more ATM’s in my area. The fees are killing me!,,FALSE
5,Best bank ever,ant542,7/23/2020 2:50,I was having problem with my bank so I switched to current it’s the beat mobile bank out there I got my direct deposit 2 days early I think if I could I would marry this card,,FALSE
3,Glitches,Rianna Fuller,9/2/2020 1:09,"My dad , brother and I used the app for chores and etc . When we make a purchase to fast it seems to glitch current resulting in it not deducting the money giving us a false amount making it hard to know how much money we actually have usually ending in us in the negatives . Is there a way to fix this?",,FALSE
5,Transferring money to a different account,amanduhh660,4/15/2021 16:29,I love that you can move money from different banks to the current account. I don’t have to withdraw cash and then deposit it I can just transfer it over. I love that!,,FALSE
1,Current is trash,tyler239771,6/8/2021 18:45,"Today I got logged out of my account and literally could not get back in to save my life it just thought I was trying to sign up again and that was certainly not this case, I go to try and talk to someone about it but their customer service line is basically useless for something like this.. so after a year I have decided that this bank is not worth everything they say it is..","{'id': 23313119, 'body': 'Hi there! We sincerely apologize for the inconvenience and would be happy to assist you further and update the info on your account to have this issue resolved asap! Please send us an email at reviews@current.com. Thanks!', 'modified': '2021-06-10T17:38:51Z'}",FALSE
5,Current user for many years,Lashicab77,2/10/2021 18:17,I love current they are the best never ever had a problem with my funds never had to call them for anything thanks for protecting my money current,,FALSE
5,Been with Current for 2 year!,baby_29,1/27/2021 16:00,Current is the best! I just set-up my account with Current and it was so easy and smooth. I literally got my direct deposit two days earlier! I’m current customer for life!,"{'id': 16172777, 'body': 'We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at reviews@current.com! \n\nSincerely, \nSupport@Current\n\n', 'modified': '2020-06-23T14:26:42Z'}",TRUE
1,ABSOLUTELY TERRIBLE,Rvjdgffhr,2/5/2021 19:22,"First off I’ve had Current for about a year and then all of a sudden I didn’t have money in my account for two weeks then they decided to CLOSE MY ACCOUNT FOR NO REASON. It’s a shame I was expecting money the week they closed my account. Reached out multiple times, sent them emails and they responded with a generic reason why they closed my account. I’m very disappointed I actually liked them when I had the account. Never again.","{'id': 20963907, 'body': ""Hi there! We're sorry to hear this, we'd be happy to look into what happened here. Please reach out to our member experience team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-02-09T23:02:08Z'}",FALSE
5,Love Current ❕,Mortima Hardly,1/26/2021 17:20,Been with them for about 5 or 6 months && I always receive my deposits early && at a decent time! Just know that they do deposits on the holidays it just comes later than usual!,,FALSE
5,Convenient,Saditylooks,11/5/2020 6:02,I like current because it keeps me intact with what I’m spending on a daily basis and alerts me on everything I spend on I like the fact I’m able to see my daily spending or as to say what I’m spending,"{'id': 18996173, 'body': 'Thanks for taking out time to rate us!\n\nSincerely,\nSupport@Current', 'modified': '2020-11-09T16:10:54Z'}",FALSE
1,Horrible .,matthew D moreno jr,1/18/2021 0:48,They will make you pay 20$!!! For an expedited card that will take 5-7 business days! What the heck is a matter with you guys. I have yet to receive my card . This app is ridiculous. I am late in my rent and cannot pay it due to this app not having A single support to withdrawal or even send funds out immediately. I cannot wait to get my card so I can cancel this account.  The one star I rated I wish I could take it away.,"{'id': 20588381, 'body': ""Hi there, we're sorry to hear that and we appreciate your feedback. We will be happy to share it with our team as we continue to iterate and improve the products and services that we provide. Feel free to share any additional feedback with our team at reviews@current.com. \n\nSincerely, \nSupport@Current"", 'modified': '2021-01-22T22:34:56Z'}",FALSE
5,Love This App!! Very user friendly,SQuinby331,11/5/2020 0:43,Card came super fast. Was able to add money easily using Venmo instead of bank transfer. Referee my friends and family hope it stays working as well for my direct deposit:),,FALSE
5,So far,lupeagmaa,11/4/2020 17:25,"I got my direct deposit early that’s a plus and I don’t have my card yet but I’m still able to spend that’s also a plus,I really want this overdraft thing too work so far it hasn’t",,FALSE
5,Love Current ‼️,BabydollPD,10/14/2020 10:31,Love it best card I have so far I can easily transfer money back and forth and I love when im in need of money I can overdraft up to $100 with no fees it’s definitely a card I would recommend to any one definitely ‼️,"{'id': 18507411, 'body': ""Woohoo! We're happy to know that you're enjoying the app. Thank you for banking with Current! \n\nSincerely, \nSupport@Current"", 'modified': '2020-10-15T19:31:27Z'}",FALSE
1,DO NOT USE THIS BANK ACCOUNT!!!!,Marquise518,10/6/2020 12:31,I got an insurance check in the mail for the damages to my vehicle from an accident and when I tried to deposit the check it got rejected and they were not able to tell me why. This bank is so low grade and does not care about their customers. How does a check from Progressive a billion dollar company get rejected. I’m convinced they just dont know what they’re doing and I would not recommend this bank.,"{'id': 18353389, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at reviews@current.com.\n\nSincerely,\nSupport@Current"", 'modified': '2020-10-08T14:54:15Z'}",FALSE
5,George 2.0,Fold em up 81,4/20/2021 20:49,Great card. Allows you to go over and I get my direct deposit at least 2 days early. I also like the fact that you can cut your card off and on from the app for security purposes.,,FALSE
3,Are you kidding me,jackofall2020,6/10/2021 0:43,I’m giving three stars due to the fact that you can’t log back in when it logs you out and customer support doesn’t answer in a timely matter. The get started ain’t good enough and have tried to log in but send me to support and there not very helpful when they ignore your requests,,FALSE
1,Current is AWFUL,Acacia Kae,6/9/2021 12:51,I have had current for almost 2 years now. The customer service is terrible! I’ve been locked out of my account for over 24 hours with no way to login because I have a new phone number! I can’t use the login credentials I created to login with which to me is stupid and inconvenient! Now I have to wait on an email response from current which can take up to 72 hours. Definitely the WORST!,"{'id': 23335723, 'body': ""Hey there, we apologize for the issue you've experienced logging in to your account! We would be happy to update the information on your account and swiftly resolve this issue! Please shoot us an email at reviews@current.com for further assistance. "", 'modified': '2021-06-11T20:30:40Z'}",FALSE
5,So Far So Great,TaylortooMade,4/17/2021 5:05,"I haven’t had the app long, but so far I love it. While waiting on my card to come in the mail they gave me a temporary one that you can actually go to common retail stores and load money onto and use !",,FALSE
5,Issues with atm finder,titobarajas,2/10/2021 14:08,It’s a very amazing app don’t get me wrong but the only problem I have is trying it have access to the atm finder in the current app I would appreciate if current can fix this Thanks,"{'id': 21007169, 'body': ""Hey there, thanks for leaving a review - we appreciate the love! Our team would be happy to look into the issue that you're having with the in-app ATM Finder. Can you reach out to us at reviews@current.com so that we can investigate further? We look forward to hearing from you!\n\nSincerely, \nSupport@Current"", 'modified': '2021-02-11T20:22:45Z'}",FALSE
5,Current,cardell419,1/23/2021 13:34,I like the card I just wish the money would be available being that it’s coming from my own checking account,,FALSE
5,excellent,jrrr85,12/22/2020 11:06,It’s been one of the most important things in my life to be able to bank again and current is by far one of the easiest ways to do it,,FALSE
3,Dispute,Tierneyyyy,1/15/2021 16:32,"I really liked this bank but I had a dispute and it took forever to get anything information just for them to close it and not contact me after we trying to figure out why I couldn’t get my money back from a week straight. I’ve called, emailed and talked to customer service and nothing.","{'id': 20532322, 'body': ""Hi there! We're sorry to hear this and would be happy to provide more information regarding your dispute and the dispute process at Current. Feel free to shoot our team an email at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-01-20T15:23:47Z'}",FALSE
1,Worst banking experience you will ever experience,ih8current,1/12/2021 1:16,II’ve been locked out of my account for two weeks with no access to my funds and impossible to talk to anyone if you have an issue everything through email and takes a very long time for them to get back to you for them to just keep telling me the same thing over and over and nothing gets done the worst bank you could ever use,"{'id': 20411947, 'body': ""Hi there! We're sorry to hear about your experience and we'd be happy to help you out with this. Please reach out to our customer support team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-01-14T21:45:45Z'}",FALSE
3,I like it but,Shaneb998,1/2/2021 17:40,"I like where you can getYour paycheck two days earlier but I’ve been a customer since July 2020 and I’ve only been able to overdraw $25 when it says I can overdraw up to $100 that’s only thing and I do have the premium where I pay $4.99 month to do that , buy everything else it’s OK and it works fine",,FALSE
5,Deposit,Yareliz20,8/10/2020 16:12,"I’m a Current Member, this is my first time using this, I was nervous when it was said “Pending” even though it takes up 5 business days to go into the account! But I love this! Starting on here to save!!",,FALSE
2,Not satisfied,Bbsawah,10/22/2020 17:11,"I had to dispute charges on my account. I was not made aware that there was a form that needed to be filled out in order to process the claim. When I brought it up to the representative, I just kept being told to “make sure I have the most updated version of the app.” At this point I just want to tell them to cancel the dispute and close my account with them.",,FALSE
4,Great,ndgwiwnag,8/19/2020 20:13,"Wish they would make a way you can load your own cash onto the card and possibly a way to freeze or close your account there the app for quicker connivence, the 24 hour chat is very helpful tho if you ever have questions","{'id': 17422659, 'body': ""We are working on such feature! Once available, we'll be sure to let our users know!\n\nSincerely,\nSupport@Current"", 'modified': '2020-08-21T15:17:08Z'}",FALSE
5,Great Bank,UserAJ02,7/7/2020 14:04,"I’ve had many banks with online features but none with this user friendly dashboard. If you are looking for an easy to use, fun, and interactive bank. Current is the one for you!",,FALSE
5,Current,StorkyTV,6/27/2020 7:48,Current is very good for teens and parents it’s acts like a joint bank. I have nothing bad to say about the app it’s easy to use easy access to everything. Customer service is ok but that can be fixed.👍🏾,,FALSE
5,💡 THE SOLUTION IVE BEEN LOOKING FOR!,robinlyn100,6/26/2020 13:41,"For some time I’ve been hoping to find a way to give my tweenagers cards of their own. To eliminate their need to carry cash around, and to be able to somewhat monitor their spending as they grow to become financially independent. THIS IS IT!! ☀️🙏🏾 THANKS CURRENT!",,FALSE
5,Current,Kaleyshubby4915,2/11/2021 20:50,This is great I absolutely love it I got paid 2 days early and I get a  charge free overdraft I also know exactly where my money goes I get alerts every time my card is used and it works with Apple Pay,,FALSE
1,Basically no customer service,"......,.,.",5/21/2021 18:04,"Good concept, but could not get the app to work on my teen’s phone, so he could not check the balance or use any other features. When loading the app, it said that his phone number was already used for a Current account…and then offered no further prompts.  

Customer service just pointed me to faqs on the website, then stopped responding after numerous follow up attempts.","{'id': 22986800, 'body': ""Hi there, we're terribly sorry to hear about your experience with our customer support team & we would be more than happy to look into what's going on here. Please contact us at reviews@current.com from the email address linked to your account & let us know if you have any questions or concerns. \n\nWe look forward to hearing from you soon!\n\nSincerely,\nSupport@Current"", 'modified': '2021-05-24T22:05:54Z'}",FALSE
