userName,isEdited,date,review,rating,title,developerResponse
BuddyCole1,FALSE,12/6/2018 23:44,Hassle free easy money and payment plans if you have a problem called customer service and they take care of whatever you need to take care of and walk  you through whatever is going with your account. I think this is a wonderful safe app for people with everything to offer. so try and enjoy happy holidays☃️,5,The Best,
Karen Bass,FALSE,8/16/2018 14:51,"I love Affirm. They gave me a chance after bankruptcy when other would not. Bad things happen to good people sometimes and they understand that. I’ve recently paid off my first account with them and nearing payoff On the second one. I’ve never had any issues with them, customer service, or the app. I’d highly recommend. Thanks Affirm. You Rock!",5,Affirm Rocks! Great app,
jennay_knows,FALSE,6/14/2018 15:33,"I have used Affirm for over a year now. Using a virtual card number that is different with every purchase, is very comforting. Online or in store purchases are a breeze and payments are even easy and convenient. I especially like that you can pay off your balance at any time, without penalty and save on interest.",5,Excellent Safe  Virtual Option,
Rjk [Kasam Cas Fuerte],FALSE,5/18/2018 14:05,"I honestly love this app.  It’s the new and safe way of shopping online.  They work with almost every major retailer.  I feel safe using Affirm because you get a virtual card that expires after use for the loan, and they set your payments for you to pay on a monthly basis.  This app is genius! I get reminders when my payment is nearing, and this app is very helpful too",5,Amazing!,
Ann Ison,FALSE,6/6/2021 18:50,"I have been using affirm for years, Affirm has made my life so much easier. I have taken my family on a trip to Florida, got my grandkids Christmas, tv, and games for my kids. If it wasn’t firm Affirm I would not have been able to do these things. You make the payments you can afford and that’s what I need with 13 grandchildren. 

Thanks Affirm",5,Always on Time,
TCC59*,FALSE,3/11/2021 11:33,"I ran across Affirm when I was looking for additions to my truck. They offer easy payment plans that worked with my budget, however, I decided to pay off my debt early. If your looking for a short break to allow you time to pay, this is the path. I recommend Affirm and will use them again.",5,Easy to do,
phoenix6284926,FALSE,1/31/2020 15:56,"Affirm makes everything really easy. From making purchases to making my payments. Everything is quick and easy to use. Although they approve me for a certain amount, I have been allowed to spend more that the allowed amount on certain purchases. This is my go to :)",5,My Favorite,
this nick name is taken 202001,TRUE,2/12/2021 13:18,It does not work fine bow flex with the firm because what happens is bow flex hits the credit card to make sure the amounts there and then when they’re ready to ship they hit the credit card again for the payment and the second time it does not go through well here’s the problem with the firm zero customer support to get somebody to talk to you to fix it in there fix it out doesn’t help very much so shame on you affirm,3,Do buy Bowflex with affirm,"{'id': 21010330, 'body': 'Oh no! Any specific incident we can look into for you? Let us know by reaching out to our team directly at (855) 423-3729.', 'modified': '2021-02-12T03:18:23Z'}"
MommieJohnson,FALSE,1/2/2020 5:14,"Amazing! I discovered Affirm a little over a year ago and have used them for furniture, travel and other minor needs just to build and sustain my credit. I’m on my 9th loan with them and they have a customer for life. Many of the loans I paid off well before the due date with no penalties!  Just really good to have this relationship with Affirm! Thank you!",5,Wow!!!!,
babygirl24billy,FALSE,1/2/2020 0:33,Just wish once you have paid three huge loans in a year I could get credit again only had one late payment on one out of three different loans I revived due to a death in my family and many  months I made double or triple payments ! Hope you reconsider my Loan decisions have spread the word what a great company you have been,5,From Melissa Hurd,
waiddog,FALSE,12/7/2019 18:06,"I was in need of some truck parts and couldn’t afford the entire lot I needed. Affirm made it possible to purchase all of the parts I needed and I was able to get my truck back on the road. I have since purchased about eight different items and will say. This app has made it easy to get the things you want/need. 
Thank you Affirm",5,Awesome app,
dreamedls,FALSE,11/13/2019 19:25,"This company has allowed me to furnish an entire 4200sq ft home! I’m still working on it, but so so easy now with Affirm! The coolest part are that you get to pick your payment options (unlike any other company!) They let you chose from 3 different payment plans. I just downloaded the app and I don’t expect any different! I highly recommend Affirm!",5,Affirmative!,
BABYSNEAKERHEAD819,FALSE,7/29/2019 19:58,I’m so glad affirm is available. I’m buying things I’d never been able to buy. I love the payment plan. The customer service was awesome when I had an issue and they kept emailing me making sure everything was getting taken care of. Thank you that. I will be using Affirm over again. I can’t wait til other stores catch on.,5,Loving it,
FIR NA TINE 69,FALSE,7/4/2019 15:25,I was shocked how easy it was to purchase using affirm. Although it does show up in your credit report it dose not affect the over all score. The app is great and user friendly. I plan on using affirm for any big purchase in the future. We love our new mattress and loved the easy and low payment plan.  No complaints. Good job affirm.,5,Surprised how easy and great this works,
Fam8there,FALSE,3/2/2019 22:58,"Used this for the first time When it was available to use for a hotel room.  Was nice to be able to break up payments over time. No hidden costs, simple details laid out plain and simple what it will cost you. No late fees! No penalty for paying early, rather, you actually pay less! Planning to use for home improvements.",5,Easy!,
gotsonic,FALSE,2/22/2019 5:37,"I have been using this app for awhile now with about 3 loans done. Great way to make some extra purchases without having to use my credit cards. 

I tend to use affirm to buy myself a little extra something every once in awhile.

Highly recommend, especially for those trying to build their credit.",5,Great App!! Love it,
Tilly41n,FALSE,1/23/2019 14:50,Affirm is there when you need them!! They are fast and right on time! I have used them twice so far to pay for travel. They give you options for payment amount as well as how long you want to keep the loan for. I appreciate the ability to see my account online and make payments via the app as well.,5,Awesomeness!,
crytptic_mystic,FALSE,8/24/2018 18:40,I have been using affirm for about three years now and it is hands-down one of the most easiest and well thought out applications out there and you see more and more companies going towards affirm making bigger and and higher end products more easily available to the general consumer.,5,Quick & Easy,
getemdanny,FALSE,7/27/2018 20:30,"Pretty awesome. Basically like having an extra credit that isn’t crazy with interest. If you don’t get paid til next week and really want something or don’t have the money for a bigger purchase at the moment, then this is a great option. The options for monthly payments are great. Never been late; so, I don’t know how that goes about.",5,Love it,
carpatches,FALSE,11/29/2020 7:23,"I love the app, it’s very easy to use and paying in four payments fits into my budget well.  But I have one problem, I don’t know how to set up the saving money sent from my checking account. I would love to do this but I need help to set it up. I will try to call and get customer service to walk me through it.",5,Saving money with affirm,
Kgee!!,FALSE,5/1/2020 11:11,"I’ve been using this for 5yrs now and I’ve built a trust with this company. And especially now due to our current times.
My necessities that are essential I use this to fulfill. And they always come through 
Thank you affirm for your belief in me.
I recommend this app for monthly living if you’re able to maintain.. Peace..",5,The best thing since cooked food !!!!,
WendyBird1988,FALSE,3/2/2020 21:59,"They make it easy to qualify for the terms of the loan. It was small amount that I set up on auto pay.  Nice customer service!

I tried it again when my husband needed new tires for his truck! (Have you priced a set of tires for a 4x4? They aren’t cheap!) so they set me up with a payment plan I can maintain! And I paid it off early!!",5,So easy to pay for my new vacuum!,
Gale😘😘😘😘,FALSE,2/21/2020 17:46,I’ve been trying to get my affirm account fixed for 2 months regarding a temporary refund from Walmart. Each time they asked for the same information and I haven’t gotten anywhere with them. I’m still making payments on time but my account haven’t got adjusted. I’ll never use Affirm again going thru Walmart.,5,Refund Problem,
Nikki ipad,FALSE,12/5/2019 14:04,"Affirm is a wonderful option to buy big ticket items, but not all at once. It allows you the freedom to buy now pay later in installments. I also love that it gives you 3 different time frames to choose from to make payments. 3,6,12 months. Unlike other plans you can pay in full anytime! Thanks Affirm.",5,Mom to the rescue!,
Tylervil11,FALSE,1/20/2020 16:02,"This app is awesome, does what it says, no hidden fees and you know what interest your paying up front which is cool and very transparent, the only downfall I would say is that every time I’ve personally used it to shop after the last payment there would be a .50 balance in which it wouldn’t let me pay because it was too little, that’s the only complaint I have",4,Convenient,
dcidoni71,FALSE,8/26/2019 22:55,"This is the easiest and possibly the best way to purchase those cool tech and gadgets you’ve been eyeballing for awhile. The terms are straight forward and the 3,6 or 12 month installment plans work well. It’s also keeps that credit card debt ratio low. Bonus! 

I’ve had a great experience so far using Affirm and hope to have many more:)",5,Best Thing Ever!!!,
Lisa1372,FALSE,6/7/2019 10:47,"This is the best thing since sliced bread!   Shopping has never been easier.  The options you have to pay is what makes it so convenient and you can customize to what works best for you.  I have used it three times so far and I recommend to everyone.  Andddd, it reports to your credit so that is a plus!   Awesome!!!",5,Shopping with Affirm,
Kittie4,FALSE,8/2/2019 22:55,"Two days after receiving vacuum, I tried to use and it wouldn't work. Shark Customer Service told me I was lying and would not let me return. They also would no repair at my cost. I took to local vacuum repair shop who said it was the power cord. Before repairing, called Shark Customer Service back. Again, they told me there was no way it was the power cord. They said it would be rare. They told me it could not be repaired and that I would have to buy a new vacuum as well as pay for the defective one! The repair shop fixed it for $65. The new cord is white but at least the vacuum works. No thanks to Shark. They are such liars!",1,Dishonest,
schwavyy,FALSE,4/5/2019 12:05,"Money has always been tight for me. I’m a student who works part time, affirm has given me the option to be able to purchase items & pay as you go! With no interest!! This is the best thing that’s come my way! If you’re having doubts about affirm, DONT! give yourself a financial break, let affirm step in and lessen your burden & pay it as you go!",5,Love!!,
jaydawh harris,FALSE,9/17/2018 16:08,"I love affirm, from the layout to the final payment it’s all just smooth. I am able to build my credit and buy things that I want to pay over time. You can buy virtually anything. From flights to hotel stays to vacation trips. And they give you nice payment plans that fit your needs. Affirm keep up the good work!",5,Easy to use - lender,
AlfinaHawaii,FALSE,7/1/2018 21:44,"I can’t be happier with Affirm app. It is handy, it is easy to use, straight forward and not une cessation complicated. I love the fact that at any time I am prequalified for a certain amount of loan that is line having a line of credit with Affirm. And best of all, as I am laying down my loans, the app is updating my balance by the second. I really can’t be happier.",5,Handy and immediate update of my loan balance!,
Smitty@0902,FALSE,3/5/2021 12:08,"Affirm is the best credit source that’s available today. Their rates are always exceptional and if you get in a bind financially, they’re are very helpful and understanding. I’ve been a customer for about three years and plan on being a lifelong customer. I would absolutely use Affirm for any type of purchase. There’s none better.",5,Affirm Review,
OmageJohn,FALSE,5/26/2021 18:47,I have phoned up and talked to customer service 3 time trying to make a payment on 2 loans I have updated my account numbers and it still comes back as I’m late making a payment? I’m not sure what else to do? Now when I try to phone customer service the lines are busy! I understand you have just changed your payment program but I do not like to make late payments. Please advise me how to move forwards with my debit.  I have use your services before and they have worked great. I’m just trying to be a good customer. Thank you John Evans,1,Autopay is not working!,
Only1TXmel,FALSE,10/29/2020 21:00,"This is the easiest way to pay without being charged interest!  I love how you have 4 payments to make every 2 weeks or you can pay it all off whenever you want. As long as it stays this way, I’ll continue using Affirm with ease and comfort, knowing they aren’t giving out any of my info to 3rd parties.",5,Easy To Use!,
Wickdkidd,FALSE,9/7/2020 21:08,Love this app tells you everything you need to know. Wished other apls  where like this when it came to purchases when you can pay on the separate items that you purchase so you dont pay to much on interest. Especially if you have enough money to pay off 1 item that really helpful.,5,EASY APP TO USE,
seeyoulateralgator,FALSE,4/26/2020 19:34,"I think this is worthwhile, as I needed to buy a new sewing machine to make masks.
Affirm needs to remind people what they purchased, I may have missed the e-mail that was sent when I purchased this machine, there is a lot going on!
They really need to remind people of What they purchased!  I bought several things from WalMart.",5,Things you need to know.,
AngelForever1,FALSE,3/28/2020 18:24,This is the best creation in years!! To have someone willing to assist you with your travel... well everything.. to free up a little money to afford you a little wriggle room to be able to achieve something stress less... amazing!! Was able to fulfill my dream to visit Istanbul... yes... stress less..with a little more money to have available for emergencies in a foreign country.,5,Love it!!,
dlove11201,FALSE,3/29/2020 2:30,"I and a current Affirm customer. Got a 1000$ loan for an iPhone. Never missed a payment. Owe about 400. Had another loan for 600 for a bed. Paid that off. So out of a total of $1600 in loans and never missing a payment and only owing them 400, they are now telling me for the past 4 months that I don’t F*****! Qualify!!!! Are you serious???? My score went down a little Bc of a problem. But I have never missed a payment on any card in my life or with AFFIRM. And yet they deny me another loan??? Yea I’ll never use them again.",2,Nice app. Unfair and ridiculous terms.,
Bubblesxoxoxo,FALSE,7/19/2019 4:39,I’m really happy with Affirm! They’ve approved me for multiple loans that are easy to pay off with their amazing financing offers. The app makes it easy to manage by letting you obviously shop and pay your bill from your smartphone or other devices. If anything download the app to help make those purchases you need today!,5,Great App for a Great Company,
Phatgurl 314,FALSE,1/10/2020 15:06,"I returned an item and Affirm decided not to refund my money after I paid off the item early without ANY interest. They tried to say it was a processing error and it will take 30 days to cut a check to refund me. Riddle me this...if the account you take your payments from is the same account you need to submit the refund to...where is my money? Telling me they can’t process the refund because there is an error. Guess what ,that error means no money in or out of my account for you until I receive my full refund! Y’all had to mess up huh?",1,Poor Customer Service,"{'id': 12851624, 'body': 'Hi there! Thank you for taking the time to review Affirm on the App Store. We appreciate the feedback and would love to get more information from you to help address your concerns about Affirm. We truly value the feedback of our customers and will take any opportunity to learn from it.\n\nIf you have yet to receive the refund to your Affirm loan, we encourage you to contact the merchant for a status update. If the merchant has confirmed the refund was issued please send us your email in the thread for our team to take a closer look! Once you submit your email our team will be sure to follow up with you! Thank you.\n\n-The Affirm Care Team', 'modified': '2020-01-10T21:42:04Z'}"
angel..........a,FALSE,6/13/2019 22:31,"I wanted to take my grandchildren on a weekend getaway. The place was expensive. Affirm made it possible for me to take them, prepay meals, hotel rooms and extra expenses. I am paying back monthly. I can now pay it off but as it is so simple to have it paid via auto pay I am planning another vacation with my cash. Love Affirm. It’s a great program.",5,Weekend with grandchildren,
Snowball❄,FALSE,4/8/2019 0:09,"My son wanted new shoes but they were expensive and hard to find, after my son found your site and the shoes he wanted I read up on it and I could make payments! Even after that I found out there were other sites we could use to shop on 😊I can find things I like for me and other family members. Love ❤️ Affirm❤️",5,My son,
NOsaintsfan25,FALSE,2/3/2019 13:01,I’ve had multiple loans through Affirm and I’ve never had one bad experience. Very straightforward with their interest rates and monthly payments. No hidden fees. I’ve only been in contact with their customer support a couple times and they’ve been extremely helpful. I only have positive things to say about Affirm.,5,Couldn’t be better.,
prabath,FALSE,5/16/2018 18:46,This is an awesome service. I love the feature where I don't have to pay the products at once and conveniently split in to multiple payments. Also I don't have to use my credit card or debit cards on random websites since I can get a prepaid card from affirm and pay through my bank account to affirm. This is new layer of security for me.,5,Awesome,
Elcarlos.65,FALSE,5/5/2018 18:18,I needed some parts for my car and was low on funds. Then discovered affirm I was a little skeptical about it and had just started to rebuild my credit. I didn’t want to hurt it if I got denied but hey I got and made my last payment in my stuff which I opted to upgrade couldn’t be happier will be using it again in the future,5,Great way to get car parts,
Nelzxcelz,FALSE,4/11/2021 14:30,Affirm gives everyone the chance to purchase what you need or even what would be a luxury gift with the ease of paying for it at your comfort zone. And if you have extra you can payoff early which is amazing and at a lower apr than most credit cards . Affirm gives you the buying power and belief in YOU.,5,great opportunity,
Lulu~,FALSE,2/14/2020 13:39,"I absolutely LOVE the affirm app. There’s nothin’ to it. So simple, so convenient...all options are laid out right in front of you. Love that it displays any balances due for current month, too! 

Why can’t ALL bill payments be this easy to submit? Not that they’re difficult, really...but there’s so much EXTRA, I find. 

I love the app, I love affirm in general...super happy with ya’ll. Thanks!",5,Such A Breeze!,
cmassive,FALSE,7/14/2020 15:38,"Affirm is easy and convenient to use. If you get 0% interest it’s a nice way to pay for something over time. HOWEVER there is a big catch. Your credit report. This gets reported on your credit account as a new account. So every time you finance through affirm for a short term loan it shows up as a new account, which affects your credit rating by 10%. If you use Affirm often, this can reduce your credit score with too many new accounts and average age of overall account. It’s not worth it. Not at all.",1,Be aware of what this does to your credit,
THEODORECHIPMUNK,FALSE,1/23/2020 12:30,"I love using Affirm for making purchases and paying monthly. It’s simple. When you are approved for a certain amount, you purchase your item and you pay monthly. No strings attached, finance charges are very, very reasonable. My only wish is that Affirm would list a phone number to call and speak to a live person.",5,Great Lending Company,
MalyPreciousMyla,FALSE,12/24/2019 18:04,"I love the reminders, they are not overwhelming with reminding you of your payment and each reminder makes it easy for you to click to make your payment. I love this app, I haven’t had any errors with the system and I love the track of payments that needs to be made and the ones that have been made.",5,Great tool,
Sonia Gnz,FALSE,11/2/2019 4:28,"I have to admit I came across Affrim by accident. I was buying a flight ticket in ChepOAir and the option to pay with Affirm wagoners up at check out. After reading terms and seeing the % paid, I was sold. How cool is this? I flew in July and was given six months to pay off. I will continue to use. Thank you for the great customer service as well. Kudos!",5,EXCELLENT AND USER FRIENDLY,
Shar K,FALSE,10/12/2019 22:06,"Affirm is similar to QVC quick pay option for different online retailers. I used them for ThredUP and it broke my payments up over three payments. Just click on the Affirm option, put in your banking info. Your purchases are set immediately and payments pulled monthly. An awesome option for the holidays.",5,Great option for easy pays,
megtheempire,FALSE,8/29/2019 3:17,Absolutely love!!! Bless by god for the oppertunity to make quick and easy payments with this app! They paid my $1200 purple mattress and I’ll I have to pay is $68 a month but my mattress (which is worth every penny by the way) was shipped and received a week later with out me paying a penny for it. Eventually I will pay it off but I am just saying... how cool is that!,5,Amazing,
Royce MB,FALSE,8/2/2019 0:49,Affirm really does create an easy way to take your credit allowance and turn that into a fun way to purchase items across various companies and websites. The ease of use is there and the app is seamless. It is enjoyable to feel secure that the system works quick and effectively. Will be continuing to use affirm for various purchases in the future m.,5,Ease of use,
Mykellitt,FALSE,11/22/2018 10:28,"This app will make suggestions according to your buying/spending and also gives you discounts and a way to pay for large purchases with simple payment plans to fit your budget! Love this app. Even if I don’t owe them anything, I come here first when shopping to see my discounts available with online retailers.",5,Great app,
steen426,FALSE,11/2/2018 4:24,Love that I can see how many payments I have left and each date of them in order from first to last. Checking to see if you prequalify is super easy and quick. I like the app layout that makes payments and seeing your history super simple. I personally like this app more than my own credit cards,5,Awesome app,
MrsACWill,FALSE,11/2/2018 13:54,I’ve used this Affirm for almost 3years and I absolutely love it. If used responsibly it will help you for those emergencies and in my case special projects around the house. They also report to credit bureaus to help your credit. I like the fact that if I apply for a certain amount but don’t use it all I’m not locked in to that amount. They just automatically adjust my loan. Excellent resource.,4,Be responsible,
hovergs,FALSE,10/24/2018 5:55,"This type of credit is what we’ve all been waiting for!  No fine print, easily understood terms written clear and concise. They treat customers as “Customers”, not just revenue generators.
Their rates beat all of the plastic cards, there’s no competition!  I’ve been a customer with three accounts in the last two years..........",5,Credit Cards - Be Afraid of AFFIRM!,
AnaLuciaNovak,FALSE,10/8/2018 21:04,"I select Affirm on items I need NOW and love that i can make payments each month interest free.  Perfect solution for buying products and shop responsibly because you’re not incurring interest and can enjoy your items now! Ive invested in an Advanced Social Media Certificate from a top rated university, purchased a high end pair of designer boots and Louis Vuitton bag!",5,Instant Gratification Shop Responsibly,
OthelloUno,FALSE,8/30/2018 15:15,I’ve had the Affrim app for over 1yr now and have made many purchases using their payment system. I really appreciate the purchasing power and payment options that the company provides . I hope that the company will continue to focus on the consumer and does not lose their focus under pressure from big businesses.,5,Great app.,
jasonostick,FALSE,5/15/2018 21:01,Sometimes it’s just easier to split a purchase into a few smaller payments. Affirm let’s you do this with a relatively small interest charge. No hidden fees. No hidden costs. App is extremely easy to use. I primarily use affirm to buy car modifications and just pay them off over a couple months. Works great!,5,Great way to help make purchases!,
mek012,FALSE,8/7/2018 5:09,"I was going through a checkout of joy bird, an online retailer.  They gave the option to finance through Affirm. I gave joybird my phone number, and my given first name rather than my legal first name, and my social.  

I do a million sign in flows, and I rarely read the name requirement as legal versus given.  My mistake, I get that.

But after this one mistake (I assume), they said that they couldn’t verify my identity and that the decision was permanent.  Essentially my phone number became black listed in their system after one discrepancy based on user error.

It seems rather extreme that because of this, I can never use the affirm’s app on my phone.  And now I can’t finance my couch.

It’s not like I was doing a brute force attack to try name combinations to get in. It’s not like my last name wouldn’t match my social.   I have no idea why this was the outcome I was given, with no recourse.",1,Locked out of the system after one mistake,
jammymom09,FALSE,7/5/2018 20:18,I tried to buy things in person using Apple Pay with the firm app and it would not let me then I tried purchasing an item through eBay and eBay says it’s declined but inside of the app it says it was approved and I have been trying to contact their support team though there is no phone number and they have yet to get back to me and I’ve been waiting for several hours to get the purchase removed from my existing loans because it was not approved through eBay but the app says it was approved.,1,It claims you can make any type of Purchase but you can’t,
Eldataluta0,FALSE,5/14/2018 10:37,Was in a situation where I needed a small loan but no one would give me one cause apparently 8 years still isn’t enough credit history. Anyway these guys give you one instantly with a good rate and payment is easy through the app. Already taken multiple ones at the same time. Zero issue. Will continue using.,5,Real life saver.,
Leslie Jenkins,FALSE,4/7/2018 17:09,"I have been using this app for a while & it’s wonderful but now it’s asking me to sign into my bank account & I am not doing that. It already asks for you bank account info to deduct money from your account, I’m ok with that but I’m not logging into my account & giving access to all of my info. It “WAS” a wonderful app before it wanted that. Good bye Affirm!",5,Changes,"{'id': 3274702, 'body': ""We're sorry to hear about your recent experience. We're happy to answer any questions you may have about Affirm or your account. Please feel free to contact us directly at help@affirm.com"", 'modified': '2018-04-26T20:33:08Z'}"
Dstryr_one,FALSE,9/26/2017 20:42,"One of the easiest transactions I've ever made! Easy application! As simple as terms and conditions can get! The auto pay is is absolutely perfect! I never had to fear about missing a deadline! I never even had to revisit the app til now, the end of my loan. Will definitely use again and recommend to all my friends! A++++!!",5,Extremely smooth and easy!,
Ms. Maya C,FALSE,11/13/2019 14:49,"This App is simply Amazing. I have been able to get an awesome resume, furnish my home, clothes shop, and holiday shop with this App. I recommend this to anyone who wants to shop without the high charges that come along with many credit cards. I don’t typically do reviews but this time I had too. 10 stars if it was possible from me..",5,Maya Cooper,
Krcenik,FALSE,1/12/2021 15:59,"Terrible company. I see now why major credit cards have broken their relationship with Affirm. 
When something goes wrong, there is no human being to speak/talk with to help you. 
We didn’t receive the product we purchased. Affirm refused to help whatsoever. We couldn’t even get anyone to speak with. Any help we received was from the company we purchased the item from. 
The item was delivers to wrong address. It was up yo us to try and track it down. 
All affirm had to say, via email, your payment is still due.",1,No customer service help,
katiedid2019,FALSE,11/9/2019 2:00,"I’ve signed up for auto payments numerous times yet they don’t work then I get a text that my payment is overdue. There is zero reason for me to be late on payments. It would be nice if it would just debit my bank. Then once I pay it, it says I’m even more behind. Why won’t you accept my payments?????",5,Auto payments aren’t working,
Eulogisor,FALSE,8/11/2019 6:49,"Super easy, fast, and organized. You can see everything you need to do in order for payment, and I really like the schedule t keeps track for you as part of the options tab. Well engineered and designed app for a great website that helps me out with car part to build my dream car.",5,American Muscle Wheels,
DaisyNic,FALSE,9/8/2019 18:49,They took my money without me even making an actual purchase. Took them only a couple second to remove the funds from my card. I called and they’re telling me it’ll take 7-10 days to give my money back for something I didn’t buy. When it took less than 10 seconds for them to take my money. That’s gotta be a major red flag. I’ve never had this happen before where my money is still taken even though I never bought the product.... take what you can from this information.,1,Would put zero stars if I could,
Teridactyls,FALSE,3/21/2019 1:52,"I like affirm for bigger online purchases because I don’t have to use my credit cards, rather I get a one-time use card, and because then the interest rate is clearly stated and I will make planned payments and it’s gone. Also, the interest rates are better than many credit cards these days.",5,Great app for internet shopping,
chazaskfdj,FALSE,1/13/2019 12:52,"Easiest to set up / payment installment plans for all of your large and small purchases .. this is a good company I had a 500$ loan for some clothes .. anyway it got declined .. but I bought them on the website for unstinted pickups with no problems... whatever I used out of that 500$

AFFIRM IS 100% safe . You don’t need to know that just play in smart ... I have spent 50k on shoes. Most of that was borrowed ( flight club) *more then half*

Do a need a new phone ! 
Did I get clothes that fit?
Can I get cofffess in the morning ? The answers is YES when it come to your terms  . 

Side note -as a company they are awesome .. this time last year was prob  . Trust nobody more not then this company",5,Great!!,
Megazinehd,FALSE,11/5/2018 15:53,"This app is so powerful. I have leading credit cards from Capital One, American Express, Citibank, and with fair to good credit. Affirm interest is far lower than all of theirs. It’s logically better to make a large purchase with affirm vs credit card vendors unless your getting very low interest rates from them. Affirm is a no brainer.",5,Helped build my credit and save on Intrest,
psychedelicprincess,FALSE,10/15/2018 3:44,"Nice way for financially challenged people (such as myself at the moment) to be able to make nice investments on things like furniture. The app makes it very easy and everything is straight forward, spelled out, and user friendly. I would recommend. I was sleeping on the floor for months and am able to pay off a nice organic futon mattress to sleep on. 😎",5,Great idea,
TurkeySoup12287,FALSE,10/11/2018 22:49,Affirm has been great for me. Used a few different times. It’s great because it gives you the option to pay things off early without paying the extra interest and you can also have it automatically withdrawn from an account/card. Nothing but good things between myself and affirm. Great idea,5,Affirm,
ThatCuteSheep,FALSE,10/10/2018 16:16,"I love Affirm because as a young person without much help from my parents, I’m able to finance things I need that I wouldn’t be able to afford otherwise. I love the transparency and simplicity of this process. I would recommend Affirm to any working individual who needs a little help with affording the things they want or need.",5,Affirm is a life changer,
Big Bonnie,FALSE,8/6/2018 21:15,"Affirm’s App is a NO nonsense, NO hassle, and most of all a NO strings attached..conventional way to make purchases online. I’ve purchased several items via my Affirm App while shopping online with Wayfair during the past year. I am a happy and satisfied customer. Looking forward to making additional purchases in the near future.

Satisfied Customer 
Ms. Bonnie Tucker",5,Affirm’s App is the BEST.,
mimibbailey,FALSE,3/4/2021 19:56,"Affirm has been an easy-to-use service that has made it easy to pay for items over an extended period of time. A large, one-time payment didn’t fit my budget. Affirm allowed me to set up auto payments over several months I highly recommend this service.",5,Fantastic service!,
dchevvv,FALSE,1/23/2021 2:43,This will be the second loan I’ve payed on through affirm and the the user friendliness of this app is unmatched! The app never fails and always makes sure auto payment goes though. The early payoff option on the loans is a very nice touch as well! Highly suggested for anyone looking to buy something they can’t afford straight up!,5,Affirm loans,
7i7@$m@ll,FALSE,12/9/2020 18:46,"I love this vendor! Before you can't buy anything unless you have a card or got your pay check and that worries you that the item might not be on sale anymore or its sold out. 
But with this one you can purchase it already and worry the payments when your check arrives. Thank you!",5,Amazing,
wjdbxisbsb,FALSE,4/29/2020 16:04,I tried to apply and it asked me multiple questions about my brother which I didn’t know because he and I are estranged so they couldn’t verify me and my application got declined. Still very confused as to why they would ask me personal questions about my brother and not me since I’m the one applying.,5,Very confusing,
JNovak13,FALSE,11/27/2020 19:57,"Try to get a loan for a gaming desktop and they only give me one option which is a massive drop for two months, why would I want to pay that when I could pay smaller fees each month? Where are the options? Why can’t I change the format I want to pay it as? This is absolutely ridiculous, no options, no good payment plans and the interest is ridiculous. Used this before it turned to dogcrap, not might never use it again",2,Terrible Options,
taj101!,FALSE,3/9/2020 21:55,"First off, I love this app. It helps definitely when needed, if you don’t have the full amount to pay for something. Affirm splits the payments up in 4 or so to help you out. Also it don’t take money off your debit/credit card automatically unless you approve it. Thanks affirm for helping me with many purchases!!!!",5,Love this app!,
Versandle,FALSE,2/3/2020 18:59,"This service was a life saver during the time when we had an unexpected death in our family. Unfortunately, we did not have the finances to pay for an airline ticket, but we were fortunate to have this service as an option to buy an airline ticket.  We are very grateful.",5,Great option,
Onangelswings,FALSE,1/23/2020 2:42,So convenient and a excellent alternative to high interest credit cards . Information security so no concerns about keeping your private financial information safe . Shop places that you trust with a short term installment payment system . I couldn’t be happier ! I highly recommend them .,5,Affirm Is So Awesome Payment Plans Where You Shop,
Tha_5280_Truth,FALSE,10/7/2019 4:41,Who ever created this app is a genius!! This is the best app ever. I have paid for so many things using affirm. Anything over $100 purchased online I use affirm. 1. I can pay it off early with no penalty. 2. I dont have to give a bunch of sites my credit card. 3. Its the easiest and most convenient process. Shopping - going on a trip? Affirm it,5,Genius!,
Ash244533466,FALSE,7/3/2019 15:27,Do you feel like there are things you’ve been wanting forever but never seem to afford in one shot? For me it’s been BEATS headphones for the longest. Thanks to affirm I was able to finally buy a pair and pay them off with $60 a month for 3 months and only pay $9 interest. I couldn’t express my happiness in a review for this app!!!,5,Amazing,
Tzbabygurl,FALSE,8/25/2019 0:29,"My cards were declined and wouldnt accept my payment on time😒 I had used my bank card 4 times and then tried my other bank card and that payment was declined too. All my info was correct, called my bank they said it was an issue with the merchant (Affirm) system and
to my surprise there is Not a
customer service toll free number. This is
absurd and Ill be thinking twice before using them in the future. I did add my checking but shouldn’t have had to do this and they need to get a customer service line makes me trust them
even less.",1,Beware,
JazzRogers,FALSE,6/18/2019 1:45,"Signing up & getting approved was pretty straight forward. Love the monthly payment option via text confirmation. 
Used it for couple of big purchases, for one of which the dealer issued me a refund. The process of refund was seamless & quick. Zero hassle with no requirement to contact customer support !",5,Super convenient & reliable,
Painless66,FALSE,5/21/2019 2:11,"As long as you pay your payments on time this is a great place to deal with because you can pay your loan off early without a penalty. I have borrowed over $28,000 and have paid it back within a few months when they gave me over a year to pay it back.",5,Great place to finance anything from,
eac51999754,FALSE,4/30/2019 14:10,Very convenient when you want to buy something but don’t want to drop the whole amount at one time. You get to chose how long you want to pay the item off in and it tells you up front how much interest you will be charged. Also helps you build your credit. I love it.,5,Convenient.,
