userName,review,title,rating,isEdited,date,developerResponse
M_H_soulmates,I must at first I was scratchy being in a bit if a bind I am struggling for cash tried Payday loans but credit not good enough. Told no over and over but with Dave the app didn't loan me as much as I need but that is the point. Point is he didn't say no. This is an awesome app if you need just a lil bit of cash maybe you need gas to get to work or dinner for the night. Whatever the reason if he helped me than I know most people don't get rejected.  Not saying some won't but this app is definitely with the risk.,Dave app,5,FALSE,10/1/2018 16:53,"{'id': 6151377, 'body': 'So glad Dave could help you out when you needed it!', 'modified': '2018-11-29T00:10:48Z'}"
alinshendrix,"At 1st Dave told me they can’t advance me no money because my bank account shows less than 60 days of transactions which was truth because I had just open a new bank account, after 60 days they sent me w text and told me I was approved for $75 and when I saw that I went to the app and it actually works I did the express delivery which is $4.99 and I receive my money instantly in less than 15 sec I checked my bank and the $75 was there, Dace is pretty helpful..",Actually works,5,FALSE,9/1/2018 17:08,"{'id': 6151425, 'body': ""Glad Dave has been helpful for you! Yes, we do need to see 60 days of transaction history so we know it's a real account. Thanks for the review! :)"", 'modified': '2018-11-29T00:23:26Z'}"
Gatck,The app is great I haven’t had problems with it but my advise to ppl is to look at Dave like a friend . At the end of the day it’s a money managing app it helps you from not going into over draft. Don’t use Dave as a loan service use it for when yu absolutely have too just like asking your friend for  money ..you wouldn’t ask your friend for money every week or every two week but maybe once a month if necessary. Don’t depend on Dave to give you money but help you manage it.,Look at Dave like a friend,5,FALSE,6/3/2018 21:40,"{'id': 6151526, 'body': 'So glad to hear Dave is a useful part of your financial toolbox!', 'modified': '2018-11-29T00:34:53Z'}"
Junior537,"When I first sign up for Dave I couldn’t of been more happier. Very helpful service when I was in need....BUT NOW...OMG!!! I’m so done with this app. Constantly would lose access to my bank account (cost me $70 in overdraft fees because customer service never responded to my account issue in time [took them two days later to address my email], never replenishes my account like it said it would when my account gets low, and now after months of being a loyal customer they now change their cash advance policy?!?! What happen to being able to taking out up to $75?!?? Way to treat it customers especially one who always paid them back on time. I think it’s time to cancel my membership.",Loosing it with this App,1,FALSE,6/21/2018 0:27,"{'id': 6151473, 'body': ""So sorry to hear you've had issues with the app. If you're willing to stick with us, we'd so appreciate hearing from you at support.dave.com so we can make sure you always have access to your Dave account."", 'modified': '2018-11-29T00:29:51Z'}"
Bro323,"I was skeptical at first, but bottom line is, it doesn’t get any better than this app..honestly, the only thing I was alittle bummed about was that u have to wait 2-3business days to get the $$ or u can pay $4 to get it like right now..then the tree tip..if u ask me that’s all very minor & a small price to pay..just gotta plan it all right..zero hoops to jump through & customer service answered all 9 of my questions within the day lol I’m definitely keeping the app! Thanks Dave!!!",Look no farther...seriously,5,FALSE,3/20/2018 23:13,"{'id': 6151537, 'body': ""Happy to hear you're loving Dave! :)"", 'modified': '2018-11-29T00:35:38Z'}"
samsam1223,"My payday is 4 days away. I'm at -$55. I was hoping to use this to just get me positive until payday. Well. You have to pay $5 to get it in a day (to avoid overdraft fees). And you can't do standard (3 days) within 4 days of your payday. So this app will basically never do anything for me, because I'll never need a cash advance right after getting a check. I understand some people might find it useful, so I want to at least give a couple stars. But I'm uninstalling right after installing it lol.",Hmm.,5,FALSE,1/8/2018 17:10,"{'id': 6151492, 'body': ""Hi! Yes, we offer the express option so we have a choice that will fit everyone's needs. We hope you'll keep Dave in your financial toolbox in case there's a time it would help!"", 'modified': '2018-11-29T00:31:40Z'}"
ezmoney89,It is a great app to have when you low on funds but the only issue that I have is when it time to update the app my bank disconnect and when I reconnect it nothing happens but when I email about it I get the same response but I call my bank to see if it a problem on there end but it never is so I hope they fix the problem soon so I don’t have to stop using it cause I like using this app but it is a great app,Good app bank connections problem,5,FALSE,6/27/2020 16:22,"{'id': 16295078, 'body': 'Oh no! 🙈 \nPlease reach out to us at\xa0davecares@dave.com\xa0for further assistance.\n\n', 'modified': '2020-06-29T20:10:17Z'}"
"Movies, Music, and Revolution",Dave is a easy to use app that “spots you” certain increments of money based on your banking history and health. It’s always fair and the money is normally in my account almost instantly with the Express option. The payback process is very clear and makes your payback date easy to expect and account for. Would highly recommend if you need a little help here and there but can then pay it back within a paycheck.,"Always helpful, always quick.",5,FALSE,2/25/2020 16:26,
2847295716,"This app is pretty easy to set up, and getting money sent to your account can’t be easier. Usually, this app is a lifesaver!

The only issue when it occassionally decides you haven’t been paid in a month even though it literally shows the deposits in your bank account as “previous transactions”. In these cases, I had to completely remove my bank account from the app and then reload it. It was a hassle and I wasn’t able to get the help I needed at the time.",Not exactly consistent but def a lifesaver.,4,FALSE,4/17/2020 17:24,
JoJoGuilmette💜,"At first I wasn’t too sure about it because ya know “who would trust an app that just gives you money” but after I learned that it’s a loan and you can even tip em, it grew on me. I take about $20 out in between checks just to have a good safety net because I have a baby on the way. And I can chose to pay just $20 back or tip em! I always do tip because is keeps the app up and running and honestly ALWAYS TIP GOOD SERVICE. It also has an awesome budgeting concept to it! You can set your safety net and expenses.",Amazing App,5,FALSE,1/11/2020 19:15,
Noe M 89,"Perfect five star rating! The Dave app is amazing and everything positive I’ve read about it is true. I tried signing up for a similar app with lots of hoops to jump through just to even get a NO answer. The Dave app was super simple to get started and working. I had my $75 immediately without hassle. As much as most of us don’t like to admit it, sometimes we just need a little more money at the end of the month to catch up. Dave is that friend you can count on for that.",Perfect!,5,FALSE,11/15/2019 16:50,
yournubianqueen,I’ve currently been using DAVE for probably over a year now. I usually submit a request for $75 advance about a day or two after I’ve paid the last one. for the past 2-3 times it’s keeps telling me my job has changed or my paydate has changed and it can’t advance me $75 because i need to get two paycheck. I’ve been with this job for over 60 days and have had  at least 4-5 paycheck from them by now. I submit feedback to support but they take 2 weeks 3 weeks to even respond I still haven’t receive a response.,Started great but now I’m getting disappointed,3,FALSE,11/24/2019 14:51,"{'id': 12089936, 'body': ""We're sorry for the wait! We'll check in with customer support and make sure they get back to you."", 'modified': '2019-11-27T18:29:16Z'}"
Itsdeechen,"Our house was recently robbed and I have been low on cash since then trying to save up to replace the stolen items. My bank account became negative and I needed some quick cash to take it out of negative! Thank goodness Dave was here and in just a few minutes, I had some cushion money back in my account. I get paid bi-weekly so it was hard for me not have to wait till next Friday to get cash. Much appreciated and will use again when I need!",Would use again!,5,FALSE,11/5/2019 17:41,
Sweet's Tea,Dave is very helpful. Knowing that you can use the Dave app gives you a little added cushion until pay day. It has relieved that feeling of being on pins and needles and penny-pinching until pay day. Paying back is no hassle and hey I even help plant a few trees in the process. It also shows where the majority of your money is being spent and what expenses to expect within the next week. You’re notified of likely overdrafts and adding and removing expenses is a breeze.,Added Cushion,5,FALSE,10/27/2019 18:10,
mariesey1986,I had a few unexpected bills come up and was going to come to close for comfort to a nsf before pay day. I paid the 4.99 expedite fee and within 10 mins the money hit my account. I don’t plan on using the money and it will automatically go back to Dave on pay day with a tip for thanks. If it saved me from a $35 nsf fee the 10 bucks I used to borrow it (4.99 plus a tips that helps them plant trees!) will be well worth it. Two thumbs up and thanks Dave!,Help when I needed it the most!,5,FALSE,9/29/2019 18:33,
kaliyahc,So I went out on a limb and decided to try Dave after reading several other reviews and I will say its real. I put in my info answered a few questions and requested to borrow $75 until my next payday and within minutes the money was in my account. Dave offered two options 1 you can wait 3 business days to receive your money or pay a express delivery fee which was either 3.99 or 4.99 can’t remember but I did express and the money came so 👍🏽👍🏽 -Thanks,It Works!!,5,FALSE,8/25/2019 14:37,
Enter Inside3,"Okay app. But be aware. The advance $75 is the gimmick & to get you to download & give them all of your banking information. You have to have at least 60 days worth of banking history & a paycheck has to show up in your account as a deposit. If you cancel their subscription, you have to wait 60 days before using the app in the future or you can put your membership on pause until you qualify. I guess it’s their way of ensuring that they receive their money back. I’m praying that after I cancelled my subscription, they won’t go into my bank account any further. I wasn’t able to get the $75 advance, so I’ll rate it a 2.",Okay app,2,FALSE,9/24/2019 17:52,"{'id': 10896580, 'body': ""Hey there! The amount we can lend is based off a number of factors. If you think you should be able to borrow more, contact our customer support at davecares@dave.com (please include your full name, email, phone number and put the subject of this review), and we'll help you sort it out!"", 'modified': '2019-09-26T00:56:10Z'}"
Ginaly87,"I have been using Dave for some months now . I will say it’s very convenient but it has been bit of a headache lately. 2 weeks ago it did not pick up my pay check which caused me to have to pay out & as far as me needing to use the app today , it states I’m missing my last pay check which is false because I received my pay 2 days ago & due to 3 major bills I was left having to use Dave in which it failed me & allowed me to borrow 20$ because it says I missed a pay check which is FALSE . Some serious updates need to be made to this app.",This app has some issues,3,FALSE,9/14/2019 21:16,"{'id': 10730883, 'body': ""Oh no! 😱 Thank you for alerting us to this. Please contact our support team at support.dave.com and we'll get this all sorted out!"", 'modified': '2019-09-17T17:02:48Z'}"
Meechva,"I signed up,Great app to have, as a back up, been using for 6 months now. It been extremely helpful. I been really in and out. And this app has been saving me so many times. It shows you your spending habits. And you can start seeing where you many goes. I spend money left and right I’m not careless with my money. But I have a lot Bills and responsibilities. So this app is been wonderful. So worth having it as a back. Especially those that need it.",My second review,5,TRUE,8/22/2019 13:19,"{'id': 8691303, 'body': ""Thanks Meechva, we're glad you've been enjoying Dave!"", 'modified': '2019-05-16T00:32:02Z'}"
UsaySo2,"Don’t ever think you won’t be caught in a situation where you’ll need a quick shot of money!  My son was traveling and lost his phone with his credit cards. All he had was an “emergency” credit card in his suitcase that was tied to his small savings account. I was able to transfer the money to him through that account. In the meantime, his phone was found in a taxi with all cards intact!!! This was a good reminder as to why everyone needs an Emergency Savings Account!",Just in Time,5,FALSE,6/21/2019 17:41,
Meteor ark2300,"I’ve had Dave before and loved it. Never had a problem, I restarted it today and got everything set up, got data verification from my bank so I could get an advance. But if I were to leave the app and come back it makes me do it all over again. This needs to be fixed before it causes some major problems. Other than that the app is wonderful and I am always recommending it to my friends and family! :)",Needs some glitches fixed,5,FALSE,5/21/2019 14:12,
IGETCHEDDA512,I recently moved out and trying to get everything situated. I ended up getting everything good but I was two days short of pay day and I needed just the minimum to get to pay day. It literally took about 2 mins to get everything set up and around 30 mins to get money sent to my account. Everything was really quick especially at 9pm and I’m so grateful for this app. It’s really good to know that if ended up a little short I’ll be good to go for now on.,Fantastic,5,FALSE,5/14/2019 17:08,
Infamous___,"At first I was skeptical about this app, although I had been seeing it everywhere. It had some bad reviews and some good reviews, it kept saying there was error when trying to link my bank to the app and that’s where I decided I didn’t wanna use it. Recently, I ran into a financial hardship and I decided to give it a second chance and so far so good. It linked to my bank, gave me my money with in seconds, and it came in handy until I get paid again.",Skeptical at first,5,TRUE,1/12/2019 18:34,"{'id': 6647061, 'body': ""So glad you like the app! Sorry to hear that you experienced an error at first--sounds like it got cleared up but we're always here to help at support.dave.com if you ever run into another issue!"", 'modified': '2019-01-02T21:58:48Z'}"
Jesse Monae,I requested a light cash advance and Dave was able to help me out. It only took a few minutes and it was there. I like that fact they try help you find ways to make extra money with side gigs. Keeps you Let’s dependent on always having to borrow cash and that’s the beauty of the app. It also keeps you on a budget  and how much you will have available after recurring bills have taken place from pay. Love it!!! Keep up the great work you guys.,Great Cash Advance and Budgeting,5,FALSE,12/7/2018 17:35,"{'id': 6324924, 'body': ""So glad you're loving the app! Happy we can help!"", 'modified': '2018-12-10T19:21:26Z'}"
AshBy101--789,"I enjoy using this app a lot. It’s very easy and great to use whenever you’re low on cash or for an emergency use. It monitors your spending and it helps you to budget your money too. Whatever amount that you need whether it’s $25, or $75, it will be deducted out of your next paycheck once you get paid. If you don’t have the funds by the time your check hits your bank account, then it will take out a smaller amount until it’s paid in full.",Quick money!,5,FALSE,11/10/2018 19:59,"{'id': 6151421, 'body': ""So glad you're loving the app! :)"", 'modified': '2018-11-29T00:21:21Z'}"
stevie823,It’s definitely legit I’ve done 3 transactions with them all went smoothly no problems at all. I’ve only been able too only request 20 due to my deposits still being verified. But that 20 bucks definitely gets me by until I get paid again. I paid extra 2.99 too get it immediately and it was there.!!I just got my first 75$ deposit which was beyond great until I realized they AUTOMATICALLY take a 11 dollar tip for “trees” which I didn’t consent too.! They didn’t give you an option to cancel or change the “tip” which should be optional.! Who said I have an extra 11 too tip.!!,Legit money,3,FALSE,11/19/2018 22:40,"{'id': 6030776, 'body': 'Hi! Glad the app has helped you out. Tipping is always optional. You can reach out to support.dave.com and they can go over the tipping screen with you if that would help!', 'modified': '2018-11-20T21:29:51Z'}"
Cedes56213,"This app was really helpful in getting me a cash advance. I got the money right away after submitting the request. Beats getting a payday loan with ridiculous fees. of course everyone should be wise with their money and try to avoid borrowing, however sometimes you’re left with no other choice. The fact that I only have to pay $4 on top of what I borrowed is really really cool. Will definitely recommend this app for anyone who is in a bind and needs a bit of cash right away.",Great app,5,FALSE,10/16/2018 17:42,"{'id': 5564767, 'body': ""So glad you love the app! There are no mandatory fees on the advances, maybe you're referring to our express option."", 'modified': '2018-10-18T18:23:00Z'}"
9Robin6,"I was a little skeptical about it at first because it had all of my information, but one day I needed a couple dollars and I hate to ask people for it so I requested some with the dave app and I did the immediate deposit and it was in my account soon as I closed the app and checked my balance and it was only $3.98 “I think” but that’s fine with me. It automatically got its money back when I got paid so I didn’t have to worry about a thing. I love this app and will be keeping it!!",Best app ever!!!!!,5,FALSE,7/26/2018 17:07,"{'id': 6151499, 'body': 'So glad Dave could help you out when you needed it!', 'modified': '2018-11-29T00:32:26Z'}"
mamag12479,"I was pleased with the funds deposited in my account so quickly. I was not very pleased with the request for donation of trees and then a quick pop up that I asked out and it immediately charged me for a donation of 10 trees for $10. I did not want that and I feel that it was a scam on the apps part, to force people to pay over $15 in fees for depositing money in my account. I don’t know why on earth you’d Purposely put a pop up asking me to review the Dave app while asking me to confirm whether I would like to make a donation to plant trees. And then when I x out the pop-up you,
 pretend as if I have agreed to this fee.",Scam likely,3,FALSE,9/26/2018 17:08,"{'id': 5270876, 'body': ""Hi there mamag12479 - Tipping is always optional with Dave! Please send us a message to friends@dave.com and we'll be more than happy to have a look at your case.  🐻"", 'modified': '2018-09-28T04:17:28Z'}"
stu4blue,"I normally am always skeptic but was in need of some quick cash as I wasn’t paid fo another 2 days. It took me less than 15 min from sign up to having the money deposited into my account. What an easy way to get cash in a pinch! the best part is I don’t even have to think about making sure to pay it back as it will automatically be paid once my paycheck clears into my account! Plus for every tip they plant a tree! 
Highly recommend this wonderful app!",always a skeptic,5,FALSE,7/18/2018 21:35,"{'id': 6151501, 'body': 'Happy to hear Dave could help you out!', 'modified': '2018-11-29T00:32:44Z'}"
Des_Da_MaN,Wow I can’t believe apps like this exist like I’m so shocked. People it’s not a scam if you see those annoying ads about this app please click on them omg it sent me money from my paycheck. This is the future. I wish I knew a way to invest in the company. Man this is a game changer for those of us that doesn’t like to ask people to borrow money. Great app guys!!!!!   MY ONLY CONCERN IS THAT SOME HACKER thousands of miles away will hack the app somehow and steal all of my info but I have that feeling about all these apps nowadays.  OTHER THAN THAT THIS IS A FREAT APP 5 STARS,Really,5,FALSE,7/17/2018 2:47,"{'id': 6151520, 'body': ""So glad you're loving the app!"", 'modified': '2018-11-29T00:34:28Z'}"
Gemma Nemma,"I downloaded this app about a two months ago and I couldn’t be happier! It really is a great help, from 75$-20$ I like that I can borrow small amounts because that is usually all I need and I don’t like asking family members or friends because people can be judgmental. Love it and will continue to use, you only have to pay back a small fee and even chose not to. Will continue to use because it is easy and helpful in my time of need. Thank you Dave!",Great help!,5,FALSE,4/18/2021 8:29,
Behappy6810,"I like Dave because if I’m in a bind, it’s a quick option for an advance. What I don’t like is that on certain days,  your payback makes no sense. Example: I just got paid but have no money left after bills to get food or gas, so since it was the day after payday if I use Dave I owe him within three days. But if you wait a few more days to request an advance, it’ll give you a week to pay back or a little more to pay him back.",Fast transfer,5,FALSE,3/13/2021 17:22,
royallystrange,"I e seen a bunch of complaints about people being denied, but the loan amounts and approval is based off of healthy spending habits from what I’ve seen.

So far, twice I’ve been able to get a $75 loan and it IMMEDIATELY went on my card (for the 4.99 fee of course that’s paid back on payday) and then I love how the tipping to charity is your “interest rate” (when in reality l, there are none unless you opt for the instant pay). Overall, a great loan app that I highly suggest!!",Great way for quick cash,5,FALSE,9/13/2020 2:26,
cscanlon717,"So far I give this app one star because it has not worked for me at all! It says I don’t have any direct deposits or there in consist, they are not! It won’t let me add in my work, pay or anything! On top of that I tried to get some money to see if that would work it keeps saying I can’t use my card because my card has already been used, I havnt used it so I’m getting irritated at this point! I tried contacting support a few times still have not heard back from them, I can’t delete it and retry because it says if I cancel my membership and retry it I won’t be able to use it for like 6 months so I have been trying to get it fixed and waiting to hear back still!",No luck,1,FALSE,12/7/2020 19:15,"{'id': 19630621, 'body': ""Hey there! Thanks for letting us know you're having this issue. It sounds like you may have had a previous account before - let's get you in touch with our customer support team. Please reach out to Dave's team at davecares@dave.com and we can help you out!"", 'modified': '2020-12-09T00:16:28Z'}"
sheasheagg,"This app really works. Pros: you can get money once a pay period, sends it directly to your bank account instantly, and approval is guaranteed,

Cons: you can only borrow up to $75, you have to pay a $5 fee and a “tip” to receive money instantly, you can only borrow 4 days or later after you’ve been paid .

This app is pretty good for the most part, I highly recommend if you just need some cash to hold you over until next pay day.",Great for emergencies!!!,5,FALSE,6/18/2020 15:21,
user135786,"Edit: support contacted me after reading this review only, and still didn’t address the issue. They copied and pasted directions from the FAQ. My issue was a specific issue that was not working. 
Their customer support is terrible. They only have email support, which would not be an issue if they actually followed up. The app dies not read paydates correctly sometimes, so pay attention to that when requesting an advance. There isn’t anyone who will respond to fix it when you contact them. It’s a basic app and the fees are expensive but other than all I’ve mentioned it’s fine.",lack of customer service support,2,TRUE,7/3/2020 11:53,"{'id': 16295040, 'body': 'Hey there, \nOur reps are working around the clock to get back to you. Thanks for your patience!\nIf you still need assistance with this, please contact Dave at davecares@dave.com.\n', 'modified': '2020-06-29T20:06:40Z'}"
MellyDinoRex,"This app has been really helpful. It keeps me up to date on my bank account balance via text message which saves me from having to check my mobile bank account. The cash advances are also helpful when I’m in a pinch, it doesn’t let me take more than I can pay back and I appreciate it. It estimates my next paycheck and updates as soon as my direct deposit hits. 

From someone with a difficulty of managing finances, I appreciate this app.",Helpful,5,FALSE,3/4/2020 13:29,
tky174,"My first time using the app but so far it seems good...I was able to get a $75 advance to help get me thru until payday which I really needed. There are fees and the “tip” option says it’s optional but there was no way to opt out so just figure that extra few bucks into what you’ll owe when you pay back the advance on payday.
For me so far it’s good and I will feel good having it as a little backup for the future just to help out. Also going to use the app to help track my spending and help to stay on a better budget",T,4,FALSE,6/13/2020 0:53,
Unhappy Customer Tawanda,In the beginning of using Dave it was great and I had no complaints. But as time went by my pay out amount got smaller. It went from $75 to 20. So please save your self don’t do it. Because going from $75 advances to 20 advances it’s not the best move especially when the person has more than one direct deposit going into the account. This problem has still haven’t improved yet.,It’s ok just don’t think you’re getting the amount promised,5,TRUE,1/27/2020 17:28,"{'id': 12450631, 'body': ""Hi there! The amount we can lend is based on a number of factors. If you think you should be able to borrow more, contact our customer support at davecares@dave.com (please include your full name, email, phone number and the subject of this review) and we'll help you sort it out!"", 'modified': '2019-12-17T18:18:25Z'}"
Ms Trackstr,"Dave is a great app that lets you borrow up to $75 until you get paid. Dave has great repayment options as it is based on when you are paid by your employer. The setup is a bit tedious just re-entering same info such as name, etc but overall I am beyond pleased with this app and it’s functionalities. If I could give it 1,000 stars I would! Avoid other apps that charge you interest on the repayment as Dave does not. Hope this was a helpful review !",Need some extra until payday? Use Dave!,5,FALSE,12/7/2019 12:15,
Happy Hannah08,"I have used this app since back in July, & it has literally never let me down- I kind of use it 3 days after I get paid- pay him back... & then get it 3 days after I pay him back!!! I know it’s money that’s going out, & coming right back- but it sure does help me stretch my paychecks!!! I also always tip At least the 5%- because I think it is awesome that you’re helping people out- but also helping our planet at the same time!!!!!Thank you!!!",Dave Never Lets Me Down,5,FALSE,11/30/2019 1:54,
Meme Perricone,"To be honest, its quite easy. You do have to have a bank and login in thru your bank account in the Dave app. For most of my friends including myself, we were only offered $20 the first few times. For me, $20 was perfect just for gas or lunch until I got paid the next day. 10 day payback time frame and the fee isn’t outrageous. I tip $2 and the fee for the amount was $2.99 so $5 wasn’t much. If your weary of giving out your info, I’m here to say so far, so safe.",Helpful,5,FALSE,11/27/2019 17:27,
Dee38@,"I must say I was a little skeptical at first about this app but I’m happy to say that it has met expectations so far! It is definitely an app that can help you if you fall a little behind and need a couple extra dollars just till pay day! I still stand by this comment

When it comes to your finances i encourage people to use the app wisely however it is a big help if you are short on cash and need just a little to hold you over until Your next Pay day",Dave App,5,TRUE,10/5/2019 17:16,"{'id': 4969359, 'body': ""Thanks Dee! If you have any thoughts on features you'd like to se OR how we can exceeed your expectations, please hit us up at friends@dave.com"", 'modified': '2018-09-06T21:34:01Z'}"
bsuuuga,"I give dave 4 stars because we should b able to still borrow money even after we owe $75. it’s coming out of our check so why should we have a limit on how much we want to borrow from the app? I see if it wasn’t coming out of our check but literally every time we get paid they snatch it right out, then make us wait until our payday is 11 days away which is also stupid. it’s our money. why so many restrictions? I love the app overall though. can’t wait to see more advances available",nice app,4,FALSE,11/5/2019 17:41,
lex2499,"This is literally the best app I’ve ever used. You need money? Dave’s got you. At first it won’t be much if you’re like me ($0-$10 in the bank), but it’s still something! Can’t repay Dave back right away? There’s no late fee BUT you won’t be able to take out as much as you did that time until you pay back on time a few times. I’ve definitely recommended this to a lot of friends and they all love it! I recommend it to any of you reading this as well!",Literally the Best,5,FALSE,3/18/2019 21:02,
angelvenom,"Somehow my review had been removed or deleted. Noticed when I went to go back and if there was any response to it.

Anyway...

I’m STILL waiting to hear back from customer service regarding my issue. I updated my password with my bank and needed to reconnect it through Dave I know for sure that my password was being entered in correctly and the app kept telling me that my credentials were incorrect. I called Discover, my bank, first to make sure it was not an issue on their end. They stated my account is fine and not locked and they could not even see any failed password attempts from this.  I have submitted two inquiries and have heard any progress up date. I think it’s best to at least contact customers on progress or that their issues are still being looked into.

I had this same exact issue with competitor Earnin and they were able to respond and resolve within a day of sending my inquiry to them. They stated they had to update some information to a third party bank and it worked again to connect my bank.",Frustrated,1,FALSE,9/6/2019 2:20,"{'id': 10595116, 'body': ""Hi angelvenom, we promise we don't delete reviews unless they break any of Apple's rules. We'll follow up with customer support and make sure they get back to you!"", 'modified': '2019-09-09T17:12:30Z'}"
LadyTruth13,They couldn't properly identify my work deposit which was frustrating because they only offered me a lousy $20. But I only had one direct deposit from my employer with this account because I recently change the account that income is deposited into. So i'll see if the advance becomes a more beneficial amount once another two deposits hit my same account. But they do deposit quickly and for same day deposit it's only a small fee of $2.99 or you have to wait 3 business days for a free deposit which hit my account in less than 5 mins,Accuracy Off,3,FALSE,7/6/2019 11:56,"{'id': 9601295, 'body': ""Hi LadyTruth13! Thanks for letting us know you're having this issue - let's get you in touch with our customer support team via the contact link at support.dave.com and we'll sort it out!"", 'modified': '2019-07-11T00:40:37Z'}"
Harpoon Nixon,"Honestly, I wasn’t sure this app would work “as described” but after some pending transactions left me a little short for a planned date night, Dave was able to save the day. The app does have a very fair fee, and the money has 2 delivery options (of course faster delivery costs a fee too) but the deposit was instant in my case. The entire process was transparent and fair and if I’m ever in a pinch, I will use this again.",As straightforward as you can get with something like this,5,FALSE,3/11/2019 17:10,
Lisakd1965,"Thank you Dave for this app! This is truly the best app for those that have a tough financial spot here and there. No one likes checking account overdraft fees, banks get more than enough from us through the ATM charges. When I think I’m going to running a little short on funds for the week I can count on Dave’s help. It’s quick and easy to set up, and who won’t feel better you are helping the environment by planting trees. We are losing too many to all these forest fires. Plant away Dave!",Thank you Dave!,5,FALSE,10/6/2018 17:55,"{'id': 6151455, 'body': ""So glad you're loving the app! :)"", 'modified': '2018-11-29T00:27:40Z'}"
BRIDE2BE2021,"I have been trying a week to edit my expenses on the app but it refuses to give me the edit option. I’ve gone through the help tutorials and nothing works. I’ve tried to see if I could edit on a computer but I don’t have that option. I definitely prefer the earnin app to this one as it is way easier to understand since I can’t edit my expenses. In addition it seems this is more of a play by play of my bank account if I wanted to look at my bank expenses I’d use my banking app. In addition to this it asks you if you want to wait 3 days for a cash out or pay 4 dollars for getting expedited funds. I could get funds within a day on the earnin app and for free.
I will take my business to earnin.",Frustrated,1,FALSE,12/21/2018 22:15,
Almost Easy,"My first review of this app was in regards to going back and forth with an issue that prevented me from using the app. The customer service was extremely frustrating and no help at all. 
I contacted someone else with customer service and the issue was easily resolved. I have now been able to use the app with no issue and have gotten a few advances that have really saved me. I recently changed jobs and am in a few different life transitions at once. This has been a big help.",Updated review: much better experience,4,TRUE,10/6/2018 5:11,"{'id': 4466781, 'body': 'hey almosteasy we are sorry to hear of this situation. we are more than happy to assist with any issues you may have. please contact us at friends@dave.com so we may look into this further.', 'modified': '2018-07-31T03:35:52Z'}"
Bresha23,"The Dave app does come in handy, only down side is you pay $2.99 for same day ‘pay’ and they tell you they just sent the money out and should be in your account within 8 hours but never is. The $2.99 almost feels like a rip off because it never comes on the same day (that you’re paying the $2.99 for) like it states. This app was designed to help negate overdraft fees but if the money isn’t hitting when It’s supposed to, then defeats the entire purpose.",It Serves It’s Purpose,5,FALSE,9/22/2018 0:53,"{'id': 5271411, 'body': 'Hi Bresha23 - Thanks so much for your review! We would love to take a closer look at your case. Please send us an email to friends@dave.com', 'modified': '2018-09-28T05:14:32Z'}"
Chrissirch,"He gave me $75 with in 10 minutes of signing up. It was directly deposited into my Chase account and I really needed for gas money on a driving job that I was doing, because I was not getting paid for another two days. Thankyou and this is true and a great concept.  There is a fee of $4 but I believe that is a transfer fee from bank to bank so you do have to pay that back but who cares if your in a jam and you really need the cash it’s a great way to go.👍",Dave is Great and Amazing,5,FALSE,6/23/2018 14:18,"{'id': 6151666, 'body': ""Glad you like the app! Sounds like you're referring to the express fee, which is totally optional but does guarantee your advance in less than 8 hours."", 'modified': '2018-11-29T00:51:52Z'}"
AdamBurrell,"I’ve been using Dave for months and while there have been some expected speed bumps with the nascent, pioneering service, the team has always been able to quickly fix. In the past month, the system has completely lost my trust. It apparently duplicated my Dave account and while that has been corrected, it now says that the checking account that I’ve always used with the service is “too young”. I can’t use the service.",Great team but UX has tanked,5,FALSE,10/14/2017 16:23,"{'id': 1550687, 'body': ""Hi Adam, \n\nI'm sorry to hear we've lost your trust. How can we earn it back? Email us at friends@dave.com \n\nWe've put in a lot of work, and the bottom line is if you like what Dave stands for, we still want to help you, and we've got the tools and willingness to help you avoid overdrafts. We're not perfect, but we're fixing everything that gets reported."", 'modified': '2017-10-21T21:41:16Z'}"
betsyrose23,"It’s four days before payday, and an unexpected expense just came out of my account. Suddenly I’m facing $27 until Friday while somehow having to afford two more days of uber rides to and from work. Thankfully, there’s Dave! A couple clicks on my iPhone and I immediately had $75 in my account to help me out until I get paid. The money will automatically be taken out that day, and I set my default tip so it only cost $10 for the advance. This is real, and a serious life saver. Thanks Dave!",Serious lifesaver,5,FALSE,10/2/2017 19:06,"{'id': 6151683, 'body': 'So glad Dave could help you out when you needed it!', 'modified': '2018-11-29T00:53:46Z'}"
Redemption Code,I like having the option to borrow money without the exorbitant fees associated with pay day loans. It helps me a LOT. However my check seems to have trouble making it to my account for some reason lately. It just isn’t THERE. I have works for the same place for several years now so it seems odd that suddenly my pay check would not go into my account. Not really sure what is going on.,Had great experiences until lately,5,FALSE,6/11/2021 23:48,
DGraciale,"This app is all it says it is and more.  There's still a lot of things that Dave offers and I need to learn about them.  The only thing I wish is that I could understand better everything Dave has to offer because there's so much and I'm not good with money.  This is a question to Dave.... Do you have people that counsel and advise by phone so I can take advantage of stuff you offer.  Please let me know by worker texting, calling or emailing me such information?",Do,5,FALSE,4/12/2021 19:11,
