Case,Date,Sales Person,Activity
7590,4/18/2011,Bill,Lead
7590,4/20/2011,Bill,Contact
7590,4/21/2011,Bill,Contact
7590,4/22/2011,Bill,Contact
7590,4/25/2011,Bill,Contact
7590,4/26/2011,Bill,Contact
7590,4/27/2011,Bill,Contact
7590,4/28/2011,Bill,Quote
7590,4/29/2011,Bill,Lose
7591,5/2/2011,Jane,Lead
7591,5/4/2011,Jane,Contact
7591,5/6/2011,Jane,Contact
7591,5/11/2011,Jane,Contact
7591,5/12/2011,Jane,No Quote
7591,5/13/2011,Jane,Lose
7592,5/16/2011,Bob,Lead
7592,5/20/2011,Bob,Contact
7592,5/24/2011,Bob,Contact
7592,5/26/2011,Bob,No Quote
7592,5/27/2011,Bob,Lose
7593,5/30/2011,Mary,Lead
7593,6/1/2011,Mary,Contact
7593,6/2/2011,Mary,Contact
7593,6/3/2011,Mary,Contact
7593,6/7/2011,Mary,Contact
7593,6/9/2011,Mary,Quote
7593,6/10/2011,Mary,Lose
7594,6/13/2011,Bill,Lead
7594,6/16/2011,Bill,Contact
7594,6/22/2011,Bill,Contact
7594,6/23/2011,Bill,No Quote
7594,6/24/2011,Bill,Lose
7595,6/27/2011,Jane,Lead
7595,6/28/2011,Jane,Contact
7595,6/30/2011,Jane,Contact
7595,7/6/2011,Jane,Contact
7595,7/7/2011,Jane,No Quote
7595,7/8/2011,Jane,Lose
7596,7/11/2011,Bob,Lead
7596,7/12/2011,Bob,Contact
7596,7/15/2011,Bob,Contact
7596,7/18/2011,Bob,Contact
7596,7/19/2011,Bob,Contact
7596,7/20/2011,Bob,Contact
7596,7/21/2011,Bob,Quote
7596,7/22/2011,Bob,Lose
7597,7/25/2011,Mary,Lead
7597,7/27/2011,Mary,Contact
7597,8/1/2011,Mary,Contact
7597,8/3/2011,Mary,Contact
7597,8/4/2011,Mary,No Quote
7597,8/5/2011,Mary,Lose
7598,8/8/2011,Bill,Lead
7598,8/9/2011,Bill,Contact
7598,8/10/2011,Bill,Contact
7598,8/11/2011,Bill,Contact
7598,8/16/2011,Bill,Contact
7598,8/17/2011,Bill,Contact
7598,8/18/2011,Bill,Quote
7598,8/19/2011,Bill,Win
7599,8/22/2011,Jane,Lead
7599,8/23/2011,Jane,Contact
7599,8/24/2011,Jane,Contact
7599,8/25/2011,Jane,Contact
7599,9/1/2011,Jane,No Quote
7599,9/2/2011,Jane,Lose
7600,9/5/2011,Bob,Lead
7600,9/6/2011,Bob,Contact
7600,9/7/2011,Bob,Contact
7600,9/8/2011,Bob,Contact
7600,9/13/2011,Bob,Contact
7600,9/15/2011,Bob,No Quote
7600,9/16/2011,Bob,Lose
7601,9/19/2011,Mary,Lead
7601,9/20/2011,Mary,Contact
7601,9/28/2011,Mary,Contact
7601,9/29/2011,Mary,No Quote
7601,9/30/2011,Mary,Lose
7602,10/3/2011,Bill,Lead
7602,10/6/2011,Bill,Contact
7602,10/7/2011,Bill,Contact
7602,10/12/2011,Bill,Contact
7602,10/13/2011,Bill,No Quote
7602,10/14/2011,Bill,Lose
7603,10/17/2011,Jane,Lead
7603,10/18/2011,Jane,Contact
7603,10/24/2011,Jane,Contact
7603,10/27/2011,Jane,No Quote
7603,10/28/2011,Jane,Lose
7604,10/31/2011,Bob,Lead
7604,11/2/2011,Bob,Contact
7604,11/3/2011,Bob,Contact
7604,11/8/2011,Bob,Contact
7604,11/10/2011,Bob,No Quote
7604,11/11/2011,Bob,Lose
7605,11/14/2011,Mary,Lead
7605,11/18/2011,Mary,Contact
7605,11/21/2011,Mary,Contact
7605,11/22/2011,Mary,Contact
7605,11/23/2011,Mary,Contact
7605,11/24/2011,Mary,Quote
7605,11/25/2011,Mary,Lose
7606,11/28/2011,Bill,Lead
7606,12/1/2011,Bill,Contact
7606,12/2/2011,Bill,Contact
7606,12/5/2011,Bill,Contact
7606,12/6/2011,Bill,Contact
7606,12/7/2011,Bill,Contact
7606,12/8/2011,Bill,No Quote
7606,12/9/2011,Bill,Lose
7607,12/12/2011,Jane,Lead
7607,12/15/2011,Jane,Contact
7607,12/16/2011,Jane,Contact
7607,12/19/2011,Jane,Contact
7607,12/22/2011,Jane,No Quote
7607,12/23/2011,Jane,Lose
7608,12/26/2011,Bob,Lead
7608,12/27/2011,Bob,Contact
7608,12/28/2011,Bob,Contact
7608,12/30/2011,Bob,Contact
7608,1/4/2012,Bob,Contact
7608,1/5/2012,Bob,Quote
7608,1/6/2012,Bob,Lose
7609,1/9/2012,Mary,Lead
7609,1/11/2012,Mary,Contact
7609,1/12/2012,Mary,Contact
7609,1/13/2012,Mary,Contact
7609,1/17/2012,Mary,Contact
7609,1/18/2012,Mary,Contact
7609,1/19/2012,Mary,Quote
7609,1/20/2012,Mary,Win
7610,1/23/2012,Bill,Lead
7610,1/24/2012,Bill,Contact
7610,1/25/2012,Bill,Contact
7610,1/26/2012,Bill,Contact
7610,1/30/2012,Bill,Contact
7610,1/31/2012,Bill,Contact
7610,2/1/2012,Bill,Contact
7610,2/2/2012,Bill,Quote
7610,2/3/2012,Bill,Lose
7611,2/6/2012,Jane,Lead
7611,2/7/2012,Jane,Contact
7611,2/8/2012,Jane,Contact
7611,2/9/2012,Jane,Contact
7611,2/14/2012,Jane,Contact
7611,2/15/2012,Jane,Contact
7611,2/16/2012,Jane,Quote
7611,2/17/2012,Jane,Win
7612,2/20/2012,Bob,Lead
7612,2/21/2012,Bob,Contact
7612,2/24/2012,Bob,Contact
7612,2/29/2012,Bob,Contact
7612,3/1/2012,Bob,No Quote
7612,3/2/2012,Bob,Lose
7613,3/5/2012,Mary,Lead
7613,3/8/2012,Mary,Contact
7613,3/9/2012,Mary,Contact
7613,3/12/2012,Mary,Contact
7613,3/15/2012,Mary,No Quote
7613,3/16/2012,Mary,Lose
7614,3/19/2012,Bill,Lead
7614,3/23/2012,Bill,Contact
7614,3/26/2012,Bill,Contact
7614,3/27/2012,Bill,Contact
7614,3/28/2012,Bill,Contact
7614,3/29/2012,Bill,No Quote
7614,3/30/2012,Bill,Lose
7615,4/2/2012,Jane,Lead
7615,4/3/2012,Jane,Contact
7615,4/4/2012,Jane,Contact
7615,4/5/2012,Jane,Contact
7615,4/6/2012,Jane,Contact
7615,4/9/2012,Jane,Contact
7615,4/10/2012,Jane,Contact
7615,4/12/2012,Jane,Quote
7615,4/13/2012,Jane,Win
7616,4/16/2012,Bob,Lead
7616,4/18/2012,Bob,Contact
7616,4/19/2012,Bob,Contact
7616,4/23/2012,Bob,Contact
7616,4/24/2012,Bob,Contact
7616,4/26/2012,Bob,Quote
7616,4/27/2012,Bob,Win
7617,4/30/2012,Mary,Lead
7617,5/3/2012,Mary,Contact
7617,5/7/2012,Mary,Contact
7617,5/8/2012,Mary,Contact
7617,5/10/2012,Mary,No Quote
7617,5/11/2012,Mary,Lose
7618,5/14/2012,Bill,Lead
7618,5/23/2012,Bill,Contact
7618,5/24/2012,Bill,No Quote
7618,5/25/2012,Bill,Lose
7619,5/28/2012,Jane,Lead
7619,5/31/2012,Jane,Contact
7619,6/1/2012,Jane,Contact
7619,6/5/2012,Jane,Contact
7619,6/7/2012,Jane,No Quote
7619,6/8/2012,Jane,Lose
7620,6/11/2012,Bob,Lead
7620,6/12/2012,Bob,Contact
7620,6/14/2012,Bob,Contact
7620,6/19/2012,Bob,Contact
7620,6/21/2012,Bob,No Quote
7620,6/22/2012,Bob,Lose
7621,6/25/2012,Mary,Lead
7621,6/27/2012,Mary,Contact
7621,6/29/2012,Mary,Contact
7621,7/5/2012,Mary,No Quote
7621,7/6/2012,Mary,Lose
7622,7/9/2012,Bill,Lead
7622,7/12/2012,Bill,Contact
7622,7/13/2012,Bill,Contact
7622,7/19/2012,Bill,No Quote
7622,7/20/2012,Bill,Lose
7623,7/23/2012,Jane,Lead
7623,7/26/2012,Jane,Contact
7623,7/27/2012,Jane,Contact
7623,8/2/2012,Jane,No Quote
7623,8/3/2012,Jane,Lose
7624,8/6/2012,Bob,Lead
7624,8/9/2012,Bob,Contact
7624,8/10/2012,Bob,Contact
7624,8/14/2012,Bob,Contact
7624,8/16/2012,Bob,No Quote
7624,8/17/2012,Bob,Lose
7625,8/20/2012,Mary,Lead
7625,8/22/2012,Mary,Contact
7625,8/23/2012,Mary,Contact
7625,8/24/2012,Mary,Contact
7625,8/29/2012,Mary,Contact
7625,8/30/2012,Mary,Quote
7625,8/31/2012,Mary,Lose
7626,9/3/2012,Bill,Lead
7626,9/5/2012,Bill,Contact
7626,9/7/2012,Bill,Contact
7626,9/10/2012,Bill,Contact
7626,9/13/2012,Bill,No Quote
7626,9/14/2012,Bill,Lose
7627,9/17/2012,Jane,Lead
7627,9/26/2012,Jane,Contact
7627,9/27/2012,Jane,No Quote
7627,9/28/2012,Jane,Lose
7628,10/1/2012,Bob,Lead
7628,10/3/2012,Bob,Contact
7628,10/9/2012,Bob,Contact
7628,10/10/2012,Bob,Contact
7628,10/11/2012,Bob,No Quote
7628,10/12/2012,Bob,Lose
7629,10/15/2012,Mary,Lead
7629,10/16/2012,Mary,Contact
7629,10/19/2012,Mary,Contact
7629,10/22/2012,Mary,Contact
7629,10/25/2012,Mary,No Quote
7629,10/26/2012,Mary,Lose
7630,10/29/2012,Bill,Lead
7630,10/30/2012,Bill,Contact
7630,10/31/2012,Bill,Contact
7630,11/8/2012,Bill,No Quote
7630,11/9/2012,Bill,Lose
7631,11/12/2012,Jane,Lead
7631,11/14/2012,Jane,Contact
7631,11/21/2012,Jane,Contact
7631,11/22/2012,Jane,No Quote
7631,11/23/2012,Jane,Lose
7632,11/26/2012,Bob,Lead
7632,11/27/2012,Bob,Contact
7632,11/29/2012,Bob,Contact
7632,12/3/2012,Bob,Contact
7632,12/4/2012,Bob,Contact
7632,12/5/2012,Bob,Contact
7632,12/6/2012,Bob,Quote
7632,12/7/2012,Bob,Win
7633,12/10/2012,Mary,Lead
7633,12/11/2012,Mary,Contact
7633,12/13/2012,Mary,Contact
7633,12/14/2012,Mary,Contact
7633,12/17/2012,Mary,Contact
7633,12/18/2012,Mary,Contact
7633,12/20/2012,Mary,No Quote
7633,12/21/2012,Mary,Lose
7634,12/24/2012,Bill,Lead
7634,12/28/2012,Bill,Contact
7634,12/31/2012,Bill,Contact
7634,1/2/2013,Bill,Contact
7634,1/3/2013,Bill,Quote
7634,1/4/2013,Bill,Lose
7635,1/7/2013,Jane,Lead
7635,1/8/2013,Jane,Contact
7635,1/14/2013,Jane,Contact
7635,1/16/2013,Jane,Contact
7635,1/17/2013,Jane,No Quote
7635,1/18/2013,Jane,Lose
7636,1/21/2013,Bob,Lead
7636,1/28/2013,Bob,Contact
7636,1/31/2013,Bob,No Quote
7636,2/1/2013,Bob,Lose
7637,2/4/2013,Mary,Lead
7637,2/6/2013,Mary,Contact
7637,2/7/2013,Mary,Contact
7637,2/8/2013,Mary,Contact
7637,2/11/2013,Mary,Contact
7637,2/12/2013,Mary,Contact
7637,2/13/2013,Mary,Contact
7637,2/14/2013,Mary,Quote
7637,2/15/2013,Mary,Win
7638,2/18/2013,Bill,Lead
7638,2/19/2013,Bill,Contact
7638,2/20/2013,Bill,Contact
7638,2/22/2013,Bill,Contact
7638,2/25/2013,Bill,Contact
7638,2/26/2013,Bill,Contact
7638,2/28/2013,Bill,No Quote
7638,3/1/2013,Bill,Lose
7639,3/4/2013,Jane,Lead
7639,3/5/2013,Jane,Contact
7639,3/12/2013,Jane,Contact
7639,3/14/2013,Jane,No Quote
7639,3/15/2013,Jane,Lose
7640,3/18/2013,Bob,Lead
7640,3/20/2013,Bob,Contact
7640,3/21/2013,Bob,Contact
7640,3/26/2013,Bob,Contact
7640,3/28/2013,Bob,No Quote
7640,3/29/2013,Bob,Lose
7641,4/1/2013,Mary,Lead
7641,4/4/2013,Mary,Contact
7641,4/8/2013,Mary,Contact
7641,4/11/2013,Mary,No Quote
7641,4/12/2013,Mary,Lose
7642,4/15/2013,Bill,Lead
7642,4/16/2013,Bill,Contact
7642,4/17/2013,Bill,Contact
7642,4/18/2013,Bill,Contact
7642,4/19/2013,Bill,Contact
7642,4/22/2013,Bill,Contact
7642,4/23/2013,Bill,Contact
7642,4/25/2013,Bill,Quote
7642,4/26/2013,Bill,Win
7643,4/29/2013,Jane,Lead
7643,4/30/2013,Jane,Contact
7643,5/1/2013,Jane,Contact
7643,5/2/2013,Jane,Contact
7643,5/7/2013,Jane,Contact
7643,5/9/2013,Jane,Quote
7643,5/10/2013,Jane,Win
7644,5/13/2013,Bob,Lead
7644,5/14/2013,Bob,Contact
7644,5/15/2013,Bob,Contact
7644,5/16/2013,Bob,Contact
7644,5/20/2013,Bob,Contact
7644,5/21/2013,Bob,Contact
7644,5/23/2013,Bob,Quote
7644,5/24/2013,Bob,Win
7645,5/27/2013,Mary,Lead
7645,5/29/2013,Mary,Contact
7645,5/31/2013,Mary,Contact
7645,6/4/2013,Mary,Contact
7645,6/6/2013,Mary,No Quote
7645,6/7/2013,Mary,Lose
7646,6/10/2013,Bill,Lead
7646,6/17/2013,Bill,Contact
7646,6/18/2013,Bill,Contact
7646,6/19/2013,Bill,Contact
7646,6/20/2013,Bill,No Quote
7646,6/21/2013,Bill,Lose
7647,6/24/2013,Jane,Lead
7647,7/2/2013,Jane,Contact
7647,7/4/2013,Jane,No Quote
7647,7/5/2013,Jane,Lose
7648,7/8/2013,Bob,Lead
7648,7/10/2013,Bob,Contact
7648,7/15/2013,Bob,Contact
7648,7/18/2013,Bob,No Quote
7648,7/19/2013,Bob,Lose
7649,7/22/2013,Mary,Lead
7649,7/24/2013,Mary,Contact
7649,7/25/2013,Mary,Contact
7649,7/30/2013,Mary,Contact
7649,7/31/2013,Mary,Contact
7649,8/1/2013,Mary,No Quote
7649,8/2/2013,Mary,Lose
7650,8/5/2013,Bill,Lead
7650,8/6/2013,Bill,Contact
7650,8/12/2013,Bill,Contact
7650,8/13/2013,Bill,Contact
7650,8/15/2013,Bill,No Quote
7650,8/16/2013,Bill,Lose
7651,8/19/2013,Jane,Lead
7651,8/20/2013,Jane,Contact
7651,8/21/2013,Jane,Contact
7651,8/22/2013,Jane,Contact
7651,8/23/2013,Jane,Contact
7651,8/26/2013,Jane,Contact
7651,8/28/2013,Jane,Contact
7651,8/29/2013,Jane,Quote
7651,8/30/2013,Jane,Win
7652,9/2/2013,Bob,Lead
7652,9/3/2013,Bob,Contact
7652,9/6/2013,Bob,Contact
7652,9/9/2013,Bob,Contact
7652,9/11/2013,Bob,Contact
7652,9/12/2013,Bob,No Quote
7652,9/13/2013,Bob,Lose
7653,9/16/2013,Mary,Lead
7653,9/17/2013,Mary,Contact
7653,9/20/2013,Mary,Contact
7653,9/25/2013,Mary,Contact
7653,9/26/2013,Mary,Quote
7653,9/27/2013,Mary,Win
7654,9/30/2013,Bill,Lead
7654,10/2/2013,Bill,Contact
7654,10/4/2013,Bill,Contact
7654,10/7/2013,Bill,Contact
7654,10/8/2013,Bill,Contact
7654,10/10/2013,Bill,No Quote
7654,10/11/2013,Bill,Lose
7655,10/14/2013,Jane,Lead
7655,10/16/2013,Jane,Contact
7655,10/17/2013,Jane,Contact
7655,10/18/2013,Jane,Contact
7655,10/23/2013,Jane,Contact
7655,10/24/2013,Jane,Quote
7655,10/25/2013,Jane,Lose
7656,10/28/2013,Bob,Lead
7656,10/30/2013,Bob,Contact
7656,10/31/2013,Bob,Contact
7656,11/1/2013,Bob,Contact
7656,11/6/2013,Bob,Contact
7656,11/7/2013,Bob,Quote
7656,11/8/2013,Bob,Win
7657,11/11/2013,Mary,Lead
7657,11/12/2013,Mary,Contact
7657,11/14/2013,Mary,Contact
7657,11/15/2013,Mary,Contact
7657,11/18/2013,Mary,Contact
7657,11/19/2013,Mary,Contact
7657,11/20/2013,Mary,Contact
7657,11/21/2013,Mary,Quote
7657,11/22/2013,Mary,Lose
7658,11/25/2013,Bill,Lead
7658,11/26/2013,Bill,Contact
7658,11/27/2013,Bill,Contact
7658,11/28/2013,Bill,Contact
7658,11/29/2013,Bill,Contact
7658,12/2/2013,Bill,Contact
7658,12/3/2013,Bill,Contact
7658,12/4/2013,Bill,Contact
7658,12/5/2013,Bill,Quote
7658,12/6/2013,Bill,Win
7659,12/9/2013,Jane,Lead
7659,12/10/2013,Jane,Contact
7659,12/13/2013,Jane,Contact
7659,12/17/2013,Jane,Contact
7659,12/19/2013,Jane,No Quote
7659,12/20/2013,Jane,Lose
7660,12/23/2013,Bob,Lead
7660,12/24/2013,Bob,Contact
7660,12/25/2013,Bob,Contact
7660,12/27/2013,Bob,Contact
7660,1/1/2014,Bob,Contact
7660,1/2/2014,Bob,No Quote
7660,1/3/2014,Bob,Lose
7661,1/6/2014,Mary,Lead
7661,1/8/2014,Mary,Contact
7661,1/13/2014,Mary,Contact
7661,1/15/2014,Mary,Contact
7661,1/16/2014,Mary,No Quote
7661,1/17/2014,Mary,Lose
7662,1/20/2014,Bill,Lead
7662,1/21/2014,Bill,Contact
7662,1/22/2014,Bill,Contact
7662,1/23/2014,Bill,Contact
7662,1/27/2014,Bill,Contact
7662,1/28/2014,Bill,Contact
7662,1/30/2014,Bill,No Quote
7662,1/31/2014,Bill,Lose
7663,2/3/2014,Jane,Lead
7663,2/4/2014,Jane,Contact
7663,2/5/2014,Jane,Contact
7663,2/10/2014,Jane,Contact
7663,2/11/2014,Jane,Contact
7663,2/12/2014,Jane,Contact
7663,2/13/2014,Jane,No Quote
7663,2/14/2014,Jane,Lose
7664,2/17/2014,Bob,Lead
7664,2/19/2014,Bob,Contact
7664,2/26/2014,Bob,Contact
7664,2/27/2014,Bob,No Quote
7664,2/28/2014,Bob,Lose
7665,3/3/2014,Mary,Lead
7665,3/7/2014,Mary,Contact
7665,3/11/2014,Mary,Contact
7665,3/12/2014,Mary,Contact
7665,3/13/2014,Mary,No Quote
7665,3/14/2014,Mary,Lose
7666,3/17/2014,Bill,Lead
7666,3/18/2014,Bill,Contact
7666,3/21/2014,Bill,Contact
7666,3/25/2014,Bill,Contact
7666,3/26/2014,Bill,Contact
7666,3/27/2014,Bill,Quote
7666,3/28/2014,Bill,Win
7667,3/31/2014,Jane,Lead
7667,4/7/2014,Jane,Contact
7667,4/8/2014,Jane,Contact
7667,4/10/2014,Jane,No Quote
7667,4/11/2014,Jane,Lose
7668,4/14/2014,Bob,Lead
7668,4/16/2014,Bob,Contact
7668,4/17/2014,Bob,Contact
7668,4/18/2014,Bob,Contact
7668,4/24/2014,Bob,No Quote
7668,4/25/2014,Bob,Lose
7669,4/28/2014,Mary,Lead
7669,4/29/2014,Mary,Contact
7669,4/30/2014,Mary,Contact
7669,5/2/2014,Mary,Contact
7669,5/5/2014,Mary,Contact
7669,5/7/2014,Mary,Contact
7669,5/8/2014,Mary,Quote
7669,5/9/2014,Mary,Win
7670,5/12/2014,Bill,Lead
7670,5/13/2014,Bill,Contact
7670,5/14/2014,Bill,Contact
7670,5/15/2014,Bill,Contact
7670,5/16/2014,Bill,Contact
7670,5/19/2014,Bill,Contact
7670,5/20/2014,Bill,Contact
7670,5/22/2014,Bill,No Quote
7670,5/23/2014,Bill,Lose
7671,5/26/2014,Jane,Lead
7671,5/28/2014,Jane,Contact
7671,5/29/2014,Jane,Contact
7671,5/30/2014,Jane,Contact
7671,6/2/2014,Jane,Contact
7671,6/3/2014,Jane,Contact
7671,6/4/2014,Jane,Contact
7671,6/5/2014,Jane,Quote
7671,6/6/2014,Jane,Win
7672,6/9/2014,Bob,Lead
7672,6/13/2014,Bob,Contact
7672,6/16/2014,Bob,Contact
7672,6/18/2014,Bob,Contact
7672,6/19/2014,Bob,Quote
7672,6/20/2014,Bob,Win
7673,6/23/2014,Mary,Lead
7673,6/30/2014,Mary,Contact
7673,7/3/2014,Mary,No Quote
7673,7/4/2014,Mary,Lose
7674,7/7/2014,Bill,Lead
7674,7/8/2014,Bill,Contact
7674,7/16/2014,Bill,Contact
7674,7/17/2014,Bill,No Quote
7674,7/18/2014,Bill,Lose
7675,7/21/2014,Jane,Lead
7675,7/22/2014,Jane,Contact
7675,7/23/2014,Jane,Contact
7675,7/28/2014,Jane,Contact
7675,7/30/2014,Jane,Contact
7675,7/31/2014,Jane,Quote
7675,8/1/2014,Jane,Win
7676,8/4/2014,Bob,Lead
7676,8/8/2014,Bob,Contact
7676,8/13/2014,Bob,Contact
7676,8/14/2014,Bob,No Quote
7676,8/15/2014,Bob,Lose
7677,8/18/2014,Mary,Lead
7677,8/19/2014,Mary,Contact
7677,8/21/2014,Mary,Contact
7677,8/22/2014,Mary,Contact
7677,8/26/2014,Mary,Contact
7677,8/27/2014,Mary,Contact
7677,8/28/2014,Mary,Quote
7677,8/29/2014,Mary,Lose
7678,9/1/2014,Bill,Lead
7678,9/4/2014,Bill,Contact
7678,9/10/2014,Bill,Contact
7678,9/11/2014,Bill,No Quote
7678,9/12/2014,Bill,Lose
7679,9/15/2014,Jane,Lead
7679,9/16/2014,Jane,Contact
7679,9/17/2014,Jane,Contact
7679,9/18/2014,Jane,Contact
7679,9/22/2014,Jane,Contact
7679,9/24/2014,Jane,Contact
7679,9/25/2014,Jane,Quote
7679,9/26/2014,Jane,Lose
7680,9/29/2014,Bob,Lead
7680,10/2/2014,Bob,Contact
7680,10/6/2014,Bob,Contact
7680,10/9/2014,Bob,No Quote
7680,10/10/2014,Bob,Lose
7681,10/13/2014,Mary,Lead
7681,10/14/2014,Mary,Contact
7681,10/16/2014,Mary,Contact
7681,10/22/2014,Mary,Contact
7681,10/23/2014,Mary,No Quote
7681,10/24/2014,Mary,Lose
7682,10/27/2014,Bill,Lead
7682,10/30/2014,Bill,Contact
7682,11/4/2014,Bill,Contact
7682,11/5/2014,Bill,Contact
7682,11/6/2014,Bill,No Quote
7682,11/7/2014,Bill,Lose
7683,11/10/2014,Jane,Lead
7683,11/13/2014,Jane,Contact
7683,11/18/2014,Jane,Contact
7683,11/20/2014,Jane,No Quote
7683,11/21/2014,Jane,Lose
7684,11/24/2014,Bob,Lead
7684,11/26/2014,Bob,Contact
7684,11/27/2014,Bob,Contact
7684,11/28/2014,Bob,Contact
7684,12/2/2014,Bob,Contact
7684,12/3/2014,Bob,Contact
7684,12/4/2014,Bob,Quote
7684,12/5/2014,Bob,Lose
7685,12/8/2014,Mary,Lead
7685,12/12/2014,Mary,Contact
7685,12/18/2014,Mary,No Quote
7685,12/19/2014,Mary,Lose
7686,12/22/2014,Bill,Lead
7686,12/24/2014,Bill,Contact
7686,12/25/2014,Bill,Contact
7686,12/30/2014,Bill,Contact
7686,12/31/2014,Bill,Contact
7686,1/1/2015,Bill,Quote
7686,1/2/2015,Bill,Win
7687,1/5/2015,Jane,Lead
7687,1/6/2015,Jane,Contact
7687,1/9/2015,Jane,Contact
7687,1/15/2015,Jane,No Quote
7687,1/16/2015,Jane,Lose
7688,1/19/2015,Bob,Lead
7688,1/23/2015,Bob,Contact
7688,1/29/2015,Bob,No Quote
7688,1/30/2015,Bob,Lose
7689,2/2/2015,Mary,Lead
7689,2/3/2015,Mary,Contact
7689,2/10/2015,Mary,Contact
7689,2/12/2015,Mary,No Quote
7689,2/13/2015,Mary,Lose
7690,2/16/2015,Bill,Lead
7690,2/17/2015,Bill,Contact
7690,2/20/2015,Bill,Contact
7690,2/24/2015,Bill,Contact
7690,2/25/2015,Bill,Contact
7690,2/26/2015,Bill,No Quote
7690,2/27/2015,Bill,Lose
7691,3/2/2015,Jane,Lead
7691,3/3/2015,Jane,Contact
7691,3/4/2015,Jane,Contact
7691,3/6/2015,Jane,Contact
7691,3/9/2015,Jane,Contact
7691,3/10/2015,Jane,Contact
7691,3/12/2015,Jane,No Quote
7691,3/13/2015,Jane,Lose
7692,3/16/2015,Bob,Lead
7692,3/17/2015,Bob,Contact
7692,3/18/2015,Bob,Contact
7692,3/19/2015,Bob,Contact
7692,3/20/2015,Bob,Contact
7692,3/24/2015,Bob,Contact
7692,3/25/2015,Bob,Contact
7692,3/26/2015,Bob,Quote
7692,3/27/2015,Bob,Win
7693,3/30/2015,Mary,Lead
7693,4/2/2015,Mary,Contact
7693,4/6/2015,Mary,Contact
7693,4/9/2015,Mary,No Quote
7693,4/10/2015,Mary,Lose
7694,4/13/2015,Bill,Lead
7694,4/16/2015,Bill,Contact
7694,4/20/2015,Bill,Contact
7694,4/21/2015,Bill,Contact
7694,4/23/2015,Bill,No Quote
7694,4/24/2015,Bill,Lose
7695,4/27/2015,Jane,Lead
7695,4/28/2015,Jane,Contact
7695,4/29/2015,Jane,Contact
7695,5/1/2015,Jane,Contact
7695,5/4/2015,Jane,Contact
7695,5/5/2015,Jane,Contact
7695,5/7/2015,Jane,No Quote
7695,5/8/2015,Jane,Lose
7696,5/11/2015,Bob,Lead
7696,5/13/2015,Bob,Contact
7696,5/14/2015,Bob,Contact
7696,5/15/2015,Bob,Contact
7696,5/18/2015,Bob,Contact
7696,5/21/2015,Bob,No Quote
7696,5/22/2015,Bob,Lose
7697,5/25/2015,Mary,Lead
7697,5/26/2015,Mary,Contact
7697,5/27/2015,Mary,Contact
7697,5/29/2015,Mary,Contact
7697,6/2/2015,Mary,Contact
7697,6/3/2015,Mary,Contact
7697,6/4/2015,Mary,Quote
7697,6/5/2015,Mary,Lose
7698,6/8/2015,Bill,Lead
7698,6/9/2015,Bill,Contact
7698,6/10/2015,Bill,Contact
7698,6/12/2015,Bill,Contact
7698,6/15/2015,Bill,Contact
7698,6/16/2015,Bill,Contact
7698,6/18/2015,Bill,Quote
7698,6/19/2015,Bill,Lose
7699,6/22/2015,Jane,Lead
7699,6/30/2015,Jane,Contact
7699,7/2/2015,Jane,No Quote
7699,7/3/2015,Jane,Lose
7700,7/6/2015,Bob,Lead
7700,7/8/2015,Bob,Contact
7700,7/9/2015,Bob,Contact
7700,7/10/2015,Bob,Contact
7700,7/13/2015,Bob,Contact
7700,7/15/2015,Bob,Contact
7700,7/16/2015,Bob,Quote
7700,7/17/2015,Bob,Lose
7701,7/20/2015,Mary,Lead
7701,7/21/2015,Mary,Contact
7701,7/22/2015,Mary,Contact
7701,7/27/2015,Mary,Contact
7701,7/28/2015,Mary,Contact
7701,7/30/2015,Mary,No Quote
7701,7/31/2015,Mary,Lose
7702,8/3/2015,Bill,Lead
7702,8/4/2015,Bill,Contact
7702,8/5/2015,Bill,Contact
7702,8/11/2015,Bill,Contact
7702,8/13/2015,Bill,No Quote
7702,8/14/2015,Bill,Lose
7703,8/17/2015,Jane,Lead
7703,8/21/2015,Jane,Contact
7703,8/24/2015,Jane,Contact
7703,8/25/2015,Jane,Contact
7703,8/27/2015,Jane,No Quote
7703,8/28/2015,Jane,Lose
7704,8/31/2015,Bob,Lead
7704,9/8/2015,Bob,Contact
7704,9/10/2015,Bob,No Quote
7704,9/11/2015,Bob,Lose
7705,9/14/2015,Mary,Lead
7705,9/21/2015,Mary,Contact
7705,9/23/2015,Mary,Contact
7705,9/24/2015,Mary,No Quote
7705,9/25/2015,Mary,Lose
7706,9/28/2015,Bill,Lead
7706,9/29/2015,Bill,Contact
7706,9/30/2015,Bill,Contact
7706,10/1/2015,Bill,Contact
7706,10/6/2015,Bill,Contact
7706,10/8/2015,Bill,No Quote
7706,10/9/2015,Bill,Lose
7707,10/12/2015,Jane,Lead
7707,10/13/2015,Jane,Contact
7707,10/16/2015,Jane,Contact
7707,10/20/2015,Jane,Contact
7707,10/22/2015,Jane,No Quote
7707,10/23/2015,Jane,Lose
7708,10/26/2015,Bob,Lead
7708,10/27/2015,Bob,Contact
7708,10/29/2015,Bob,Contact
7708,11/2/2015,Bob,Contact
7708,11/3/2015,Bob,Contact
7708,11/4/2015,Bob,Contact
7708,11/5/2015,Bob,Quote
7708,11/6/2015,Bob,Win
7709,11/9/2015,Mary,Lead
7709,11/10/2015,Mary,Contact
7709,11/11/2015,Mary,Contact
