title,date,rating,isEdited,review,userName,developerResponse
Fraud Fraud Fraud,2019-08-04 17:43:21,1,False,"Don’t do it. All of the negative reviews are true because all ML does is take from your account for their “membership” fee. If you get a loan and pay it off, then it doesn’t clear by the time they said it would. If you try to clear out your investment account, you’ll get som BS error message. If you try to cancel your membership, you will get the run around. Don’t do it!!! However, if you decide to do it and end in the same position of wanting to do everything I listed above, just call you bank and stop payment. I’m sure they’ll respond quickly then :)",LaydeeFromCali,"{'id': 10018330, 'body': 'Hi LaydeeFromCali, thanks for reaching out. We’re sorry to hear you’re not satisfied. We’ve recently switched over to a new customer service portal, so please file a ticket on www.help.moneylion.com and we’ll have a representative assist as soon as possible. We look forward to resolving your issue with you. ', 'modified': '2019-08-05T17:26:45Z'}"
An absolute failure,2019-05-13 23:40:14,1,False,"This company is behind in every way at the time of writing this I still owe 300 on my loan otherwise I would close my account. 
I couldn’t get a resolution to transfer money to the MoneyLion checking account but they can withdraw money for my loan and membership how does that work? Failure 
I sent my direct deposit to them. Another process that’s a complete failure and again no resolution. Failure 
And contacting them forget about it not happening and you have to wait 24 hours for a response!!! Failure 
It sounds good and looks good but it’s a total failure!! I don’t recommend this company!!",Okie74434,
Great app!,2019-03-07 03:28:43,5,False,"I’ve never been able to save... but once I got this app I’ve saved so much money. Super helpful in other areas as well such as the credit building loan, credit monitoring , and you earn points to redeem towards gift cards when you use the MoneyLion debit card. The loan also sets up super easy payments to pay off the loan. So thankful for this app.",user37280632k,
Love the site but.....,2019-01-11 11:47:15,5,False,"I love the concept and the purpose of the app. However, my only concern is that it is hard to get in contact with customer service. The chat room is convenient, but if you do not reply after waiting for them to reply in less than an second they end the chat. It would be nice to have a number or email.",Mrs. Guest,
Love the app but.....,2018-09-13 11:09:29,5,False,I have been enjoying this app up until the last update on my phone.  I paid off the loan I had taken out. I have emailed and called customer service to reassure that all payments were processed and in good standing but yet the app is saying that I am at a 24% payment? Please look into this and I will gladly rate a five star when fixed.,alirose78,"{'id': 6796542, 'body': 'Hey there alirose78! We appreciate you taking to time to let us know your feedback. If any questions arise or assistance is needed, feel free to contact us at 1-888-704-6970.', 'modified': '2019-01-11T21:26:59Z'}"
Financial Feng Shui,2020-01-26 16:42:30,5,False,"It Is With Great Pleasure To Have An App That Wants To Assist You In Redefining Your Financial Stability and Appreciation For The World of Finance. No Matter If Its Your Credit Score You Want To Consistently Monitor, Take Out A Small Loan For A Quick Purchase, or Keep Up With All Your Multiple Streams of Income. This App Has A Home For You. It Also Spends Time In Making You Conscience of Economic Times, Trends and Everything Money Related.",AskUsCo,
Too bad,2021-01-20 06:35:10,1,False,This wa a agios cash advance app but unfortunately they went from sending money in a few minutes to taking 2 days for a deposit ! Otherwise kind of easy to apply and if you really need a few bucks it’s great if you can wait the 2 days which if you need money you usually need it ASAP the 4.99 membership fee is bad if you open a credit builder loan just make sure to path it off after 12 months or so even tho it will have less impact but is better than 50 months paying for a 4.99 membership,KryptonitexOGRx,"{'id': 20556518, 'body': 'We apologize for the experience you’ve had with Instacash. At your earliest convenience please provide us with some further information by filling out this form: https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new. Once completed, a Customer Advocacy representative will reach out to you directly to resolve your issue!', 'modified': '2021-01-21T14:53:34Z'}"
Loved it!!! But Changes are frustrating!,2020-05-04 15:38:44,3,False,"I’ve been with Money Lion for over two years and I’ve paid back two $500 dollars loans. I was excited to pay off the last one so that O could apply for another 500. They changed they way you can borrow it. I only got 75 and the rest I have to pay back before even using. That’s not how a loan works. 
Please change it back to how it was. I use MoneyLion faithfully and I’m considering not using anymore.",aceiceboys,"{'id': 15109751, 'body': 'Hi there, aceiceboys. With Credit Builder Plus is a powerful membership that helps you build your credit over time while getting fast access to cash today for $19.99/month. With a Credit Builder Plus membership, you get: A 5.99% - 29.99% APR Credit Builder Loan up to $1000, 0% APR Instacash advances up to $50, and monthly Lion’s Share Loyalty Program payouts up to $19.99, Additionally, you have two options for accessing the money in your Reserve Account, as long as your Credit Builder Plus membership fees are up to date: you can make your regularly scheduled payments on the full $500 until the $500 loan is paid off. As soon as it’s paid off, the funds from your Credit Reserve Account will be sent to your checking account for you to enjoy. Alternatively, you can use your Credit Reserve Account money to help pay off your $500 loan in full at any time. To be clear, you can’t use your Reserve Account money to make loan payments; you can only use it to pay off your loan in full. Should there be any concerns or issues, you may reach out to us directly at 801-252-4427, through our Facebook page (facebook.com/moneylion), or access the Chat option on your MoneyLion app or MoneyLion web dashboard. Thank you!', 'modified': '2020-05-05T19:40:56Z'}"
Helps me stay on top of personal finance.,2019-03-22 05:41:45,5,False,"MoneyLion has been a great way to force myself to safe because it isn’t easy to take money out and they give you an incentive to look at your finances everyday. I’d recommend this to anyone who is struggling with the discipline to save money. Before I knew it, I had built up a solid savings/investment account with them.",JPDucote,
Worst app ever.,2020-01-20 05:13:08,1,False,"I still have it but I’m trying to pay off the insta cash amount of 4.99 and won’t let me do it with my debit card because there’s been several attempts to debit it from my account. And it’s been weeks and I can’t talk to customer support. Not worth signing up for a bank account with them which I stupidly did and can’t set up direct deposit fully cause it won’t let me sign in to the Kroger website without having an error message. So long story short, it’s just error messages back to back and it’s really annoying at this point.",valiesot520,"{'id': 13022082, 'body': ""Hi there! We're really sorry to hear about your experience with MoneyLion. My name is Aron and you can schedule an appointment with me to look over your account and help resolve your issue and so we can make improvements to our product and customer care process. Kindly use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-01-20T16:52:22Z'}"
Awful,2019-08-07 08:16:46,1,True,"I paid off the remainder of my loan on August 1. The money was taken out of my bank account two days later. It’s now August 7 and the app still says it’s “processing” my payment, whatever that means. I can’t cancel my plus membership and liquidate my investments now and you continue to cheer me for the membership, which I no longer want. Since you make it near impossible to contact you I am now forced to leave a negative review and refer you to the Better Business Bureau. Not a smart way to run things. Process the payment already! Let me liquidate my investment and STOP CHARGING ME FOR MEMBERSHIP!",Ruhrboy,"{'id': 9711001, 'body': ""Hi Ruhrboy,  sorry to hear you're not satisfied. We're always happy to get feedback from our customers and improve our product. Please feel free to let us know how we can improve via email support@moneylion.com."", 'modified': '2019-07-17T15:31:53Z'}"
Horrible,2019-05-22 14:17:18,1,False,"Takes forever to get in contact with customer service, the online chat support is never open to chat. Now I’m being told that I incorrectly verified my bank account (( that the website told me I successfully verified and connected )) Now I can’t apply for the plus loan unless I join plus and wait 30 days and make two membership monthly payments. This is a joke. I don’t want my account anymore. Not worth the headache. I’ll take my business elsewhere and make sure to tell others to steer clear of MoneyLion. They don’t value people at all just want your money.",StarToomer,
Great app!,2019-12-25 23:19:44,5,False,"Super easy to use, even if you don’t want to set up your direct deposit through them, (if you do, you can get much higher advances), they will still send you instant money each pay period, it also have a ton of other beneficial finance related benefits. This is definitely a helpful and most importantly, trustworthy app. ⭐️⭐️⭐️⭐️⭐️",briseebrittee,
Great for getting in the habit of saving!!!,2019-02-23 07:10:54,3,False,"It's worth the $29 a month because you get more than that from them each month just for swiping through the app every day. 
After 30 days you are eligible for a $500 low interest loan. 
The only drawback is that other banks don't recognize them so it's difficult to link them to anything. Also the transactions take about a week...even if you transfer from one Money Lion account to another.",Kris10 Dachshund,
Terrible,2021-01-19 15:19:04,1,False,It used to be good until they change things. I had a investment with moneylion for 3 years. They used to allow to send money to into investment accounts from any bank until. Then it was only a bank they serviced. I’ve tried to pull out all my money from my investment account because of the terrible returns. Customer service told me I can only transfer to moneylion checking or get a new. They wont mail it or transfer money to any bank that doesn’t connect to moneylion. Find another investment app this is one terrible,sam1999ramsey,"{'id': 20537577, 'body': 'We sincerely apologize for the experience you’ve had with your account. At your earliest convenience please provide us with some further information by filling out this form: https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new. Once completed, a Customer Advocacy representative will reach out to you directly to resolve your issue!', 'modified': '2021-01-20T21:17:52Z'}"
The concept is wonderful but the app is terrible,2020-05-11 18:13:09,2,False,"I like the idea of Moneylion, especially being exposed to things I’m not familiar with like investment, but the app is SO glitchy. 

Sometimes my account information is deleted all together. Any time I try to re-enter my debit card information after it is erased, I get an error that “something’s not working.” It’s pretty annoying so I wouldn’t recommend using it until those glitches are fixed. Makes it hard to trust something I’m connecting my bank to.",drkmg806,"{'id': 15278585, 'body': ""Hi there, drkmg806. We apologize to hear about your experience with MoneyLion. We would like to learn more so we can make improvements to our products and services. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-05-12T23:19:40Z'}"
completely ridiculous,2020-04-27 19:36:23,2,False,Ive never had more issues with a banking /investment company..  They claim everything is automated when issues occur except when it comes to getting your $.. Thats very hands-on.  Don’t expect much more than a simple acknowledgement and a referral to any issue you have.. Ive even been told the wrong info just to get an issue off their hands and back into mine and immediately  all records of it erased except the fee involved for the transaction they say never happen.    Im not kidding.,Smalltown guy,"{'id': 14973890, 'body': ""Hi there, Smalltown guy. We apologize to hear about your experience with MoneyLion, however, we would like to learn more about your experience and contact you to help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-04-28T18:41:05Z'}"
Customer service is pathetic,2020-03-26 21:41:05,1,False,I called to get help and the rep couldn’t help me. He told me someone would call me back in 24-48 hours...no one called. Then I emailed asking for help and that’s when I started receiving numerous emails from several different reps asking me the same questions over and over after I had already given the same info previously. Then I got an email saying that they haven’t heard from me so they’re assuming I got help when I actually didn’t. Till this day I still never heard back from someone who knew how to help. App is a huge waste of time!,Nhyajah12!,"{'id': 14287255, 'body': ""Hi there, Nhyajah12! My name is Aron and I'm sorry about your experience with MoneyLion and our customer service. We would like to learn more so we can make improvements to our customer care process, please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-03-27T12:50:32Z'}"
Do not use this app / bad support,2020-01-11 17:53:51,1,False,I downloaded this app and accidentally made a mistake with an email and didn’t notice and I put all of my information in such as my ssn and I got logged out of account and they won’t change my info. They keep asking me to login to the account but I cannot reset it because it’s technically under another person’s email. The phone support seems all automated and the email support just asks to call the number anyways. So right now my ssn and identity can be being used in this app by a random person and I could suffer from it.,Lophorex,"{'id': 12908758, 'body': ""Hi Daniel, We're sorry to hear you're experiencing issues with your MoneyLion account. You can schedule an appointment with me to look over your account and help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-01-14T13:39:21Z'}"
Great App!,2019-05-15 05:17:17,5,False,"This is a great App if you let it work for you.  This app has taught me discipline when it comes to my finances.  I started out with a loan and began investing. Now my loan is paid off, I have a nice little investment.  In the past I couldn’t save anything, as I was always dipping into the money I put aside.  I now enjoy watching my money grow along with my credit score.",Ghatskk,
Screwed me over,2019-10-17 04:43:22,1,False,"So I was super excited to get this loan, just to find out I can’t get any of the money without the card. I tried to activate the card the 3 times it gives you, and every single time it told me my info was wrong when I know it wasn’t. I tried to call customer support, but every time I tried to verify my identity it said my “information doesn’t match any account on the system”. I tried emailing, but I haven’t heard back.  This app is a joke and now I’m stuck paying $20 every month for a year for a loan that I don’t even see. Don’t fall for the gimmick.",easpencer1998,
4 instead of 5 because...,2019-09-27 13:56:47,4,False,"I’ve been pleased with moneylion, it’s been great! But lately they keep adding them removing and then adding and removing the option to pay with debit cards, I hate having to pay with a bank transfer. It takes way too long. Can someone please for the love of god fix this? Or add it back? Or something. It would be much appreciated, sincerely one frustrated customer lol.",TYX_94,
RUN! It’s just one big scam.,2019-09-16 19:15:17,1,False,"They will have you pay way more money than advertised and then lie to you about it. 
$500 is seriously not worth the trouble. Once they have your bank account number and Social Security number, they will rob you and run your credit score into the ground. They even make it hard for you to pay them what you owe just to drag out the membership fees. 

Not to mention their customer service is horrendous and absolutely no help. If you have an issue, it will take hours to get some one on the phone. Very frustrating experience.",Dominck F,
DONT waste your time,2019-07-15 18:49:19,1,False,"Edit: If I could give this app negative stars I would. It turns out you cannot withdraw from your investment account if you have an active loan. For a company about financial wellbeing it makes no sense to deny people THEIR OWN FUNDS because of an existing loan - especially if that loan is in good standing 

MoneyLion started as a decent service offering credit building loans and some investment incentives with membership.

The investment benefits were taken away within 3 months of having my account.
Customer service is nonexistent, I’ve been hung up on, I’ve waited for 45 mins to speak with someone, I’ve not ever gotten an answer of any use.

The app is buggy, doesn’t accurately update/reflect account status. It’s failed to link my bank account on multiple occasions - this would not allow me to fund my investment account.

Likewise the credit reporting is WILDLY inaccurate.

A complete waste of time",-LuKo,"{'id': 9689477, 'body': ""Hi Luko, we're sorry to hear you're not satisfied with MoneyLion. We'd love to do everything we can to work through your issues with you. We recently switched over to a new customer support platform, so please file a ticket at www.help.moneylion.com and someone will assist you as soon as possible. Thanks!"", 'modified': '2019-07-16T14:29:47Z'}"
Needs a little improvement,2019-06-13 17:15:30,4,False,"This app is a great concept but It definitely needs a few bugs fixed within the app for your mobile device. It can be extremely difficult to create an account with the MoneyLion app and takes determination in which it shouldn’t, it should be simple and user-friendly but once you get past that it’s phenomenal",Tantulas21,
Scam!,2019-05-20 23:03:30,1,False,"Ok so, they offer you a $500 credit builder loan, cool...what they don’t tell you is that in order to qualify for said loan they are going to charge you $80 a month for a membership fee on top of the loan payment at the same exact time. It also states and their terms and conditions that you can cancel your membership at anytime when I called to cancel my membership after they nailed my bank account for $120 causing me to overdraft, they refused to cancel my membership. So I literally have to close my bank account in order for these people to stop charging me insane membership fees.",laurennn1985,
Love the app,2019-03-14 14:54:39,5,False,The app is amazing best membership I’ve ever had!!! The only thing keeping me from switching to you guys for all my checking account needs is the fact that you guys don’t have mobile check deposit like my current bank has if you guys had that feature I would 100% use MoneyLion for all my financial needs,Michael 193619264916403920,
Unable to sign up for 2 weeks,2018-12-08 15:49:35,1,False,"I have been trying to set up plus for 2 weeks...looking like 3 soon.  I tried using the app but it freezes during final processing.  I called and was told the app does this sometimes, was referred online on a desktop, laptop...same results. I was told a ticket was put it, got an email from an employee hat said its good to go...same result, called back and feels like they are guessing on solutions...I really wanted to take adv of the investing and loans because saving money and investing and moving money is what I wanted to do... do you not want me to be a customer?",estrada1982,"{'id': 6810865, 'body': 'Hello Estrada,\n\nWe apologize for any inconvenience and would like to address your concerns and assist you further offline. Will you, please contact our customer service team at 1-888-704-6970. Monday - Friday: 8am to 8pm ET, Saturday: 10am to 6:30pm ET, Sunday: CLOSED  Or email us at support@moneylion.com', 'modified': '2019-01-13T14:37:47Z'}"
Get money lion,2018-08-09 05:12:57,5,False,"Awesome app, had a issue with my bank linking, but it eventually worked.  It pays( literally) to just log into your app daily. There aren’t many apps you’d be pleased with as much as this one . 
Like another user suggested, read and understand the documents you sign on the app & website .Very good app. MoneyLion is purrfect! ( cat joke) I think everyone should get MoneyLion right meow!",צבא ההגנה לישראל,
They Give you a chance,2019-05-03 20:23:25,5,False,"I’m terrible with my finances, don’t know where my money goes or ever save , MoneyLion Plus forces you to check everyday, so I got used to checking every day and got rewarded for it , I mean at first I was like a $1 come on , but after 30 , 60 , 90 days money starts to grow, if you want to get back on track with money go with this",all names were take. so yeah,
Was 5 star but,2020-02-10 20:51:49,1,False,Moneylion completely changed their system forcing you to use their debit account to get reimbursed for your membership so I canceled all my banks and moved my money over to them. Biggest mistake ever. I can’t get them to fix any problems I may have. Anytime I call customer service they lie to me to get me off the phone and then ask me to take a survey before I hang up. My card gets declined for the dumbest purchases. How am I supposed to access my money if you always decline my payments!? I can’t wait for this to be over so I can take my money and leave,audrey0591,"{'id': 13426202, 'body': ""Hello. We're really sorry to hear about your experience with MoneyLion. We'd like to learn more about your experience and contact you to help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-02-11T19:43:52Z'}"
"Never been so dissatisfied with customer service in my life, rip off",2020-01-28 18:18:17,1,False,"“How this isn’t predatory lending is beyond me!!”

23 year old students year plus relationship with company 

Absolutely do not do this unless your dead broke and need the money

Not only can they raise your interest rate to 30 percent

They make you pay into a investment account and pay a membership fee 

I got my loan down to 170 and had the money to pay it off...I went ahead to pay off my loan and the 170 payment has been processing for over 3 months, while they still continue to charge me for their membership. 

I have over a 150 dollars in the investment account i cannot get access to. Never have I felt so strait up ripped off and taken advantage of by a company. 

Do not use this Service!!!!!

These people are strait up scamming trying to take advantage of poor people!! How this isn’t predatory lending is beyond me!!",Sky21,
Josh,2020-01-11 09:17:51,3,False,The option of instant cash is cool but asking for a tip amount is messed up when nothing is said anywhere until i did it the first time along with the loan being auto pay it’s nice but need the option of all transferring the reserve amount of it along with getting the full amount of the loan when signing up with it not know you’d only get 1/3 of the full amount! Watch out for the whole amount when using the app/money lion,josh b14,
Not great,2019-12-30 22:25:53,1,False,"Trying to reach a representative is very hard and when you email for them to call you they do not
I’ve emailed and still not getting the help I need 
They say you get a certain amount of loan but gives less and when trying to repay with debit never works then if u pay through ur checking account it takes 5 business days which is not good they take so long to take the funds especially when you set up for them to take on a specific day. Soon as I’m able to pay them I’m deleting it’s really not worth having",deliiciious45,"{'id': 12668953, 'body': ""Hi there! My name is Aron and I'm sorry to hear that you're having trouble connecting with our Support Team! If you click on the link below you can schedule a time to speak with our customer service team that's convenient for you. https://moneylion.youcanbook.me/ We look forward to helping resolve your issue. Thank you!"", 'modified': '2019-12-31T22:32:00Z'}"
Soooo many bugs,2019-08-23 22:27:05,1,False,Still shows my Wells Fargo account even though I deleted it months ago.  Trying to pay off loan in full and only option it lets me pick is the Wells Fargo account that should not be showing up since I closed it and removed it from being linked.  Shows my debit cards I added but won’t let me select one and won’t let me add a new payment method.  Seems to constantly have problems and you can’t ever get a hold of anyone in customer service to help.  Hold time is ALWAYS over an hour and they NEVER call back like it says they will.,R4686!,
Definitely for those who don’t have great credit,2019-08-12 10:50:08,1,True,"They’ll take your money and sign you up to all of these extra services like investments... but to take your money out... it takes way too long not to mention they took away the log in bonus killing that incentive and still charging $20 a month for a service that credit karma or even experian has this beat.   Not eligible to transfer your money back into your bank but they can take money out of your bank?  

Garbage... as soon as I can get money out everything tied to MoneyLion will be canceled",stfalcon,"{'id': 7187687, 'body': 'Hello StFalcon,  The membership that our customers pay monthly fees for is actually an investment plan, the idea is to have enough money earned from the investment plan that you will not need to make another loan by the time you pay off your existing loan... Basically, you can just withdraw from your membership/investment plan instead.', 'modified': '2019-02-07T03:03:08Z'}"
Pretty good app,2018-07-14 12:34:09,5,False,"I downloaded this app because I was seeking something to do with my money, over the last month I have been able to save, invest and take out a loan. I havent had to pay any fees because I receive cashback from logging in everyday reviewing my cards. This app is really good for anyone who have extra money and want to watch it grow.",Malintino,
App is buggy as S\%t,2019-02-09 10:19:49,2,False,The service is great when it works but the app is extremely buggy and sometimes it won’t remember that you have a plus account. Then it’ll forget that you have a ton of money in your investment account or forget to count your login that day towards your investment account etc etc. it unlinked all my linked accounts for no reason whatsoever randomly. I’m calling today and closing the account and asking for a refund of any premium fees as well as a transfer of all my investment funds.,Criostasis,"{'id': 7267735, 'body': 'Criostasis, we are sad to hear about the buggy experience you have had. Thank you for letting us know that different issues that you have encountered with our app, we definitely will be taking these into consideration as we are always trying to better the app for all our customers.', 'modified': '2019-02-13T00:06:22Z'}"
This app...,2019-01-05 17:26:18,1,False,"The app has a great concept and may very well help some people...but it had a lot of bug during the sign up process for the debt card and credit checks and the customer service hotline is pure garbage cause it seems like they don’t know what they’re doing or how to fix any of the problems so I haven’t been able to use it, I will be deleting it and I do not recommend it unless it works for you. But if you run into any bugs, just delete it cause like I said you can’t fix it yourself and customer service don’t know what they doing either.",Finesse_lawd,"{'id': 6853253, 'body': ""Hi there Finesse_lawd! We are very sorry to hear that you have run into some errors with your MoneyLion account but we'd be more than happy to assist you further. Feel free to contact us at 1-800-617-9584 (M-F 8 AM-8 PM EST; SAT 10:30 AM-6 PM EST) or email us at support@moneylion.com. There, we will be able to better troubleshoot the error with you."", 'modified': '2019-01-15T21:59:31Z'}"
Avoid if possible,2018-12-20 20:40:24,1,False,I’ll been using the app for a few months now and I wish I hadn’t ever signed up. The customer service process is a abomination. I had to wait on hold for 30 mins just for a unhelpful customer service representative to tell me I had to email support. Not to mention the reason I had to call customer service is that I was get charged for my loan on the day BEFORE my payday and I had my account overdrafted. To even get a loan you have to be a plus member which is $36 plus your loan payment every payday (or before in my case).  Completely displeased with my experience.,VBC00,"{'id': 6850055, 'body': 'Hi there VBC00! Thank you so much for your time in leaving us your feedback but we are very sorry to hear that you had a displeasant experience here at MoneyLion. We do always try provide each of our members with outstanding customer service at every touchpoint. We also do always advise that each of our potential members first familiarize themselves with the product of their choice. You can do this by reviewing our FAQ/Support page, support.moneylion.com. If any questions arise or assistance is needed, feel free to contact us at 1-888-704-6970 or email us at support@moneylion.com.', 'modified': '2019-01-15T15:56:26Z'}"
The app the service was outstanding,2018-03-10 17:56:48,5,False,The service they offer is truly has value in it .great customer service if you need to talk to someone I was not surprised because when I did the research on this company it was clear they handle their business correctly and that is hard to find these days five thumbs up for a great job.😊,ke5fyn,
This bank has been a life saver to me!!!!!!!,2020-12-04 10:02:08,5,False,I NEVER WRITE REVIEWS BUT I HAVE TO WRITE ABOUT MONEYLION! I’ve been banking with them for over a year and I could t be happier with my bank! I don’t know what I would do without them! I’ve gotten two loans with them so far; and I don’t know what I would do without Instacash! They have helped me a great deal and have been a life saver to me!! Thank you sooo much Money Lion,italianbella972,"{'id': 19559945, 'body': 'Thanks so much for this positive review! It’s members like you that help make MoneyLion ROAR! Given you’ve expressed a positive experience with MoneyLion, would you be open to also sharing this review on other review sites including Google Play, Apple reviews etc.? Thanks again for being the best part of MoneyLion!', 'modified': '2020-12-05T18:36:54Z'}"
False advertising,2021-01-11 18:36:18,1,False,Will say anything to get you to download their app and make an account with them!! They don’t loan you money you have to jump through hoops to do so!! Definitely a big let down when they advertise you can get a loan and make it seem like it’ll be instant only for you to download the app and then tell you that you basically need to switch all your accounts to them and deposit all your money there and keep doing so for a long period of time before they’ll even consider loaning you money,Amanda Benitez,"{'id': 20412393, 'body': 'Hi Amanda,\nWe apologize for the experience you’ve had. We want to make it better for you, but we’re unable to locate your account. At your earliest convenience can you please provide us with some further information by filling out this form: https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new', 'modified': '2021-01-14T22:37:04Z'}"
Trash,2020-12-18 18:35:27,1,False,"I can’t believe this company is considered legitimate and has such good reviews, as far as my experience goes I don’t think I’ve had worse customer service in my life as a financial institute they are completely irresponsible tying accounts to another andBasically putting a lien on your cash, I highly highly highly recommend not using their service, after manyAttempts to speak with representatives and figure out oh that was wrong with my account, the representatives never seem to care and nothing ever got resolved, causing me to lose a decent amount of money",austin sole,"{'id': 19914261, 'body': 'Hi Austin,\nWe apologize for the experience you’ve had. We want to make it better for you, but we’re unable to locate your account. At your earliest convenience can you please provide us with some further information by filling out this form: https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new', 'modified': '2020-12-22T00:12:08Z'}"
I love it but can still improve,2020-02-21 16:08:13,5,False,"I love this app. I have use some of the loan services provide. Once you you paid the loan off, you quickly get your reserved money that was set off to the side once the loan is paid off. I wish there a service where i could consolidate old collections so can really improve my credit.",daviddavis123456789,
Greatest App Ever!,2020-02-14 15:39:56,5,False,They make it easy for you to get a $500 loan and pay them back within a year with NO insanely high interest. In fact they help  you save money in a separate savings account and then give it all back to you once your done paying them back. What else could you possibly want from a app?,Rocy24,"{'id': 13613913, 'body': 'Hi Rocy24, thank you so much for the great review! We’re excited to hear about your positive experience with MoneyLion. As a valued MoneyLion member, we’d like to invite you to apply for our MoneyLion Pride Elite Ambassador Program. This exclusive group will enjoy special giveaways and rewards, have early access to new/upgraded products, and help spread the MoneyLion love on social media. Interested? If so, you can apply by sending an email to PrideElite@MoneyLion.com. Spots are limited, so don’t wait! Thanks again for being an awesome MoneyLion member! ', 'modified': '2020-02-20T23:49:49Z'}"
So far so good.,2019-06-22 15:54:28,5,False,My Husband has been using this app about a month or two and has been raving about it! He is not one to try new apps so once he raved this last time I was in and down to try it. Ive only had it a few days and i love it being able to see where my money is going and invest and see profit from it is awesome,Nookers89,
"Great App, needs work, but great.",2019-01-11 21:47:09,5,False,"Skeptical at first, due to a few negative reviews, but it is worth the try. I look forward to more improvements. Two main improvements I would like to see are: 1) have linked accounts update automatically, and 2) release direct deposits, at very least, one day early - somewhat to what Chime does.",Ray8374,
I don’t get how to use it for a loan,2018-11-10 21:14:23,5,True,So it keeps saying I can get a loan but it’s asking questions to figure out my identity and it says it can’t verify Idk I’ll keep messing with it lol I had it for about a year trying to get a loan when I need extra money it doesn’t work for me not sure why but like I said I’m keeping it on my phone I like it for some reason lol,Jazznruss,"{'id': 3360682, 'body': 'Hi Jazznruss, we wish we could provide all MoneyLion users with one of our loan products regardless of the type of account they have but sadly at the moment our system requires an active checking account in order for us to proceed and initiate the loan process.', 'modified': '2018-05-04T17:40:20Z'}"
MoneyLion Truly helps,2018-09-09 00:41:56,5,False,I am barely into my 4 month using the app my credit score has increased over 70 points. I love the articles that have available about financing it’s helping me learn and understand more. How I grew up finances were never a topic I had good examples for and by the time I am finished I will be ready to take a trip to Vegas and qualify for a home loan it’s great!,Prschnorris,
Easiest most rewarding money app,2021-02-08 21:43:04,5,False,"I was skeptical at first, having not had the best credit or financial history. Thankfully within about 5 minutes of linking my bank accounts and checking my credit , I was approved for an $899 credit builder loan at a much more reasonable rate than you will find at brick and mortar check cashing/payday loan/title loan establishments.",Tookie1492,"{'id': 20979942, 'body': 'Thanks for leaving us a rawr-some review — we take pride in responses like yours! Your membership in our Pride means the world to us. Thanks for being the best part of MoneyLion! #HereWeRoar💰🦁', 'modified': '2021-02-10T15:21:09Z'}"
Love it but the app needs work,2017-12-28 07:03:10,4,False,"I’ve been checking to see if my points would be renewed but it stays the same. I love how easy it is to get a quick loan and pay it off in payments, it’s very helpful. I’d say my only issue is that my bank account, credit check, and rewards points take a while to update. Only minor app issues, but otherwise It’s very useful. Would recommend",applebuddy21,"{'id': 2156638, 'body': 'Hi applebuddy21, thank you for bringing this to our attention, I will pass your suggestion to our developers. If you notice any other issues please contact us at mobilesupport@moneylion.com. Thank you.', 'modified': '2017-12-28T18:14:53Z'}"
Gift/curse app,2021-03-01 22:05:21,2,False,MoneyLion can be bogus and they lie really good. My account was in good standard in my instacash stop letting me withdraw while saying i was eligible. I pay membership loans n instacash back with no problem until they just stop instantly giving me money. The first loan bill I missed just because i was frustrated with MoneyLion they blamed it on the loan being reason why I couldn’t get instacash anymore 😂 bogus af. They even told me they ran outta funds at one point but I referred a friend and they got cash instantly. Be careful with this gift/curse app 💯,2k18baggshyt,"{'id': 21434021, 'body': 'Hello,\nWe apologize for the experience you’ve had. We want to make it better for you, but we’re unable to locate your account. At your earliest convenience can you please provide us with some further information by filling out this form: https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new', 'modified': '2021-03-03T23:30:37Z'}"
Really helped out my credit.,2019-06-07 04:33:56,5,False,This app has been a real help to my credit this past year. My credit used to be in the high 400s and now I looking to tip over into the 600s. If you login diligently the cost of the premium subscription is very minor. Also you can withdraw from your investment account relatively frequently.,DrWolfjob MD,
