title,rating,isEdited,userName,date,review,developerResponse
Overdraft fee doesn’t work,1,FALSE,josephanthny,12/7/2020 16:06,"Reported it right away when I noticed it didn’t work when I first signed up a year ago. They told me they’d forward my concern to their team of engineering or whatever and that they would fix it. A year later, no follow up and I still can’t enable it 🙃 tell me what’s the point of having the enable feature on your app if it doesn’t work? How unprofessional... a year later and it doesn’t work still? Wow.","{'id': 19627486, 'body': ""We can definitely understand your frustration. We're very sorry for your experience. To get a better understanding of the issue, please reach out to us at appreview@varomoney.com so we can start by locating your account and discuss further. We hope to hear from you!"", 'modified': '2020-12-08T19:43:27Z'}"
Money Transfer,5,FALSE,Realtaycoleman,4/27/2021 13:55,Varo is easily accessible on many platforms that recognize mobile banking and they use 2-factor authentication to protect your account from unwanted users. I appreciate that.,
Satisfied,4,FALSE,suit_casey,5/13/2021 14:32,"This is my first bank account so I can't really compare it to anything else but still, I really enjoy it! It's super easy to figure out and customer friendly and as a bonus, the debit card looks amazing. I'm glad I decided to bank with Varo",
Love it,5,FALSE,Kiarra Morris,3/18/2021 17:29,I’ve been with Varo for year now and I haven’t had any problems or trouble with this Banking Corp. super Easy customer service is great . Never had to wait too long for a representative to answer the call,
Love this app!,5,FALSE,Christinathegreat,3/18/2021 6:13,This is the best online banking app out here! I love it so much! I literally get all of my paychecks two days before everyone else does and all my other direct deposits as well! Great app! Highly recommend!,
Adding Varo to my banking.,5,FALSE,James Tylor Mccarty,3/10/2021 11:48,It was very easy to add Varo to my banking account and I’m able to transfer from one bank to another without any issues. I will definitely recommend Varo mobile banking to anyone.,
Extremely happy,5,FALSE,KaseyStorm,3/2/2021 14:59,I can honestly say this bank is more convenient and has treated me with more respect in the customer service than Any walk in back I've ever used!!  Highly recommend.,
Love my Bank,5,FALSE,DeAnna Battle 714,2/23/2021 17:22,"I’ve been with Varo for over a year now and I have nothing but good to say about it. They are convenient, great customer service, loads of cool features, and it’s only getting better it seems.",
Love Varo,5,FALSE,yeaitsamber,2/18/2021 0:12,"I’ve had this bank for years now, and never had a problem. I even get paid earlier than my other co workers. I love all the features they offer! Thank you for being a great bank!",
Love it,5,FALSE,Ruksabi,2/14/2021 13:28,"I love Varo bank ! I’m so excited how much you all have grown as a business! My husband and I account is safe and also we are pleased with the app and we love VAro to Varo one of my favorites! Also it does work with my cash app, pay pal etc love y’all SDJ",
Loving the Card,5,FALSE,keshia Kole,2/9/2021 9:37,"It’s so Convenient and I can move money to just about anywhere and anytime for a low rate depending on the place,, I’m loving it, the savings account is a great deal to start saving in this unpredictable world we are in",
Amazing card to have!,5,FALSE,mbbriannah,2/27/2021 11:42,I get my paychecks two days ahead of time with no monthly fees. I can also transfer money to any other Varo user within minutes without a fee! Love how simple it is,
Varo Bank Account,4,FALSE,zefside460,1/19/2021 20:27,"One great advantage is getting your paycheck early ! They say two days early, although I have received my monthly payments up to four days early ! You can’t beat that especially if you are getting once per month deposits  !",
It’s Alright.,3,FALSE,gpaguirre1,12/23/2020 20:20,"Great app, great idea. I was taken back when they closed my other account but good thing they transferred it all over without the stress of doing it myself. However I did have to change direct deposit info . Only thing is missing is the widget aspect of the older app. Other than that the app is simple.","{'id': 19987261, 'body': ""We appreciate you for taking the time to leave us your honest\xa0feedback! We understand the inconvenience so know that your\xa0feedback\xa0was taken seriously and that we've informed the necessary team. If you have any further concerns and/or questions, please reach out to us at\xa0appreview@varomoney.com!"", 'modified': '2020-12-25T00:00:55Z'}"
Varo is a great account!!,4,FALSE,ha lets see,5/29/2021 21:09,"I have had no trouble using the account or card. Great option for online purchases, I would make it my primary account if there was a local branch for in-person needs. Also no outrageous fees to pester you. Very satisfied!!",
I Love VARO!!!,5,FALSE,ShelleyWalker16,2/25/2021 14:54,"I have had VARO since it first came out for use and I have had a great experience! I use my VARO account for my monthly government deposit plus I add cash at stores all over whenever I want. If you’re not using VARO, you’re missing out!!! Thanks VARO ❤️",
Love this app,5,FALSE,sanchezn17,1/19/2021 16:55,"Love this app. Want the best interest rate in the market? Get Varo. Want a bank with an app that works, looks nice, and is fast? Get Varo. I haven’t used the spot me function or the overcharge protection, but it’s nice that I can. I love the save your pay feature. I love varo period",
Amazing app and banking,5,FALSE,dj twinkie,1/7/2021 23:55,This banking app truly is the easiest and best banking app out there! I’m going to keep it short and sweet ! I tried chime and waited for 3 different cards. I tried Varo and got my card in about a week ! I have loved it ever since ! Thanks Varo !,
"Great Rates, Fast Customer Service",5,FALSE,patvevans,10/18/2020 21:12,"The savings rate attracted me to opening an account with Varo but somewhat surprisingly the customer service has been great, which I was a bit worried about with an online only bank.",
Great customer service app needs work,4,TRUE,Austen Planes,12/22/2020 2:10,"After speaking with a great representative I got my funds cleared up after a problem but I’ll definitely tell you the app needs work, looking forward to the improvements your team makes.","{'id': 19912843, 'body': ""Hi Austen, we're very sorry to hear you're unhappy with the switch to Varo Bank. We take feedback very seriously so please know that your frustrations have been heard. I was able to see that you called in yesterday and spoke to a live representative who was able to assist with your request. You're welcome to call us now to discuss further if you're still continuing to experience any trouble with your account. Please note that authorizations will post to your account as soon as the merchant collects the funds or it will fall off of your account within a few days, each merchant has a different time frame. "", 'modified': '2020-12-21T21:41:06Z'}"
No support,1,FALSE,Amytank,12/13/2020 5:41,"I’ve been with Varo for about a year now, maybe longer. The old app stopped working for me to login so I contacted support over a month ago. They told me to use the new app which gives an error upon login that the data cannot be read because it’s in the wrong format. I told that to support. They responded that I should use the old app. Meanwhile I’ve been waiting 6 weeks to use MY bank account with zero help.","{'id': 19752818, 'body': ""We're really sorry to hear about your experience. We'd like to take a look into this situation\xa0ASAP\xa0so we can get to the bottom of it but we aren't able to locate your account with your Google Play username. Would you mind reaching out to us at\xa0appreview@varomoney.com?"", 'modified': '2020-12-14T14:09:03Z'}"
I love Varo.,5,FALSE,RowdyRobRotten,5/23/2021 1:40,"I use Varo for Crypto. Everything is so simple and the app is easy to navigate. Aside from the 3-4 business days it takes to transfer money from one account to my Varo account, I’d say Varo is perfect for all financial needs.",
Happy!,5,FALSE,ihubitch,4/23/2021 5:17,"Great service, one thing I can see improvement is wait times when reaching customer service. Overall, enjoy how flexible it is and what it offers.",
I don’t recommend,1,FALSE,Mlablis,5/11/2021 8:24,Varo transferred $200 out of my new Varo back to my old Varo without my authorization. Then they tried to say it was sent back to cover transactions. Bogus! It never made it to my account and I am out the money. Customer service is horrible you end up waiting for hours before getting hung up on. None of these issues have ever been resolved. I am currently trying to find a lawyer to handle this.,"{'id': 22769995, 'body': 'We’re very sorry for the long hold times recently. We’re currently experiencing extremely high volumes. We understand the importance of contacting customer support and are eager to assist with your request. We appreciate your patience during this time. Please remain on the line or contact us at appreview@varomoney.com!', 'modified': '2021-05-12T14:43:04Z'}"
Love it,5,FALSE,Brooklyn Preslie,4/9/2021 0:21,"Been banking with Varo for the past 2 years or so. Everything is very easy, I get my deposits early and can even overdraft + get cash advances without worrying about fees and whatnot. Definitely recommend",
Overdraft,5,FALSE,juniorhaynz93,3/7/2021 21:57,It could be better by making it easier to access it. An when I say access it I mean getting to it much easier.,
Love the app but....,1,FALSE,Crazzeis,3/12/2021 21:32,"If you get your customer service wait time down from over an hour, and you fix your terrible mobile check deposit system, then I will rate 5 stars. I’ve been trying to deposit a check for a week now, and since you made me write on the back for Varo only I’m stuck trying to get it to work through Varo , and can’t just take it to my other bank. I want my money","{'id': 21637789, 'body': ""Hi! We can certainly understand the need and importance of reaching customer service. We are experiencing extremely high volumes and agents are working quickly to service all requests. We'd like to look further into your situation but are unable to locate an account using your Apple ID. Kindly reach out at appreview@varomoney.com."", 'modified': '2021-03-14T17:29:34Z'}"
Love Varo,5,FALSE,babaker1014,1/25/2021 20:48,"This is the easiest, most user friendly Bank account ever. It has everything you need and nothing that you don't (like tons of hidden fees etc). I couldn't be happier. Thanks for everything",
Mind Blowing,4,FALSE,dougiemfhoppa,2/17/2021 2:49,Varo I was able to send my landlord checks this app is missing the only feature I use the most. You guys need to add this feature or I’m switching back to the old app. Only way I can pay rent is through checks. Unbelievable.,
Awesome Bank,5,FALSE,jimmy9168,1/10/2021 23:17,"I just love VARO. Been with them about 2 years and not one bad incident. Had a couple of issues come up and the customer service department was timely, courteous and great. I am so glad that I made the switch.",
Great bank,5,FALSE,Young simba111111,11/3/2020 22:11,Love the bank confused on why there are 2 apps and why is it taking so long for us to which over to a new app when is that even happening,"{'id': 18923874, 'body': ""Thank you for your support! There are two apps as Varo just became the first fintech to receive it's national banking charter! This enabled us to open up Varo Bank where we provide our own accounts now unlike Varo Money accounts that are provided by The Bancorp Bank. We've created a super seamless process to get all of our Varo Money customers switched over as soon as possible, we'll reach out to you when your turn! Thank you for your patience and cooperation! If you have any questions about the migration process, you can go here: https://bit.ly/3dHfCUM"", 'modified': '2020-11-05T15:58:30Z'}"
Upgrades are disappointing,3,FALSE,Sonia Vegas,12/28/2020 9:40,"My Varo to Varo transfers are super slow. Also, the look and feel of this app versus the old Varo app is not as visually pleasing. Notifications no longer tell you how much is in your remaining balance. I hope these changes can be made soon, otherwise I’ll be looking to another bank.","{'id': 20066698, 'body': ""We really appreciate you for taking the time to leave us your honest review! We're sorry that you're not satisfied with the switch to Varo Bank but know that we hear your frustrations and your feedback completely. There's always room for improvement and we'll be sure to run this back to the appropriate teams. Thank you!"", 'modified': '2020-12-29T14:45:14Z'}"
VARO rocks!,5,FALSE,theE-man,5/28/2021 23:33,OK my wife is starting a new death metal band and so I’ve got stuff to order on line and rooms to book + my son is fixing my scooter and car and we need online purchase abilities VARO is the one card I choose to get the job done . Thnx g.o.a.t.,
Awesome features!!!,5,FALSE,Takennam,3/23/2021 12:36,Loving the check cashing feature as well as the advance feature gives me more than enough time to repay and I don’t have to ask my sis to borrow money 😜,
Getting better and better,4,FALSE,Miogy colleone,3/22/2021 0:10,I like the new cards Varo has issued hopefully it last longer then the last one but overall Varo has been great to me since I’ve showed up can’t wait to see what else Varo has coming.,
Varo is the best mobile banking app,5,FALSE,Lucciano cash,3/18/2021 17:50,Honestly never need the loan but just because you’ll give the opportunity for 100 dollars is one of my best features!! Would love for varo to hurry up with this credit line,
Love the 2.80 % APY & early direct deposit,5,FALSE,jenilee_dlf,1/12/2021 0:46,I’ve had VARO for a year and I’ve never had a problem with them. It’s been great having a high yield savings account and direct deposit hits two days early. I can’t complain.,
Hate the transition. Old app was miles better,1,FALSE,Mil lack,2/20/2021 20:14,"Your new app is slower than a half dead sea turtle trudging through the mud. Your customer service is also terrible in every way.  There are getting to be fewer and fewer reasons to choose you over ANY local bank! And you charge money to ship a new card any faster than EIGHT days!

I agree with other reviews that say you took one step forward and ten steps back!","{'id': 21196138, 'body': ""We're really sorry to hear about your experience. We'd like to take a look into this situation ASAP so we can get to the bottom of it but we aren't able to locate your account with your Apple ID username. Would you mind reaching out to us at appreview@varomoney.com?"", 'modified': '2021-02-21T23:07:35Z'}"
App is a mess,1,FALSE,App reviewer456,2/20/2021 3:50,"For the past few weeks the font has become huge, making transactions virtually unreadable as well as hard to complete because the buttons don’t work. I don’t have this issue with any other apps and “zoom” is turned off in my settings. Losing patience and thinking about finding a new bank. One of the beauties of Varo used to be the app. Now it’s horrible. Sorry but it is.","{'id': 21194516, 'body': 'Hi! At Varo we strive to provide the best banking experience possible. Your feedback is incredibly important to our growth. We are sorry to hear of your experience and would like to look into your situation ASAP. At your earliest convenience please reach out at appreview@varomoney.com. We ask you to please provide screenshots and confirm the model of your device, this way we can best assist. ', 'modified': '2021-02-21T18:21:40Z'}"
Disappointing,3,FALSE,buyterv,1/27/2021 21:25,It worked fine with my first instant deposit from cash app of $40 now the $47(most recent) this is the second day waiting and I haven’t hear anything they don’t even answer the customer help line they are very lazy and late on updates once I get my money back I’m deactivating,"{'id': 20734324, 'body': 'We are currently experiencing a technical issue at this time. We apologize sincerely for the inconvenience. Our team is working on a fix ASAP.\r\n\r\n\nWe’re very sorry for the long hold times recently. We’re currently experiencing extremely high volumes surrounding stimulus payment related questions. We understand the importance of contacting customer support and are eager to assist with your request. We appreciate your patience during this time. Please remain on the line or contact us at appreview@varomoney.com!\r\n', 'modified': '2021-01-29T14:17:19Z'}"
Horrible customer service and horrible deposit speed,1,FALSE,Tabby0603,1/24/2021 18:14,Horrible. Been waiting on a deposit since Thursday which still isn’t in my account! Customer service is impossible to get in touch with! I’ve called NUMEROUS times just to sit on hold for over an hour everytime and nobody answers. I’ve wrote email after email with no response! Will NEVER use them again after I get this deposit! If I ever do!,"{'id': 20642992, 'body': ""We're very sorry for your experience. We'd like to take a look into your account but we'll need to start by locating your account. Please reach out to us at appreview@varomoney.com so that we can start there. Hope to hear from you!"", 'modified': '2021-01-25T23:05:33Z'}"
Pretty Awesome,5,FALSE,Luhthots,1/9/2021 22:44,"I would say it’s not like the old app but they are way better and faster at what they do they also make sure your account is secure if u are looking for a good mobile bank , Varo is your app ‼️",
"Very good, very secure",5,FALSE,moochienae,1/6/2021 15:16,Anytime I’ve had any kind of issue it was immediately fixed with their kind customer service. They have really good features that make it easier to save money,
Excellent!,5,FALSE,Zhellah13,6/12/2021 3:24,Been checking my B history  and everything is great. But Please do not make customer wait on hold over the phone. An hour or so wait is -.  Thank you,
Love it already,5,FALSE,PJ.TH3.G0D™,5/1/2021 0:57,Varo is the sh** it uses plaid just like the best and the app is amazing it’s up to par with chime and other great mobile banks on the market I like this one though look forward to seeing where they go,
Happy,4,FALSE,ElviraandLace69,5/27/2021 21:07,I like it so far but I wish it would automatically put whatever change ( rounding up to the next dollar) after every purchase into my savings account.,
Worst bank ever,1,FALSE,Dariel Aquino,5/23/2021 2:54,After almost a year using varo I gave-up and took my money somewhere else. They promise you 2.8% APY and I had to request it every month because they wont give it to you otherwise. The last time I sent them 5 emails and never got an answer. You can’t deposit cash without paying a fee and they don’t do wire transfers. They don’t do checks either. In few words “Worst Bank Ever”,"{'id': 22979160, 'body': ""Hi\xa0Dariel! We reached out to you via email to assist further with your frustrations. We apologize sincerely for the trouble this has caused you. Let's continue this conversation over email!"", 'modified': '2021-05-24T14:00:22Z'}"
Review,5,FALSE,Milfyoyo42,4/16/2021 5:20,This is totally the best online banking experience that I've experienced. I've been using them since day one. I totally love it. And it's really and advantage getting my check 2 days early.,
Love it,5,FALSE,Agjdecngd123,3/7/2021 12:46,"I enjoy the app, it is very simple to use! It starts to stop working around stimulus time because it gets overwhelmed but after a couple days, it works again!",
Happy customer,5,FALSE,kellyyy@5391,2/6/2021 21:44,I have been using Varo for 5 years now and I couldn’t be any happier with their new look and all that they offer! Check them out you will be happy!,
So easy to use!,4,FALSE,Stinks Mom KB,2/24/2021 9:43,"Incredibly easy to use, and offers a lot of great features but...They need to update transfer speed between accounts. The inability to transfer instantly like most banks is a real drag. Otherwise fantastic!",
Love it!,5,FALSE,BBMARIE22,1/6/2021 9:41,"Love it ! Love it! No hidden fees, unlimited transfers no fees, no maintenance fees , easy download but the new app is okay it updates slow have to kill the Varo app and restart it to see your updated transfer incoming cash app deposit or balance afterwards.",
Great mobile banking app,5,FALSE,tyshira❤️,6/9/2021 0:07,Been with Varo about 3 years now best bank I’ve ever dealt with ! Even have all my friends with accounts now although I’ve never received a referral bonus I still love Varo !,
Great App,5,FALSE,philly__Poppa,4/13/2021 1:28,Cant wait for my believe card since it’s like a credit card but with only your funds available from your debt card.. I really can’t wait,
Great place for banking,5,FALSE,jovaughnhoward95,4/7/2021 19:18,I love Varo been going threw them for about a year now and I super love it when you low on money you could get a advancement and can pay it off nothing big but I love it,
Awesome thank you!,5,FALSE,Grandmain2009!,3/17/2021 23:44,"My daughter told me about Varo and I’m so glad she did! When my boyfriend sends me a money order, it takes no time for it to pass through, just a couple days.",
Getting better.,5,FALSE,Jacc98,3/17/2021 13:29,Little bit of problems originally but has been better since,
New Varo Member,5,FALSE,Kay2445,3/13/2021 13:58,I love varo have been with them since before the transition and it has made things way easier and efficient feels like an ordinary bank with all the special features !!!!,
Online banking,5,FALSE,D3MONS,3/13/2021 1:04,I found Varo in an ad online & thought it was perfect for my boyfriend who doesn’t have a bank account and since then we both mostly use Varo :),
Awesome Bank!,5,FALSE,Shayneka L.,2/15/2021 23:23,Most important feature to me is receiving my paycheck up to two days earlier than scheduled. I love the convince of the app and the style of my new debit card. I refer this bank every chance I get  ❤️,
Good banking,4,FALSE,Country_way12,3/9/2021 22:40,"This is a really good bank, the only problem I have is it did take a while to get my card and I got paid and couldn’t do anything with my money and I called them and I had to wait on hold for 3 hours to talk to somebody",
Great Bank,5,FALSE,LadyGidget5465,2/8/2021 21:23,I’ve never been more satisfied with a bank. They’re courteous. They’re always helpful. They’re there when I need them. It’s fantastic! I appreciate everything they do.,
Make the switch!,5,FALSE,cheyennerana,1/13/2021 10:22,"This is the best banking and app I’ve ever used! Honestly, I was trying to find a con to make in this post, but even the small ones are still better than what I’ve dealt with with CNB and Northwest. I love Varo!",
So far so good,5,FALSE,Bestie96,1/8/2021 1:51,Varo bank app is super easy to use. Super good interest rate on the savings account. It’s user friendly and easy to transfer money as well. I wish there were more deposit ATM’s available.,
Love Varo!,5,FALSE,coltensplat,1/5/2021 21:42,"I’ve been with Varo for close to a couple years now, and I love it! More often than not I get my paycheck days early, pretty nifty savings features, and I’m looking forward to seeing more stuff rolled out!",
Really appreciate Varo Bank,5,FALSE,Wicked_ user,5/30/2021 17:41,So little money so many fees with my previous bank and awful customer service. Not with Varo best customer service by far + no fees at all = satisfied customers.,
What happened Varo?,1,FALSE,Foodforthought510,12/23/2020 3:07,"Back when they were just Varo I had no issues. As soon as I was forced to change to Varo Bank all the issues started. Transferred money from my Apple Cash card to my Varo Bank account and it has not yet been added to my balance! Get your stuff together there are too many other banking apps Chime, Simple, Ally list goes on and on. It’s super easy to just drop Varo for a superior bank provider.","{'id': 19984198, 'body': 'We’re happy to report that our services are now functioning normally. We sincerely apologize for the disruption.\r We are doing everything we can to prevent this from occurring again. ', 'modified': '2020-12-24T16:07:50Z'}"
DID NOT GET MY PAYCHECK,1,FALSE,Saborian,12/17/2020 4:25,I used the Varo app NOT “Varo Bank” had no issues whatsoever paycheck came in 2 days early no issues. When I switched to Varo Bank my paycheck is this week should have came on Wednesday now switching back to my traditional bank. Just why would you guys want to create a whole new app just to add new features instead of doing it on the old Varo app ? Why create a hassle for your users ? And some of them ain’t getting their paychecks.,"{'id': 19856375, 'body': ""We're really sorry to hear you're upset about the switch to Varo Bank. As we've just received our national banking charter, this enabled us to become a bank where we can now offer our own accounts along with other new and improved features. Varo Money accounts are provided by The Bancorp Bank so the switch is necessary and the debit cards are not interchangeable. Ultimately direct deposits depend on your employer. If it takes longer than last time for your deposit to hit your account, it means your employer sent payroll files later. We will release the funds as soon as we receive them. However, we hear your frustrations and your feedback is taken very seriously as we know there is room for improvement. "", 'modified': '2020-12-18T14:13:00Z'}"
Varo,5,FALSE,delta8docta,4/24/2021 19:56,Great app. Love the interface. Easy to navigation. Has biometric login capabilities. No monthly fees. Direct deposit came a day earlier then normal. And I can advance money when I need it now without going thru the headache of applying for loans.,
Been using for years !,5,FALSE,srry2disappoint,4/9/2021 17:25,I love Varo and with the new Varo I can get money borrowed with them it’s so helpful when I need little things for myself or my baby ! They haven’t disappointed me yet !,
Loving my Varo,4,FALSE,murderino426,4/11/2021 15:13,"I really like the upgrades to the app. I was nervous at first but am at ease today. I would like to say I wished they continued with bill pay, some places only take checks or money orders but there’s a way to still pay them.",
Love Varo Bank!,5,FALSE,bkev420,3/13/2021 16:37,This app is amazing! I love how easy banking actually is these days thanks to Varo!!! My wife and I use Varo religiously and love it. Never had any issues and always get paid way earlier than most of my friends! Love it! ❤️,
Great bank No problems,5,FALSE,crunk1304,2/24/2021 20:42,I been with this bank for about 1 year and I have not had any problems!!! Would highly recommend.,
Absolutely love,5,FALSE,Meetchi47358,2/20/2021 3:22,I’ve had no issues running the app and super easy to navigate. Love being able to lock my card when I’m not using it!,
I’m loving Varo,5,FALSE,2blessedtobestressed,2/16/2021 22:53,"I have been banking with varo for 2 years or more now! They have been a remarkably good bank!  I would say yes if you were trying to decide to open an account with them or not! 

Thanks, 
Michelle Patterson",
Stress free banking,5,FALSE,shayleeius,1/23/2021 16:51,This bank really care about its customers. Makes life a lot easier and I love that if needed I can borrow money without any hassles. I just hope that the refer a friend offer returns so I can do just that,
"Unclear APY, bad customer service",1,FALSE,erin29479,2/11/2021 19:52,"When I joined Varo, they had the 2.8% option and the .81% option. Within 6 months, the .81% option had been reduced to .40% APY. 

Despite meeting all the 2.8% APY requirements, I frequently only receive .40% APY. I have contacted customer support multiple times and they have been slow to respond and have never fixed the issue. 

The perk of 2.8% is not worth the hassle of using this bank.","{'id': 21028599, 'body': ""Hello, we're sorry to hear about your experience. The savings account is a tiered variable rate account as described in our terms and conditions. The standard rate may fluctuate in line with the Federal Reserve's rate, however we try to keep the premium tier rate consistently high!"", 'modified': '2021-02-13T00:19:29Z'}"
Best online bank,5,FALSE,thatonefortniteplayer,1/7/2021 5:47,It works great and the app looks pretty clean overall. It’s also the first online only bank so that’s pretty cool as well. I’ve tried many online banks and so far this is the best one.,
Update from 1 star!!,3,FALSE,sideshowvon,1/7/2021 20:18,"Without a notice Varo finally switches me to the new Varo account which deactivated my old Varo account, after i been trying to get a hold of them because my new Varo card was not activating. I figured it out after a payment was declined on my old card.  Thanks for fixing the issue.","{'id': 20277521, 'body': ""We're happy that the issue was resolved! If you have any further questions please let us know!"", 'modified': '2021-01-09T00:53:21Z'}"
Great app easy to use,5,FALSE,Sundae08,6/2/2021 17:28,I opened an account because my fiancé recommended it so we can have a joint account. The sign up was easy to do and I haven’t had any complaints!!!,
Help,1,FALSE,Rodney Silver,12/18/2020 5:56,I can from the old app and moving to new app has been trouble I can’t login any of the accounts no more I can’t login my old Varo no more with my money and the new one I’m stuck in this activating screen so now I can’t use any of my money so I can pay bills or anything so I have two Varo cards now and can’t use any money please help me and it been 2 weeks since the last time I was able to use money,"{'id': 19872377, 'body': 'Thank you for bringing this to our attention. We have reached out to you directly via email regarding this issue. Please respond to this email with any additional questions.', 'modified': '2020-12-19T21:04:15Z'}"
Needs better customer service reps,2,FALSE,c.devaroux,10/31/2020 7:40,"Literally tried this bank because my best friend said it was so.. awesome okay, deposits direct deposit and monies of all sort. Can’t use my card, customer service reps over talk you constantly. As of now I’m writing this review and my card is locked and being declined although I have money in the account, smh not my cup of tea.","{'id': 18829563, 'body': ""We're really sorry to hear your experience has been less than satisfactory, we strive to provide the best customer support that we can so this definitely isn't what we like to hear. For us to assist properly and to get a better understanding, would you please email us at appreview@varomoney.com so we can start by locating your account? Hoping to hear from you!"", 'modified': '2020-11-01T15:51:52Z'}"
VARO IS GREAT,5,FALSE,Maine Jr.,5/6/2021 0:13,"Varo has been working great for me so no complaints so far. One con I noticed is you can only make up $2,500 worth of purchases in a day. Beyond that everything else has been flawless.",
Couldn’t go back to other banks!!,5,FALSE,EROSANTHE,4/29/2021 5:25,"Simple , user friendly . Love the updated communication whenever there’s a transaction. Plus live widget for Home Screen",
Loving it still after over a year!!,5,FALSE,Shant1212,4/28/2021 15:08,"Love Varo!!
I’m wary of strictly online bank(ing).
Out of several different banks/apps like this one (Venmo, American Express Serve & even PayPal), VARO is the one I’ve stuck with.
Varo’s app is so easy to use!
Highly recommended.",
Best bank ever,5,FALSE,Tby4376,4/22/2021 2:31,I’ve been using Varo for a long time. I am very pleased with this bank. The app is easy to use and the customer service is amazing. I am satisfied with Varo and plan on using this bank long term.,
Chime is better,2,FALSE,tyshiver,4/27/2021 21:20,Do yourself a favor and just download chime . Get paid the same the only difference is chime is way more simple to use . Everytime you want to change your number or address you have to send them a selfie of you holding your id over email . SMH will be deleting my account .,"{'id': 22535102, 'body': ""We're sorry you feel this way! We take\xa0security\xa0and safety very seriously, especially when it comes to\xa0profile\xa0updates. Your privacy and data is protected through strong encryption, access control,\xa0secure\xa0processes, and audits. For help\xa0updating\xa0your\xa0profile\xa0information please contact\xa0support@varomoney.com."", 'modified': '2021-04-29T13:31:28Z'}"
I love the update 😍,5,FALSE,dtdangel,4/8/2021 13:25,"I really love the update, I’ve had a Varo account for a long time and never really used it until now, Idk why it took me so long to use this bank account.",
Banking made easy,5,FALSE,lexmperry,3/4/2021 3:17,I love this account so far. I’ve been able to connect seamlessly with my former accounts and transferred funds. Also provided great financial tips and resources to manage my money.,
Varo Banking,5,FALSE,cgdyry,3/1/2021 13:15,Varo is the BEST prepaid debit card ever!! I don’t even use my Key Bank account only my Varo account!! You can do everything with the card! It’s better than any financial institution I’ve ever used!! Way to go Varo y’all are awesome,
Simplist banking I have ever experienced,5,FALSE,WRecked88,2/10/2021 0:43,There has been no hassle whatsoever with Varo. They are responsive and have awesome tools within the account that you can benefit from. 10/10 recommend,
My Varo,5,FALSE,Ray from WIsconsin,1/15/2021 21:18,"I have had this account for several months, no problems. Some days I can transfer from my checking account to Varo and transfer arrives same day.",
Varo,4,FALSE,ita greT,1/19/2021 19:47,"Good bank but takes a while to deposit money after they said it would be instant, like cashapp , when I cash out it’s takes a few minutes to pop up in account",
So far really great,5,FALSE,aublette,11/17/2020 1:08,"Been using Varo for all of 2020 and I haven’t had a single issue. Kind customer support, quick help works exactly how any regular bank would just without the fees",
Best bank account to have,5,FALSE,KennG88,5/6/2021 20:46,It’s way better than having an regular bank account and I would recommend anyone to join Varo Bank.,
Best online bank!!!!!,5,FALSE,worldtraveler001,4/15/2021 22:48,"Can’t get enough of this bank. Great savings, (best in the market) awesome phone platform, with so many features for optimizing daily savings  and customer service is superb. Keep thriving Varo!!",
Amazing alternative to traditional banking.,5,FALSE,brenna n murphy,3/16/2021 15:44,I’ve been using Varo for almost two years now and I love it! I haven’t had any issues with it and I recommend it to everyone.,
Love this bank!,5,FALSE,ChristophorosH,3/14/2021 23:30,"The card is so pretty too, I actually have had strangers say they think it’s gorgeous 😍 Literally the best customer service. The app itself is clean and clear and instant!",
Best Bank Ever!,5,FALSE,Shane Crocker,3/1/2021 21:51,I’m so thankful for Varo. This bank has excellent customer service & the most convenient features offering amenities conducive for streamlined baking providing all the security one needs to know that their finances are safe.,
Dispute,1,TRUE,JustAnotherDay23,3/14/2021 4:07,"I put in a dispute because someone from NJ used my card at a gas station that was not me. I am in Pennsylvania. I put in a dispute. That sided with whoever stole my credit information and I expressed that I was disappointed in their decision as this WAS NOT ME. Then they closed my account. Wow.
Update to their response. So because someone stole my info. You made the decision to close my account and drop me as a customer? Terrible.","{'id': 21630796, 'body': 'Hi! We take fraud very seriously, and our disputes experts thoroughly investigate all claims. Our #1 priority is protecting our community, and we use advanced technologies to complete detailed account reviews before we make the difficult decision to close an account. We wish you the best moving forward. ', 'modified': '2021-03-13T22:09:29Z'}"
So easy to use,5,FALSE,SpclJaxn,1/30/2021 14:15,I just love how easy it is to you. I get paid two days early and I can see all my accounts in one place! The interest on my savings account is phenomenal!!!!,
Ontop,5,FALSE,shutdownthisshit,1/16/2021 3:14,"It seems Varo has taken a course in ""doing what's correct "" on behalf of the customer. I wouldn't go into detail about how Varo has put customers ontop through their philosophy, but banking with Varo has been a variation (similar to ) STUPENDOUS!.",
Lower wait time please and thank you,5,FALSE,kingmizner,5/28/2021 1:34,Exceptional app only fault is wait time they should hire a third party call system or 4th party to help bring down wait time.,
Amazing bank,5,FALSE,Alvarta18,5/21/2021 0:06,I love using my Varo account. It has great customer service and takes care of me!  They make me feel important. I also love getting my paychecks 2 days early!!,
Loving Varo Bank,5,FALSE,Re Babyy,4/29/2021 23:53,"I have been with Varo for 3 years now and it only gets better with time!! No fees, my money comes quickly most times and it’s overall very reliable. I love it!!",
Happiest ever,5,FALSE,annastasia edwards,4/22/2021 1:05,Absolutely love it definitely recommend this app and bank been a customer for a year now very reliable and definitely worth it,
