review,userName,date,developerResponse,title,isEdited,rating
Always available when I’m short on cash,Mz tata,6/5/2021 16:37,"{'id': 23247182, 'body': ""Hi there, we're so glad you're enjoying our app! Let us know what we could do to receive a 5-star rating from you at floatme.zendesk.com :)"", 'modified': '2021-06-07T18:01:31Z'}",Love this App!!,FALSE,4
I got my advance very quickly.,ANevels,5/29/2021 18:04,"{'id': 23134641, 'body': ""Hi there, we're so glad you've gotten your advance quickly! Let us know what we could do to receive a 5-star rating from you at floatme.zendesk.com :)"", 'modified': '2021-06-01T17:01:01Z'}",Quick,FALSE,4
I used the app and only allowed me to advance like 20 bucks. Paid it back like I said I would and now it keeps charging me 1.99 even after I closed the account . Don’t use this app for the love of GOD .,Berry 234,4/30/2021 13:15,"{'id': 22597689, 'body': 'Hi there, thank you for reaching out. We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com using the subject ""Berry 234 Review - Billing""; we’re happy to look into this for you!', 'modified': '2021-05-03T18:10:22Z'}",Won’t stop charging me,FALSE,1
Very very pleased with this app definitely helped me out on the quicks,haleyprober,4/10/2021 13:48,"{'id': 22200791, 'body': ""Hi haleyprober, thank you so much for your kind review! We're so glad we could help :)"", 'modified': '2021-04-12T20:15:34Z'}",Pleased,FALSE,5
"It’s there when I need it, and that’s good enough for me.",av238,3/28/2021 15:38,"{'id': 21954263, 'body': ""Thank you so much for your review, av238!! We're glad we could help :)"", 'modified': '2021-03-30T16:44:45Z'}",Very useful.,FALSE,5
👍,labrador_13,3/6/2021 1:00,"{'id': 21520897, 'body': 'Thank you for your review, labrador_13!! :)', 'modified': '2021-03-08T18:40:36Z'}",Fast and convenient,FALSE,5
Easiest paycheck advance app out there,JJDavis330616,2/16/2021 3:14,"{'id': 21119839, 'body': 'Fast and simple! Words we like to live by. Thank you for your review, JJDavis330616! :)', 'modified': '2021-02-17T18:13:58Z'}",Fast and simple,FALSE,5
It’s good but I’ve been using it for two months and still only lets me get $20 I’m like oh well a Dub is better than nothing,DietCoke1999,2/27/2021 10:06,"{'id': 20639820, 'body': 'Hi DietCoke1999, thank you for your review. Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits.', 'modified': '2021-01-25T18:59:44Z'}",It’s good,TRUE,3
Easy and helped in a pinch. Thank you!,alisoneleine,2/13/2021 15:40,"{'id': 21072894, 'body': ""Hi, thank you for your review! We're glad we could help :)"", 'modified': '2021-02-15T18:16:38Z'}",Easy,FALSE,5
Easy setup. Exactly as described. Got advance in minutes,Kiealowe,2/13/2021 12:26,"{'id': 20790009, 'body': ""Awesome, Kiealowe! We're so glad you found the process easy. Welcome to the FloatMe community! "", 'modified': '2021-02-01T18:49:24Z'}",👍🏽,TRUE,5
Easy to use and help when needed,babshern,1/21/2021 22:48,"{'id': 20640642, 'body': ""Thank you, babshern! We're glad we could help :)"", 'modified': '2021-01-25T20:02:52Z'}",Great,FALSE,5
"Love the fast and quick service, great app.",bigsam619,12/31/2020 22:23,"{'id': 20255650, 'body': 'Thank you! We try our best :)', 'modified': '2021-01-08T04:33:13Z'}",Great service,FALSE,5
Easy to use and very helpful,SBS4L,8/22/2020 10:50,"{'id': 17446266, 'body': ""Hi SBS4L, thank you for your review! I'm glad to hear that FloatMe was helpful."", 'modified': '2020-08-23T22:48:49Z'}",Easy to use,FALSE,5
"The app is a scam, I request the company to delete my bank account information and it never happened. I’ve close my bank accounts and reporting this app to the BB. Also notifying the authorities for record.",mmmiiiittttt1124,12/16/2020 23:56,"{'id': 19858729, 'body': 'Hi mmmiiiittttt1124, we unfortunately do not have any members or support requests which match this name. In order to close your account you just need to visit the ""membership"" page in-app or visit floatme.zendesk.com and use the self-service portal. If you need help or believe you may have set up more than one account you can reach us at floatme.zendesk.com and use the subject line ""mmmiiiittttt1124 review - account""', 'modified': '2020-12-18T15:51:26Z'}",Scam,FALSE,1
"they overdrafted my bank, each time I contacted customer service it would take 10+ days for a response. Terrible customer service. I use multiple apps like this and this is hands down the worst one!",laymoney0408,12/2/2020 2:13,"{'id': 19523853, 'body': ""Hi laymoney0408, we're sorry to hear that you are unhappy with your support experience. Due to increased demand due to COVID-19 and the holiday season our support times are longer than normal. We are currently hiring for several positions in this area but it does take time to catch up with the high demand.\n\nUpdate 12/3/20:\n\nHi, I'm sorry to hear that! Our system does its best to avoid causing any overdrafts when members are repaying their Floats but no system is perfect. That is why we notify members of the repayment date when the Float is requested and continue to show the date in the main page of the app. If you believe the Float was repaid on the wrong date please contact our support team at floatme.zendesk.com and they'll investigate this issue for you.\n"", 'modified': '2020-12-03T17:53:11Z'}",STAY AWAY FROM THIS APP,FALSE,1
Saved me on a last minute crunch. So thankful for this app!,Thatguyleo92,6/4/2021 8:39,"{'id': 23247301, 'body': ""Thank you so much for your review! We're so glad we could help :)"", 'modified': '2021-06-07T18:11:06Z'}",Super Helpful,FALSE,5
I love the app,Amanda@41,5/12/2021 0:01,"{'id': 20269343, 'body': 'Thank you very much, Amanda!', 'modified': '2021-01-08T14:38:47Z'}",Quick service,TRUE,5
Were there when I needed you guys,shaun1476,2/22/2021 22:40,"{'id': 21271730, 'body': ""Thank you for the love, shaun1476! We're so glad we could help :)"", 'modified': '2021-02-24T18:27:43Z'}",Love you guys,FALSE,5
Always there when I need it,ajehusosns,2/19/2021 12:02,"{'id': 21220904, 'body': ""Hi ajehusosns, we're glad we could be there for you! :)"", 'modified': '2021-02-22T18:54:34Z'}",Good app,FALSE,5
Thank you guys for everything,Biglex172317,2/18/2021 22:02,"{'id': 21220945, 'body': 'Hi Biglex172317, thank you for your review!! :)', 'modified': '2021-02-22T18:55:59Z'}",Float,FALSE,5
It got me money from my paycheck two days early,the_shadows_light_,1/18/2021 20:38,"{'id': 20535617, 'body': ""Hi the_shadows_light_, we're glad we could help! :)"", 'modified': '2021-01-20T18:34:43Z'}",Payday early,FALSE,5
"I’ve been banned and am constantly charged I never received nor have been approved all I know is my bank account information and emails to old FloatMe
This is a scam don’t recommend it to anyone",andre brewer unhappy,2/9/2021 10:11,"{'id': 20982726, 'body': 'Hi Andre, thank you for reaching out. I see an agent responded to your ticket on 2/10/21. Please continue replying in there if you have any more questions or concerns.', 'modified': '2021-02-10T18:28:25Z'}",I really rate this no stars,FALSE,1
They always come clutch when I’m in need of some money.,joe riley1,1/8/2021 21:22,"{'id': 20328731, 'body': 'Hi joe riley1, FloatMe is here for you! Glad we could help. :)', 'modified': '2021-01-11T21:32:53Z'}",Float Me Review,FALSE,5
"Amazing! No complaints, help is there when needed",mrgrey1987,1/7/2021 12:34,"{'id': 20274235, 'body': ""Thank you, Mrgrey1987! I'm glad we could lend a hand."", 'modified': '2021-01-08T19:48:24Z'}",Very pleased,FALSE,5
No complaints!,TeeAyeGee,1/6/2021 20:41,"{'id': 20048730, 'body': 'Thank you, Tee!', 'modified': '2020-12-29T00:00:07Z'}",Does what it says,TRUE,5
Got my money fast right away,bree mariee,1/5/2021 18:53,"{'id': 20254728, 'body': ""Thanks, we're glad you're enjoying FloatMe :)"", 'modified': '2021-01-08T03:25:24Z'}",Love it,FALSE,5
"Applied 
Got Approved
Same day CASH!!!!!!
That easy",chkniivdyb,12/22/2020 2:18,"{'id': 19912039, 'body': 'Thank you!', 'modified': '2020-12-21T20:22:02Z'}",Didn’t think it was real,TRUE,5
Works great in a pinch for gas or whatever,Alfie2828,6/8/2021 7:06,"{'id': 23134737, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-01T17:07:12Z'}",Works well,TRUE,5
Your awesome I really neeeded gas money thank you !,tytt196,5/28/2021 20:22,"{'id': 23134727, 'body': 'Thank you so much for your review! :)\n', 'modified': '2021-06-01T17:06:27Z'}",Your the beat,FALSE,5
From sign up to approval in under 10mins...Not Kidding!,Phuk5,5/15/2021 14:37,"{'id': 22858079, 'body': 'Thank you so much for your review! Welcome to the FloatMe community! 😊', 'modified': '2021-05-17T18:10:51Z'}",Quick Approval,FALSE,5
I live love love this app!!! It has helped me sooo many times!!!,👎me,4/21/2021 15:43,"{'id': 22428485, 'body': ""Thank you so much for your review! We're so glad we could help :)"", 'modified': '2021-04-23T21:12:06Z'}",Always there,FALSE,5
I get a lot in my account yet got $20. Pfft! Paid back. Still 20,Polaxis777,5/13/2021 4:25,"{'id': 22468386, 'body': 'Hi there! Most members start at $20-$30 since the average overdraft is caused by a $15 - $25 transaction but increases as we get to know you better and learn your financial habits.', 'modified': '2021-04-26T18:07:43Z'}",Small start,TRUE,4
"Great service, stands behind exactly what they mean and deliver !! Great Job Float Me!!",session123,4/8/2021 11:57,"{'id': 21402101, 'body': 'Hi session123, thank you so much for your review!! :)', 'modified': '2021-03-02T16:07:44Z'}",Very user friendly !!,TRUE,5
Love the app definitely comes in handy,Yes2funsize,3/16/2021 22:01,"{'id': 19944219, 'body': 'Thank you Yes2funsize!', 'modified': '2020-12-23T04:13:53Z'}",Good job,TRUE,5
Really easy to use,rianoxaal,3/8/2021 23:02,"{'id': 21572898, 'body': ""Yay! We're so glad you find our app easy to use, rianoxaal!! :)"", 'modified': '2021-03-10T18:17:42Z'}",Really easy to use,FALSE,5
I’m only doing this cause I’m in a tight spot rn I hope to god this helps me,killer jay 43,2/27/2021 0:34,,I’m scared,FALSE,5
I appreciate your help,Eddie Ray Alv,2/18/2021 10:15,"{'id': 21171059, 'body': ""HI Eddie, thank you for your review! We're so glad we could help :)"", 'modified': '2021-02-19T18:26:53Z'}",Thank you,FALSE,5
This app is very helpful I recommend this,Cool boy270,2/12/2021 15:08,"{'id': 21072976, 'body': ""Hi there, thank you for the review! We're so glad we could help :)"", 'modified': '2021-02-15T18:23:28Z'}",Very helpful,FALSE,5
Spot me 20-50 when needed!!! Easy pay back,elementThee,1/23/2021 15:51,"{'id': 20640473, 'body': '😎😎😎', 'modified': '2021-01-25T19:48:48Z'}",Great app,FALSE,5
"Poor communication in regards to actually helping solve issues, not worth it for even just $2 a month, it maybe only works once every three months",mojo2651,1/25/2021 16:37,"{'id': 20691901, 'body': 'Hi mojo2651, thank you for reaching out. We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com; we’re happy to look into this for you!', 'modified': '2021-01-27T17:39:10Z'}",Communication,FALSE,1
Gives me fast cash when I need it!,kaylamay115,1/9/2021 16:24,"{'id': 20328606, 'body': ""Hi kaylamay115, we're glad we could help! :)"", 'modified': '2021-01-11T21:22:10Z'}",Great App,FALSE,5
It has worked well so far.,Tcupp47,12/23/2020 20:27,"{'id': 20255714, 'body': 'Thank you for your help!', 'modified': '2021-01-08T04:36:43Z'}",So far so good,FALSE,5
Great reliable app for when I need fast cash,June2wavyyy,12/17/2020 16:47,"{'id': 19863538, 'body': ""Thanks, June! I'm glad we could help :)"", 'modified': '2020-12-18T23:29:26Z'}",Float me,FALSE,5
Thank you,jarnklo,6/11/2021 8:54,"{'id': 23134723, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-01T17:06:06Z'}",Thanks it helps,TRUE,5
They still your information. After I connected my bank to the account and my debit card information. The App takes forever never get to see my account 😳Help Help,laquon12,10/25/2020 0:20,"{'id': 18902326, 'body': 'Hi laquon12, thank you for reaching out. Please contact our support team at floatme.zendesk.com; they can look into this for you.', 'modified': '2020-11-04T19:01:24Z'}",Please Don’t,FALSE,1
"App crashes and does not work. I can’t even unlink my bank account and it keeps charging me every month for the subscription even through I can’t even use it, so be very wary of this app!!",angelax93,8/27/2020 17:33,,App does not work,FALSE,1
Fast and easy to use app,mclovin559,6/5/2021 17:54,"{'id': 23247289, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-07T18:10:11Z'}",Fast cash,FALSE,5
Take your time it’ll come,Dboytheslora,5/29/2021 14:24,"{'id': 23134690, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-01T17:03:20Z'}",Nice,FALSE,5
Must-have,Glamtron,5/8/2021 21:06,"{'id': 22750961, 'body': 'Thank you so much for your review! :)', 'modified': '2021-05-11T17:22:29Z'}",Fast & Easy Service!!,FALSE,5
Great way to make ends meet til payday!,christealou,4/26/2021 12:15,"{'id': 21147188, 'body': ""Hi christealou, thank you for your review! We're so glad we could help :) "", 'modified': '2021-02-18T19:23:53Z'}",Running short,TRUE,5
Thank you very much!!,pollydeb,4/20/2021 14:42,"{'id': 20407094, 'body': ""Hi pollydeb, we're glad we could help! :)"", 'modified': '2021-01-14T15:57:05Z'}",Very helpful & easy,TRUE,5
Gives me a $20 advance. Not much but thankful,marilenamasolatti,4/13/2021 19:58,"{'id': 22267938, 'body': 'Hi marilenamasolatti, thank you for your review! The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-04-15T18:39:57Z'}",Money,FALSE,5
Great I guess,jajasjser,4/15/2021 15:13,"{'id': 22289988, 'body': ""Hi jajasjser, we're so glad you're enjoying our app! Let us know what we could do to receive a 5-star rating from you at floatme.zendesk.com :)"", 'modified': '2021-04-16T19:09:06Z'}",Signed up 5 minutes later approved for 20 dollar loan,FALSE,4
How can I increase my advance,Cash1443,3/30/2021 19:29,"{'id': 21716127, 'body': 'Hi Cash1443, thank you for reaching out. The system increases Floats based on a variety of factors, including the number of Floats taken out and on-time repayment history. Please feel free to reach out to support for more information on this specific case.', 'modified': '2021-03-17T20:14:16Z'}",Increase,TRUE,5
Super quick and easy,azorasarah,3/26/2021 16:27,"{'id': 21930948, 'body': 'Thank you for the love, azorasarah!! :)', 'modified': '2021-03-29T16:39:42Z'}",Love it,FALSE,5
Saved me from a pinch!,AstroBoyy,3/6/2021 23:19,"{'id': 21520723, 'body': ""Hi AstroBoyy, thank you for your review! We're so glad we could help :)"", 'modified': '2021-03-08T18:28:05Z'}",Saved,FALSE,5
Quick application and loan process.,Evanhult,2/21/2021 17:31,"{'id': 21271800, 'body': 'Thank you for your review, Evanhult!', 'modified': '2021-02-24T18:33:11Z'}",Fast approval,FALSE,5
So easy and fast that’s a plus for me,Bimosey,6/11/2021 18:46,"{'id': 22773170, 'body': 'Thank you so much for your review! :)', 'modified': '2021-05-12T18:56:38Z'}",Review,TRUE,5
"I downloaded this app, linked my bank info, selected to be “floated” $20 which they NEVER deposited and then charged me $25 a week later. I’ve contacted customer service but they’ve never gotten back to me. I’m having their ACH blocked and reported. DONT DOWNLOAD!!!",Famustrsstraps93,1/11/2021 16:34,"{'id': 20382284, 'body': 'Hi Famustrsstraps93, thank you reaching out. We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com using the subject ""Famustrsstraps93 Review - Floats""; we’re happy to look into this for you! ', 'modified': '2021-01-13T18:16:44Z'}",Total scam!!!!,FALSE,1
While they are fast and efficient they do not offer a very high float. It is almost not worth it to use the service.,Dnjbdjamj890709,12/19/2020 17:03,"{'id': 19886309, 'body': ""Hi Dnjbdjamj890700, thank you for sharing your thoughts. We initially offer most members $20 - $30 since most overdrafts are caused by a $15 - $25 transaction and we don't know you well yet. As we get to know your financial habits better most members see their Float limit increase with time."", 'modified': '2020-12-21T02:43:48Z'}",Fast and available but not a very high float,FALSE,2
I love this app already,yolanda mcallister,6/6/2021 4:42,"{'id': 23247237, 'body': 'Thank you so much for the love! :)', 'modified': '2021-06-07T18:05:43Z'}",My instant cash,FALSE,5
Good but they charge $4 fee just for $20,jalexus456,6/1/2021 10:51,"{'id': 23158578, 'body': 'Hi there, thank you for your feedback! The FloatMe membership provides free Standard Floats. In addition, members can also choose to use Instant Floats; which have a small transaction fee due to the higher transactional costs. ', 'modified': '2021-06-02T17:59:27Z'}",Good but they charge fee to get just $2,FALSE,5
Easy to set up and verify account,gmunny616,4/3/2021 9:25,"{'id': 22054461, 'body': 'Thank you for your review!! :)', 'modified': '2021-04-05T16:28:21Z'}",Great app,FALSE,5
Followed directions on app and the money was in my account in 2 hours ! Great app !,marieg616,5/18/2021 22:11,"{'id': 19912665, 'body': ""Thanks marieg616! I'm happy to hear that everything is working smoothly for you :)"", 'modified': '2020-12-21T21:11:39Z'}",Very Nice !,TRUE,4
Float Me gets me that little extra I need just in time!,Samagail,3/22/2021 16:46,"{'id': 21666821, 'body': ""Hi Samagail, thank you for your review! We're so glad we could help :)"", 'modified': '2021-03-15T19:36:28Z'}",Love it!,TRUE,5
Simple and easy,krazycastro,2/9/2021 18:25,"{'id': 21004033, 'body': 'Thank you for your review, krazycastro!!', 'modified': '2021-02-11T16:18:29Z'}",Need cash,FALSE,5
Got my wife home safely thanks to the app,RogueXSol,1/27/2021 22:44,"{'id': 20737955, 'body': ""Hi RogueXSol, we're so glad we could help :)"", 'modified': '2021-01-29T18:14:53Z'}",Thank you,FALSE,5
Need help couldn’t ask no one . Float was there for me,quincy2319,1/19/2021 23:49,"{'id': 20557747, 'body': ""Hi quincy2319, we're so glad we could help! :)"", 'modified': '2021-01-21T15:46:02Z'}",Need help,FALSE,5
You really help me in my time of need,RamirezIrwin,11/3/2020 20:28,"{'id': 18975395, 'body': ""Thank you! I'm glad we were able to help."", 'modified': '2020-11-09T04:52:20Z'}",Thank you float,FALSE,5
Easy but limit is too low.,apgolden1976,12/24/2020 11:59,"{'id': 20017311, 'body': ""Thank you Apgolden1976, I'm glad we could help. Most members start with a $20 - $30 limit which increases as we get to know you and your financial habits better."", 'modified': '2020-12-27T19:30:38Z'}",Apgolden1976,FALSE,4
Like how quick it comes,brittchaves,12/19/2020 18:38,"{'id': 19886739, 'body': ""Thanks, brittchaves! I'm glad we could help :)"", 'modified': '2020-12-21T03:06:32Z'}",Good for quick money,FALSE,4
"That was super easy and trusting., I will most certainly honor this relationship…",Giogizzle,6/6/2021 23:19,"{'id': 23272568, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-08T21:07:06Z'}",Wow,FALSE,5
Always comes in handy,Jejeihedh,5/27/2021 14:43,"{'id': 23073125, 'body': ""Thank you for your review! We're so glad we could help :)"", 'modified': '2021-05-28T20:12:42Z'}",Love it,FALSE,5
Lifesaver! Thank you so much for the help!,Nea216,4/30/2021 15:27,"{'id': 22054506, 'body': ""Thank you so much for your review, Nea216! We're so glad we could help :)"", 'modified': '2021-04-05T16:30:45Z'}",Very grateful customer,TRUE,5
It’s really useful!,leddona,4/23/2021 7:16,"{'id': 22468688, 'body': ""Thank you! We're glad we could help :)"", 'modified': '2021-04-26T18:23:13Z'}",Fast service,FALSE,5
This was too simple. Quick help in. Jam.,C'AiraC161,4/12/2021 20:55,"{'id': 22246415, 'body': ""Hi C'AiraC161, thank you for your review! We're so glad we could help :)"", 'modified': '2021-04-14T18:32:04Z'}",Helped in a jam,FALSE,5
Low on cash and need funds ASAP try FloatMe. Gets you cash ASAP no hidden fees.,interpol1989,3/18/2021 13:18,"{'id': 21762626, 'body': 'Hi interpol1989, thank you so much for your review! :)', 'modified': '2021-03-19T20:18:11Z'}",FloatMe,FALSE,5
Quick simple just amazing,scottv33,3/9/2021 0:55,"{'id': 21572877, 'body': 'Hi scottv33, thank you for your review!! :)', 'modified': '2021-03-10T18:16:50Z'}",Great app,FALSE,5
Was Easy & Fast Setting Things Up! Got Approved Within Mins ☺️,Rock_Smith31,2/11/2021 5:18,"{'id': 21024130, 'body': ""Isn't that amazing! We're so glad you found your experience fast and easy. Welcome to the FloatMe community! "", 'modified': '2021-02-12T16:29:47Z'}",Very Cool App,FALSE,5
Came in handy right when I needed it!,Lady Kendra,12/21/2020 15:09,"{'id': 19937527, 'body': 'Thank you very much, Lady Kendra :)', 'modified': '2020-12-22T18:46:28Z'}",Amazing,FALSE,5
Very easy and convenient for me to use,HannahToomalatai,12/21/2020 6:18,"{'id': 19937514, 'body': ""Thank you, Hannah! I'm glad you're enjoying FloatMe :)"", 'modified': '2020-12-22T18:45:35Z'}",Great,FALSE,5
Easy to use and comes in handy in a pinch!,Efgcd,12/21/2020 3:24,"{'id': 19937373, 'body': ""Thank you Efgcd, I'm glad we could help!"", 'modified': '2020-12-22T18:33:30Z'}",Great,FALSE,5
Thank you for helping me!,Joshshs13,12/9/2020 21:38,"{'id': 19702700, 'body': ""You're welcome! Thank you for being a member of FloatMe :)"", 'modified': '2020-12-11T17:09:43Z'}",Thank you!,FALSE,5
This little gem comes in handy!,CharlieManson1969,6/6/2021 21:00,"{'id': 23272571, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-08T21:07:16Z'}",Love this app!,FALSE,5
My account is still blocked and it’s been over 60 days,fycyvjvi,11/28/2020 17:29,"{'id': 19886335, 'body': 'Hi fycyvjvi, please reach out to us at floatme.zendesk.com using the subject ""fycyvjvi review - account lock"" and we\'ll be happy to look into this for you!', 'modified': '2020-12-21T02:44:47Z'}",Why,FALSE,3
I had to email 3 times in order to get them to fix the link with my bank account so I could cash out. It took a week for them to fix it.,Quim1523,6/9/2021 0:04,"{'id': 23335387, 'body': 'Hi there, we thank you for your feedback. We unfortunately are not able to find any users or support requests matching this name. Please contact us at floatme.zendesk.com if you have any more feedback.', 'modified': '2021-06-11T19:57:30Z'}",Not the best,FALSE,1
App has gotten a lot better.,Joshie_Boy549,5/30/2021 18:22,"{'id': 23134660, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-01T17:02:00Z'}",Noice,FALSE,5
Nice get get money when you need it,dferg0924,5/23/2021 8:25,"{'id': 22984482, 'body': 'Thank you so much for your review! 😁', 'modified': '2021-05-24T18:17:33Z'}",FloatMe,FALSE,5
Great app for when you need a $$$ to get you by,dethcon,4/18/2021 16:45,"{'id': 22356760, 'body': 'Thank you for your kind review, dethcon! :)', 'modified': '2021-04-20T15:56:26Z'}",Awesome,FALSE,5
I love it I can get money when ever I need it,jazzybug0019,4/16/2021 4:11,"{'id': 21666742, 'body': 'Thank you for the love, jazzybug0019!! :)', 'modified': '2021-03-15T19:29:46Z'}",.,TRUE,5
Thank you for your help ❤️,SavGrad,2/22/2021 16:18,"{'id': 21246891, 'body': 'Hi SavGrad, thank you for your review! Glad we could help!!', 'modified': '2021-02-23T20:01:12Z'}",Thank you,FALSE,5
I canceled my account several months ago and they are still taking $1.99 every month out of my account. And I try to log in and it says user is blocked. It’s very discouraging,SMH_123,3/12/2021 7:01,"{'id': 21666726, 'body': 'Hi SMH_123, thank you for reaching out. We never charge users who have inactive accounts. This can occur if a member has more than one account and doesn\'t cancel all of their accounts. Please contact us at floatme.zendesk.com using the subject ""SMH_123 Review - Billing""; we’re happy to look into this for you!', 'modified': '2021-03-15T19:28:28Z'}",Don’t use,FALSE,1
Saved me from overdraft,Hrjpayne,2/18/2021 19:42,"{'id': 21220949, 'body': ""Hi Hrjpayne, we're so glad we could help :)"", 'modified': '2021-02-22T18:56:16Z'}",Big Help,FALSE,5
"Great, easy and do not take longer",MIREYE11,2/18/2021 15:44,"{'id': 21171048, 'body': 'Hi MIREYE11, thank you for your review! :)', 'modified': '2021-02-19T18:26:01Z'}",Good app,FALSE,5
"Helps a lot a great app , only do business with good people!👌🏾💯💰",DDaDa0926,2/17/2021 3:24,"{'id': 21144862, 'body': ""Hi DDaDa0926, thank you for your review! We're so glad we could help :)"", 'modified': '2021-02-18T16:42:15Z'}",Good work!!,FALSE,5
FloatMe is a great app so far gave me what I needed when I needed it!,amsrjc1228,1/31/2021 9:04,"{'id': 20507434, 'body': ""Thank you for your kind review! We're so glad we could help :)"", 'modified': '2021-01-19T15:43:05Z'}",Wonderful app,TRUE,5
Never have a problem,aday0210,1/28/2021 8:09,"{'id': 20737777, 'body': ""Hi aday0210, thank you for your review! We're so glad you've never had a problem with us! "", 'modified': '2021-01-29T17:59:39Z'}",Hood app,FALSE,5
So far so good and I will continue to use it,Gigibabi19,1/11/2021 3:00,"{'id': 20352649, 'body': 'Awesome! :)', 'modified': '2021-01-12T16:30:26Z'}",I love it,FALSE,5
It is useful and it does what is intended but $4 to get the advance instantly is a little steep just to be charge $2 to have the account.,aet9169,1/26/2021 23:35,"{'id': 20715350, 'body': ""Hi aet9169, we're so glad you find our app useful! We offer a transparent $1.99 membership which includes free standard Floats. Members can also choose to use Instant Floats, which have a small transaction fee due to the higher costs."", 'modified': '2021-01-28T17:51:48Z'}",Review,FALSE,3
Really helpful when you’re in a slight bind. Thanks you guys!,Great Scam 12345,12/25/2020 19:13,"{'id': 20017415, 'body': 'Hi, thank you for your review!', 'modified': '2020-12-27T19:49:44Z'}",Awesome In a pinch,FALSE,5
Works when I need it,myNewlife_2021,6/10/2021 1:42,"{'id': 23335469, 'body': 'Thank you so much for your review! :)', 'modified': '2021-06-11T20:08:02Z'}",Great,FALSE,5
I have been charged twice $1.99 for a membership but yet I’m not able to access the app it keeps telling me error. Not very happy with this app,Face224,11/23/2020 2:23,"{'id': 19473626, 'body': ""Hi Face224, we're sorry that you're experiencing difficulties. It looks like you were on version 2.5.0 when this review was written- please try updating to version 2.5.3. If this does not solve your issue please contact us at floatme.zendesk.com and we'll assist."", 'modified': '2020-12-01T21:53:42Z'}",Not very good,FALSE,2
The float need to be higher. I have gotten only 20 dollars for about 3 times and they will not give more. Even 50 is not enough,fatfat269,10/20/2020 15:09,"{'id': 18650182, 'body': 'Hi! The amount we Float is based on each customer and usually increases as we get to know you better. If you want to learn more (or contact support) please visit floatme.zendesk.com', 'modified': '2020-10-22T20:02:47Z'}",Disappointed,FALSE,2
I have contacted customer service several times over the last several days and have received no response.,reallynothappy87,10/14/2020 17:35,"{'id': 18525877, 'body': ""We're sorry to hear that you’re having a bad experience with our customer service. I'll personally take a look in to your issue. What's your name?"", 'modified': '2020-10-16T13:58:21Z'}",No customer service,FALSE,1
"Used this app, never received my requested float of $20, and then come payday they took $20 from my account, even tho I never received a float still. This company is full on crooks and it’s impossible to get ahold of anyone. NEVER USE.",kbbbbb12547,9/15/2020 13:11,"{'id': 17941258, 'body': ""Hi kbbbbb12547, unfortunately I'm not able to find any accounts or support requests that match this name. Our support team can be reached at support@floatme.io or via DM. We're here to help and want to look into this for you."", 'modified': '2020-09-17T20:36:53Z'}",Horrible and robs you,FALSE,1
Good for when your in a tight spot,arybay,6/7/2021 18:27,"{'id': 22858081, 'body': 'Thank you so much for your review! 😊', 'modified': '2021-05-17T18:10:58Z'}",Excellent,TRUE,5
It’s helps when you need it.,JRA9993,5/20/2021 18:46,"{'id': 22984574, 'body': 'Thank you so much for your review! 😁', 'modified': '2021-05-24T18:21:43Z'}",Ra,FALSE,5
"It’s usually behind on my bank balance, and most of the time it says my balance is negative when it’s not.",NassiaJo,5/22/2021 14:48,"{'id': 22984462, 'body': ""Hi, we rely on data sent by your bank to update things like transaction records, budgeting, and your balance. Most banks send us updates multiple times daily but other can take a few hours to update. If more than 24 hours pass without an update please contact our support team at floatme.zendesk.com and we'll help."", 'modified': '2021-05-24T18:16:39Z'}",My review,FALSE,2
FloatMe has been the best thing since sliced bread all legit and been amazing,jamesmgeesling,4/23/2021 3:43,"{'id': 22334863, 'body': 'Thank you so much for your review, jamesmgeesling!! :)', 'modified': '2021-04-19T19:07:23Z'}",Amazing,TRUE,5
Definitely helps you when you need cash before payday,sarahhale84,5/16/2021 20:01,"{'id': 22861069, 'body': 'Hi Sarahhale84, thank you for your review! Please reach out to us at floatme.zendesk.com if you have any suggestions for how we can improve and earn a 5-star rating :)', 'modified': '2021-05-17T22:30:53Z'}",Great app,FALSE,3
I was experiencing hardship due to covid and FloatMe gave me enough to avoid overdraft fees .. thank you FloatMe,chinochepit,3/6/2021 7:14,"{'id': 19911989, 'body': ""Thanks, chinochepit! I'm glad we could help during this difficult time and prevent your overdraft :)"", 'modified': '2020-12-21T20:19:06Z'}",Cash advance,TRUE,5
