developerResponse,userName,review,isEdited,title,date,rating
,cjluvgzus,"This alternative payment is phenomenal! You can pay 1/4 of the payment every payday until it’s paid off with no interest! It’s easy and simple I just throw it on my card to be automatically witndrawn so I don’t have to worry about it! I’m so happy I don’t have to pay $200 for shoes right off the bat anymore!! Some may say you shouldn’t use it if you don’t have it. But some
People are like me try to be cheap and this is way to pull a big chunk out your money for cute purchases!!",FALSE,Awesome way to pay,9/28/2020 2:50,5
,Claytone1234794,"Customer support hung up on me more than once, like cold hung up. If you wait more than about 15 minutes on hold and they still don’t answer they auto hang up before even reaching a representative, that also happened more than once. 
On top of the terrible phone support The issue I was calling about was to report a potential flaw/bug in their system that ended up putting a hold on my account and was looking into how to report that. Pretty wild how unprofessional the phone chat was compared to the live chat. Neither was much help though.
Otherwise the app is fine, not the best compared to other competitors for sure.",FALSE,I loved this app until I had an issue,12/10/2020 16:33,2
,Mally Mal35,"I like the service they provide here, but I have an issue with the response times of my messages in app to support. I have yet to receive any response from anyone in support through the app when it says that they respond in 10 minutes. It’s been 4 weeks. Also, I didn’t like the fact that I was charged an extra $4 for an unexplained reason. Yes, $4 is not a lot of money, but the point is I should be notified upfront why I am receiving that charge. If support responded within the time it states in the app and explained any and every fee this would be an easy 5 stars, but I can not right now.",FALSE,Solid,12/9/2020 16:51,3
"{'id': 16294018, 'body': ""Just what we like to hear! We're so happy that we can make things a little easier! 🙌"", 'modified': '2020-06-29T18:50:32Z'}",DinerLacy,"QuadPay has been a lifesaver! Absolutely perfect! Not hard at all, takes no time at all, just no complaints here. I am a low income mom, and my job In hospitality was affected by COVID-19. But there was QuadPay! In case you didn’t know it is NOT just for online purchases it CAN also be used in the store! I mean?! You can’t beat that. There’s no excuse for anyone not to download this app. Just go ahead and do it even if you don’t think you need it now, you ever know and when you do, there it will be for you. Thanks QuadPay💙",FALSE,Lifesaver!,6/22/2020 2:55,5
"{'id': 17129631, 'body': ""Hi there, Thank you so much for reaching out and sharing your experience with us. We are so sorry for the issues you're experiencing. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2020-08-06T21:47:08Z'}",Pamerrah,"I was excited about this at first but I doubt I’ll use it again. First thing I don’t like, you have to pay off your purchase before you can use it again for a second purchase. I bought something from one place and went to buy from another but couldn’t even though I still had “credit” left. Second thing I don’t like, some merchants require a card be swiped in order to process a return. Therefore you can’t get your QuadPay account credited. So you’re left with having to pay the installments which means that you can’t purchase anything until you pay the installments. I like the idea and concept but its a hassle and not worth it.",FALSE,Meh,8/5/2020 23:04,2
"{'id': 16201911, 'body': ""We are so sorry for the issues you're experiencing. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2020-06-24T20:05:27Z'}",mackied11,"I already have a QuadPay account from shopping online. I kept getting emails to download the app and use it anywhere, so I’m like right on let’s do it! Well the app does not give you the option to login, only “Get Started” and after I went through all the information it told me I already have an account and wanted me to verify my email. So I do that and all it does is start me right back at the home page that says “Get Started.” I tried looping through it several times and tried getting support but there were only robotic responses. I finally gave up and uninstalled the app. I guess it’s sweet of you don’t already have an account, but for the people who do, good luck getting into the app!",FALSE,Would be nice if I could login!,6/24/2020 13:25,1
"{'id': 16052582, 'body': 'This makes us so happy! 💖Thanks for the love and keep on #QuadPaying!', 'modified': '2020-06-17T18:20:06Z'}",Shangalang1,"My girlfriend and I just purchased our first king-size bed, but the store didn’t have a frame we liked. We found one online, but were kinda strapped for cash, and had already maxed out our new card with this massive bed. With QuadPay, we were able to go ahead and buy the new frame we wanted, and not have to sleep on the floor until the next payday.

Great news! Our new frame is being delivered the day before our new bed. Finally...a good night’s rest! Thanks, QuadPay!",FALSE,Finally...a good night’s rest!,6/13/2020 0:57,5
"{'id': 15399609, 'body': ""We're so glad we can be here for you! Thank you for the thoughtful review 😊"", 'modified': '2020-05-18T18:56:45Z'}",kenicx,"I have made a couple of purchases using QuadPay, when I was on a site that offered this option for payment. over the weekend. I used the quadpay app to make a purchase that didn’t have an association with any of these services.  I was able to navigate to the shopping site from inside the app.  I identified how much I was wanting to spend. They created a onetime use credit card number for the purchase and it was that easy. I’m so exited to get my purchases it!",FALSE,Flexible and convenient,5/18/2020 3:37,5
"{'id': 14789371, 'body': ""Just what we like to hear! We're so happy that we can make things a little easier! "", 'modified': '2020-04-20T14:47:27Z'}",Praticalmagic,"I absolutely love this option.

I have used quadpay for 4 purchases in the past month! Lol it’s addicting but it’s easier to pay a small payment down and when you feel comfortable pay it all off like I did or just wait every two weeks and make a minimum payment for a large purchase . I’m so happy I started to use this now I can treat myself, or buy that thing I’ve always wanted but didn’t want to spend all the money at once. 

Great App and company !",FALSE,Quadpay is the new thing,4/20/2020 3:07,5
"{'id': 14574222, 'body': 'Thank you for the awesome review! We are thrilled that we can make your life a little easier! Keep on #QuadPaying', 'modified': '2020-04-09T19:05:36Z'}",mommamac925,I heard about Quadpay from a coworker and was really confused on how it really works. But it’s just as easy as it says. Find what you want and they will split it into 4 equal payments and draft it for you. There are also reminders that come of the week of the draft just to remind you plus the option to pay early!!  Now the app is a major plus. Because it puts everything in one place making for easy shopping either in stores or online. I really love it!!,FALSE,Easy and quick!,4/6/2020 0:56,5
,SD Sniper,"I love using Quadpay. It’s nice and convenient to know when you want to make an expensive purchase you don’t have to break the bank doing so. You can split it into 4 interest free payments!  I have used it to purchase UGGS and Fashion Nova clothing several times!😅  One other great thing about using quad pay is once that fourth payment is made (each billed every 14 days) it’s yours free and clear. No interest,additional fees or credit card payments hanging over your head. You can actually enjoy your purchase guilt free!😊",FALSE,Love❤️🥰,12/9/2019 6:37,5
"{'id': 13205066, 'body': ""Thank you for the review and sharing your experience with us! We want to safely approve as many people as possible, but aren't always able to do so. Please have him email appreviews@quadpay.com and we'll be happy to review his account. Thanks!\r\n"", 'modified': '2020-01-30T15:33:32Z'}",tankkgirl26,"I’ve used QuadPay twice. The first time I shopped for something online and they split my payments down to every two weeks. The second time I decided to purchase something was in store at Adidas. They basically make it easy, you just have to add their digital card to your Apple/Android wallet. The only issue I’ve experienced is that my boyfriend tried using the app not too long ago and it denied him, he later received an email stating that QuadPay has too many customers and cannot grant him access yet. I hope they figure something out.",FALSE,It’s convenient,1/30/2020 4:13,4
"{'id': 13042288, 'body': ""Hi there! We are so sorry for the trouble you're experiencing. We would be happy to help with this. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Looking forward to sorting this out :)"", 'modified': '2020-01-21T14:53:29Z'}",rudeness21,"New to quadpay I got approved and everything but when it’s time to get a card it told me my account is on hold, so I decided to reach out to them I spoke to someone name Angelica who told me everything in my account is good to go and try back in 24hrs which I did and it still didn’t work so I reach out again and she told me everything is find on her end and she don’t know y it’s not working so I let it be for a few more days to see if it will work so when I try back still nothing and it’s been about 3 weeks now and I’m not getting any respond thru email anymore and I’m starting to get annoyed",FALSE,Account on hold,12/20/2019 6:09,3
,TEEthaG,"I’ve used Quadplay before because a merchant offered it was a payment method on their site. One day I decided to see if there was an app & here it was! I ordered from the store I already planned to(was confused about the card at 1st, but got the hang of it) & decided to just browse the app afterward. I was amazed when I realized I can basically google any store through the app & still use QuadPay even if the merchant doesn’t offer it. I think I may be using this for my online purchases from here on out",FALSE,So convenient,10/7/2019 15:11,5
,handle78,"I had tried a few apps like this that were extremely difficult and disappointing and created ordering issues due to being foreign country payment sources! I am so happy to have QuadPay!!!! It’s so awesome thank you QuadPay you are fabulous and so easy and professional and wonderful !!!! And all the stores I could ever dream of choosing from are on here ❤️ 
I’m never going to miss a clearance sale again due to low funds !!! QuadPay I love you ❤️😘💕 I am recommending QuadPay to all my friends and family and clients!!!!",FALSE,Fabulous American payment app,7/12/2019 2:29,5
,MTrr2021,"I Got Approved Right Away With a Certain Amount, And was able to succesfully place my stuff from any store through them, is very convinient and is split into 4 easy payments. I love this. I never write reviews but you guys deserve it. 🙌🏼🙌🏼🙌🏼 Amazing. Just make sure everyone Always check for updates on the app , because you might think is not working . but is because you need to update the app , thats all and your orders will go through perfectly 🥰",FALSE,I Totally Recommend This App ❤️,3/2/2021 14:05,5
,Nora157953378,"This app is awesome. I like that you can pay anywhere you want. I used it at American Eagle online. When I received my items, I did have to make a return so I went to my local AE and they couldn't make the return because I didn't have a physical card or anything to scan. They said if it was an app like apple pay it would work. I ended up just getting store credit. I'm not sure if it's like that at other stores because sometimes they don't need to scan a card. Other than not being able to make an in store return, it's awesome.",FALSE,Almost Perfect,7/2/2019 1:35,4
,monabode,I wasn’t sure if the app was legit or would work with different levels of credit... turns out it does use a score just pay every few weeks and you’re good. I love the app. I bought a sewing machine and once I pay that off I’m gonna buy something else... thanks for a place that accommodates those with less the perfect credit and those with some financial issues but able make payments... I have already recommended this app to a few people,FALSE,So far so good,2/8/2021 20:05,5
,MsIndependentMom,I seriously love this app! It has so many stores it’s unbelievable!. Not like the other apps that don’t have many options. I was a little confused about how to check out but overall the app is great! I cannot complain.  They start you off with a small balance which is hard when you trying to purchase an expensive item but overall 5 stars. I will definitely continue to use the app so I can build a history to have my limit increased.,FALSE,Love the app! ❤️,10/28/2020 3:40,5
,Pastor RRS,I would recommend this app to anyone who works with a tight budget. The app is user friendly and works with many stores you shop at in the mall or even trendy uptown locations without leaving your home. You can also receive great discounts and deals and the best thing is you can pay you balance in 4 payments every 2 weeks and get what you like right now! I shopped at 2 stores Ugg and Banana Republic and loved the ease and service of the app plus the free shipping. (Varies depending on the store),FALSE,Amazing App,10/13/2020 2:30,5
,zombbey,This type of app honestly comes so in handy when you want to buy something but can’t afford it all at once! Getting the chance to pay off items in 4 small payments is such a good deal! And there’s no extra fees you just pay exactly what the amount is and YES your items get shipped to you as soon as you make the first payment! You don’t have to wait for your items till you pay off the last payment and that’s honestly awesome! Highly recommend!,FALSE,HIGHLY RECOMMEND,10/4/2020 0:51,5
,FFMc,I’m always worried to hold off on making clothing purchases online because I’m afraid items will be sold out by the time I get the full amount into my paycheck so this is my go-to workaround for that. I also find it to be one of the only ways I survive at Christmas time! It’s similar to layaway but I get my stuff right away and know that the smaller amount coming out of my bank account regularly is much more manageable than a lump sum. So grateful for this!!! It’s been a lifesaver!,FALSE,Insanely easy and convenient,10/3/2020 20:48,5
,NDCunning,"I downloaded the app not too long ago, and have made my first purchase. What is great is I was able to use the “temp card number,” on a site they don’t have listed, so I could use this for just about anything! 

I haven’t yet made a second payment or payed off the amount, so I’m not sure how long this greatness will last, but I hope everything goes smooth and I just pay what is owed and nothing more. 

Will update when it’s finished being payed off!",FALSE,"Great idea, hope it works!",9/18/2020 0:51,5
,KckellymomKat,"I have been burned terribly with afterpay and certain merchants.  Quad pay is nothing like that.  Smooth sailing.  Breaks up a large buy into 4 equal payments to pay off over a 6 to 8 week period.  I love this for big purchases.  You can choose to pay early, push back a payment by a day or 2.  Its amazing.  I use it on big and small purchases.  But I really like it for Coach bags or Rebecca Minkoff.  Feels like I can afford that designer stuff when I can split the payment.  Wish I could increase my balance today!",FALSE,Love QP,8/22/2020 1:48,5
,Hojo 21,"The app is awesome but if the purchase does not go through automatically, keep an eye on your bank account because it will still come out of your bank and I just saw it pop up in my account. It took care of the others but I am still missing one payment that did not get back yet. I feel it is just a glitch between the co. Working together once that is all figured out this will be a game changer for shopping - other then that I loved how it showed u your payment break down",FALSE,Great app but keep an eye on you bank account,8/31/2020 1:38,4
,"Celeste, FL","I had no idea QuadPay existed until I found it on google. I was looking for a way to split my payments on a WayFair purchase. I have used Affirm in the past, but it’s not available for use on a lot of sites. I checked out QuadPay and was able to purchase an item on WayFair and will be paying it off in 4 interest free payments!! After checking out the app I learned that QuadPay can be used at hundreds of retailers!! I will definitely be using this app again in the near future!! Thank you QuadPay!!",FALSE,I love this app!!,8/20/2020 14:34,5
,bluermyiz,"I love this quad pay app. It has come in handy to purchase the shoes I need for the kind of work I do, the shoes aren’t cheap either. Being able
To break down the payments as need to afford it was very nice.  I also ordered some dresses my daughter wanted as well through Walmart. It gave me all the info I needed to use my credit through check out. fast simple and easy to use. You can pay your payments early if you want too as well. This will come in handy for the holidays and birthdays",FALSE,Very handy,7/19/2020 2:17,5
"{'id': 17129619, 'body': 'Hey there! We are so sorry for the trouble. We would be happy to help with this. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!', 'modified': '2020-08-06T21:46:01Z'}",Pink Nepolian,"A couple of months ago I tried their app, I talked to customer service and they advised me to try again later because of issues they were fixing. Well here we are today and the issues with the app still remain, after contacting customer service they couldn’t tell me much about why the app was having issues, only to use the website of merchants that offer them as a payment option. What they do not tell you is that there are stores that only have this option available for the app and not all merchants on the websites offer this just while using the app. For example Coach uses the Quadpay app but you won’t see the option on their website. Shady.",FALSE,I don’t know about them,8/4/2020 18:21,1
,Jas820$$,I downloaded QuadPay for the first time because a coworker told me about it. I have used other apps but I really love QuadPay. It’s like a credit card that you make monthly payments. I used to at a Hookah place and paid with QuadPay through my Apple Pay wallet. It is such a huge convenience and a easy app to use anywhere they accept Apple Pay. Love this app more than other apps I have used such as Klarna and Afterpay. This app gave me a spending limit of $200 right away and I only pay what i spent. Love it!,FALSE,Satisfied Customer,7/19/2020 1:34,5
"{'id': 15167261, 'body': ""We love hearing this! We're so glad we can be here for you! Thank you for the awesome review and keep on #QuadPaying 😊"", 'modified': '2020-05-07T15:22:10Z'}",Cool_Breeze,"Not only is this a great idea, but the ease of use and features are awesome. Ghost cards, pay off early, multiple stores and sites to buy from, QuadPay has got it all. I wasn’t hesitant my first time out but it turned out great so I used it again and haven’t stopped yet. It’s a great way to buy those things that you’ve always wanted but may not be able to pay for all at once. And interest free?!?  This is a welcome addition to the online purchasing world. 👍🏽",FALSE,"Buy now, pay over time?  Sign me up!",5/5/2020 14:12,5
"{'id': 14712739, 'body': ""Just what we like to hear! We're so happy that we can make things a little easier! 🙌"", 'modified': '2020-04-16T16:36:43Z'}",Amanda Kersey,I didn’t really know what QuadPay was until one of the stores I purchased at had it. But I think it’s better than afterpay cause you can use it at literally any store. And with afterpay you can only use it at stores that have afterpay. I like it for the reason that you can use it anywhere. You just go on the app and look for the store you want to shop at and you can use quadpay. They give you a card number and a balance and you just pay in 4 payments. 👍🏼👍🏼👍🏼,FALSE,Better than Afterpay,4/11/2020 1:11,5
"{'id': 14048717, 'body': ""We're so glad we can be here for you! Thank you for the thoughtful review and sharing your experience with us. Keep on #QuadPaying!"", 'modified': '2020-03-16T17:36:14Z'}",Deni1383,"Love this app and how easy it is to use. They show you right away how much you can spend, they immediately show you how much the payments will be and just make it so simple to use online (i haven’t tried it in store yet). I just love it! Only thing I would change is maybe put the card number on the top of the screen because at the bottom the keyboard covers it up when trying to type Ian the card number they give you. Other than that, easy peasy!",FALSE,Ease of use!,3/13/2020 1:50,5
,Money0313,"I love this app. Best part is you don’t have to go through the lengthy process of entering your entire life history to use it! Super easy & the app is so user friendly. Payments can be made as scheduled automatically every two weeks or you can pay it off early. Best part of the app is you can use it anywhere to shop! At the time of purchase, you pay the first installment & then every two weeks thereafter the same amount for three additional payments! What an awesome way to shop! I love it!! BEST APP EVER!!!",FALSE,Great App,12/13/2019 2:46,5
"{'id': 13210435, 'body': 'Hey there! We are so sorry for the trouble. We would be happy to help with this. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Looking forward to sorting this out :)', 'modified': '2020-01-30T22:39:48Z'}",jasmineeeraylene,This app is trash . I signed up to use it .. have waited months to be approved & “ have not met the criteria “ but all they are asking for is my name number and address .. so I’m not understanding what’s not being approved .  I spoke to someone in customer service and through email and they say it’s automated and give me the same response they’ve been giving me for months . “ we reviewed your account unfortunately we are unable to grant access “ and they can’t give me a reason why because “account review criteria can not be shared due to security reasons “. Okay so what .. your not approving due to my name ? And can’t give me an answer & if I email support like they say to .. it’s the same Automated response . DONT WASTE your time . Try after pay or klarna.,FALSE,Trash.,1/30/2020 16:46,1
,lilbutt_,"I hate shopping in store , so if possible i shop online . I came across quad pay & was so excited ! Instead of paying 100 at point of purchase , i paid $25 at point of purchase & will pay $25 every 2 weeks for an 3 addition payments . I’ve used quad pay on the old navy and ugg website and will be using on the fashion nova website soon ! Its a great alternative to credit cards and there is a great selection of stores. I have already recommended quad pay to friends and family .",FALSE,Love it,10/11/2019 1:39,5
"{'id': 12011516, 'body': 'Hi there, can you please email appreviews@quadpay.com so we can take a look ASAP? It sounds like a bug. Have you made sure to update to the most recent app version? Thanks!', 'modified': '2019-11-23T19:53:41Z'}",DoingMe💯,"Well,  I’m not happy because you get asked what your going to spend before you even purchase anything so you may not know exactly what the taxes or shipping will be,  some of your items may be free shipping and others may not be.  Placed order and I put in what I thought I would be spending everything seem to be going ok and 2 days later you tell me that it was declined because I didn’t put in the correct amount that I spent but mind you, you already took the first payment off my card,  if the amount wasn’t correct from the start you should not have let the transaction take place.  When the convenience fee was added to my order that made it seem as if I didn’t have enough to spend",FALSE,Not sure,11/15/2019 17:02,1
"{'id': 11441529, 'body': ""Hi there! Sorry for your experience. We've had a significant increase in volume, and we are growing our team to help improve response times. Let us know how we can best assist you by emailing appreviews@quadpay.com, and include your previous case number for reference! Thank you!"", 'modified': '2019-10-24T08:29:10Z'}",amberc727,"Everything is fine if you don’t receive a refund on a purchase you make. I was refunded a month ago, QuadPay won’t credit my account and won’t answer any of my emails. I even have a receipt showing that the refund occurred and have sent it to them but they won’t credit me or respond. They are threatening to send my account to collections over this. I would like to see them try.

Also, their auto payment is crap. It frequently won’t charge your card on file and they hit you with late fees for their error. The whole thing is GARBAGE! If someone would respond to my emails it would be nice and there is no phone number to call either. Save you sanity and avoid this one!",FALSE,Rip off and horrible customer service,10/15/2019 14:28,1
,g muny,"Works very well, especially if your in a pinch and don’t want to pay all @ once.... used it for some Xmas gifts and hoping to do the same this holiday as well. The app was a little confusing to understand, just copying the card the number and putting it on the store website... it could have mentioned it somewhere, I clicked around for at least 10 minutes maybe more, but overall, it’s great especially because the a lot of the stores are good quality, good brands.",FALSE,Niceeeeeeee,9/25/2019 1:17,5
,CMariCMari,"This app has been a gem. I needed to buy office supplies for  job related purposes from Office Depot. In the past, I would procrastinate  and put off buying this item because it’s price exceeded my budget. QuadPay allowed me to buy this item at a price I could truly afford. What I love the most about QuadPay is the fact that you can literally shop at any store. You are not limited to the stores listed on the app. I would recommend this app to others, and I will definitely use this app again in the near future.",FALSE,Great App,8/15/2019 4:55,5
,WonderGirl12,"QuadPay is amazing, I recently did a purchase and everything went perfect. I was able to receive my item with no types of problems. I love how they set the payments into affordable amount payments and QuadPay doesn't let spend over a certain amount, which I consider a good thing. Very easy to follow. Get directions on how to work the app. I will be sharing the app with others. This app is very helpful to get items when you only a certain amount until it’s payday again.",FALSE,Great Review,8/7/2019 7:31,5
,MamaNeedsAnyKindOfBreak,"I recently lost my job due to the Covid pandemic. I came across this app while trying to desperately find a way to buy diapers and milk for my kids. I couldn’t afford to buy both at the same time and my next check was still 3 days away!! This saved me so much heartache and guilt! I was able to split my payments into 4. I was able to purchase everything I needed from Target with QuadPay. No interest!! Only a small fee, I believe $4. I am so appreciative of this app!",FALSE,Essential during the pandemic,12/12/2020 4:08,5
,Kashhh321,I contacted them about 3 times through email & chat for a refund for an order that never arrived. No one responded nor did they stop taking payments out of my account. I had to dispute the charge for all 4 payment installments just because customer service wasn’t even available to acknowledge that I never received the order that they are charging me for. I consistently used this app in the past but after this experience I doubt I will be using it again. Disappointing...,FALSE,Great App but the worst at giving back a refund!!,12/28/2020 14:29,4
,stassia29,"I love the concept, and the app is user friendly. Within moments of signing up I was given a decent credit line that I could spend at a lot more retailers than I would have access to using other split payment apps! 

The web page feature is a bit slow, but not slow enough to lower my rating. Overall I like this app quite a lot!! I’ve gotten my family to download it as well for all their shopping needs 🥳",FALSE,"Works great, easy to navigate!",12/5/2020 4:54,5
,Lilmexico3787,I been using this app to pay some bills that I dont wanna pay all in one hit or to buy things for Halloween or Christmas it really does work . Haven’t had any problems with it. Honestly it would be nice if you had the option to get some cash to your account Instead of using a temporary card just so you can use the cash to pay bills you can’t use cards with but I’m pretty sure that something more difficult to do.,FALSE,Haven’t had any problems with it,11/10/2020 19:13,5
,babyj1215,So far so good. They gave me a $200 spending limit to start with. Very easy app to maneuver. I have used other installment apps in the past & lately haven’t been able to get “approved” i like the fact QuadPay tells you your available balance right in the opening of the app instead of trying to purchase items & get to payment & get denied like other apps are! Will continue to use them! Hopefully my amount will be increased after paying off my purchases!,FALSE,Pleased so far,8/13/2020 0:56,5
"{'id': 15448706, 'body': ""We're so glad we can be here for you and that everything worked out! Thank you for the thoughtful review 😊"", 'modified': '2020-05-20T14:49:20Z'}",Tayoo123,"I absolutely love this service. It so convenient and effortless for me to use. I’ve been using for over two months and so far it’s been working pretty well. I made my payments on time and after you’ve paid your balance it adds a little to your balance. Hopefully I can keep building it up. The only problem was at first it took me a while to get an order to go through but now I’ve the hang of it, and I like how I’m able to see my balance 👏🏾.",FALSE,Effortless & convenient,5/20/2020 1:38,5
,devonmomz,So I just started using this app literally about two weeks ago not sure if my review will be helpful but I love it .. I’m able to purchase from my favorite website (fashionnova) without going over board because as a online shopper that happens a lot .. this app gives you an amount to start off with that you can afford and I haven’t had any run ins yet with double charging like other money apps tend to do .. So as far as I know they are good in my book and my phone lol,FALSE,Cheap and convenient,8/5/2019 2:37,5
,Dschmittler,I use multiple buy now pay later services due to rebuilding my credit and not wanting to  apply for a ton of cards. This in is in my top two. The amounts are far. The payments are reasonable. There are a few options I’d like to see like actually reporting to the credit agency’s but outside of that it’s perfect. Allow you to spend anywhere you want unlike others that won’t allow to spend on items they don’t agree with.,FALSE,Good service,5/16/2021 16:30,5
,LittleRedGamer,"Only been using for about a little over a week. It is very easy to use and has already come in handy when I forgot my wallet at home. I really appreciate that you can add the card onto your Apple Pay Wallet. I didn’t like how you get declined if you estimate your total incorrectly and you kinda panic since there’s people in line. I give it a 4-star only cos I found the app kinda slow when I’m looking up different stores. It freezes quite often and shuts down but, nonetheless, I love the concept and the fact that it actually works.",FALSE,Very satisfied,7/2/2019 0:51,4
,JMCSN1776,"It’s the same exact concept as Afterpay but it allows you to use more than just a Visa or MasterCard. I bank with Discover and also have a discover credit card so it’s nice being able to use those with QuadPay. Also, the stores are more of the main shopping stores I use like Academy Sports and Dicks and even GameStop. Afterpay is usually some random startup company with unreliable products and extremely expensive items. So far I’ll be using QuadPay from
Now on.",FALSE,Better than Afterpay,11/11/2020 1:52,5
,Akzj86,"Well I’m a mom of three kids and honestly due to this virus I try to keep a budget but the winter is coming and  I downloaded this app you can pay in 4 payments , that’s great I really like it I went to the store got the stuff I needed for my kid’s and just have to make my payments on time I haven’t had a bad experience yet  it was my first time and I think this app is great and hey if you in the need don’t have all the money to buy boots , coats or nice shoes take advantage of this app I highly recommend 😊.",FALSE,I like it,9/22/2020 11:25,5
,CH10513,"Its a pretty easy tool to breakdown your Purchases in 4 payments.  It was a little cumbersome at first.  I attached quadpay to my digital wallet (also a great feature) but didnt realize that you had to enter a specific amount in the app first.  That was the only hiccup I Experienced.  Dont know if spending amount is based of credit history.  But I have affirm, afterpay and klarna and my Spendature amount is a lot more than offered with QP.  Nevertheless Im a big fan of these kinds of services.  Keep up the good work 👍🏽",FALSE,Excellent,9/14/2020 12:43,5
,KaramelQTee,"It’s a pretty good concept, with times being the way they are who doesn’t wanna try to save a few dollars by buying on layaway so to speak, only difference you get your items right away. I mean you’re given a dollar limit with a minimum purchase price of $35...can’t get much easier than that. This time when I used the app, I was able to choose the store I wanted to shop from so it seems like they’re becoming a lot more popular which is great!!!",FALSE,Not A Bad Idea At All!,8/15/2020 18:02,5
,LeoNikki26,I have used other forms of installments but one of the retailers I wanted to shop from only used QuadPay. I figured I would give it a try. I downloaded the app and searched Zumiez. It was a little confusing at first. I recommend downloading the app first and enter all your information in..including debit/credit card you will be using for installments. Once that is done you are basically good to go with shopping and using QuadPay. Just follow instructions and you will be on your way!,FALSE,New customer,8/9/2020 16:39,5
,Barbie Chocolatta,I have shopped with the app three times now.  The first two times were online at some of my favorite stores that the other “ shop now pay later” apps don’t have on their line up.  The third time was in the store.  The app allowed me to connect my available balance to my ApplePay account.  This was great!  I will continue to use the app for my shopping needs when using “shop now pay later”. Thank you QuadPay for offering this awesome service.,FALSE,Best shop now pay later app,7/1/2020 15:46,5
,Qu33n A,"The app is easy to navigate and is very helpful when you need quick access to your recent orders and history. The only thing I had issues with is not being able to retrieve the credit card information once the card was created. It shows the information in the very beginning but if you don’t get the information when it is first presented, you will have to contact the support center. That would be my only issue thus far... everything else works just fine!",FALSE,Quad pay app,7/27/2020 2:18,4
"{'id': 14974412, 'body': ""We're so happy that we can make things a little easier! 🙌Keep on #QuadPaying!"", 'modified': '2020-04-28T19:33:51Z'}",QOTSA2,"Being able to split payments for a new table from Home Depot was a huge relief during quarantine. Our outdoor table we use shattered and I couldn’t afford a new one Being outside was one of the few things we all enjoy together because being on lock down with a teenager and 2 large dogs makes me wanna go out for some milk and never come back BUT now I have a new table I can sit at and ignore everyone for a few minutes. It was easy to use the app, I had no issues.",FALSE,Easy peasy,4/25/2020 11:21,5
"{'id': 13989970, 'body': 'Hi Marie, This makes us so happy! Thank you for the thoughtful review.😊', 'modified': '2020-03-11T16:22:55Z'}",Marie.Tina,"I had great experience using the app. The process was quick and simple. I love the opportunity to order things with the option to make payments. I don’t feel so guilty for buying the things I like now. Yes I’m that mom. I’m always buying things for my children but can’t seem to buy myself much. With this app it allows me to get some things I love on a budget without the guilt. 
I would definitely use this service again and highly recommend.",FALSE,Would highly recommend,3/10/2020 3:06,5
"{'id': 13838220, 'body': ""We're so glad we can be here for you! Thank you for the thoughtful review. We're always looking for ways to elevate your experience. Keep on #QuadPaying!"", 'modified': '2020-03-03T19:05:30Z'}",Love(Sunflower)Quinn,"I was introduced to Quadpay a few years ago when I bought a pair of Uggs online, so when i found out there was an app I was ecstatic. It's easy to use and works with dozens of retailers and even  be used outside of the app (like if you prefer to shop through cash back sites etc). Only downside is a small kink, if you leave the app and come back you will be reverted back to the home page of the site you were shopping with so complete your order before exiting the app.",FALSE,Love it,3/3/2020 2:18,5
,Destiny25!!!!,I was first introduced to QuadPay while shopping on Blume and thought it was an exclusive offer to that online shop. I then got an email offer to use QuadPay either online or in store. I was a little apprehensive but tried it out online with the Gap. I was very impressed at how simple it was to get started. I entered my contact information and it gave me a specific about that I’d be able to use and split into 4 payments.  Check out was hassle free. I will definitely utilize this method if payment again.,FALSE,Nice!!,10/14/2019 1:48,5
,Reshth,I wanted to try this app because I saw an ad for it and thought it was interesting. You can basically shop at ANY store online and checkout using QuadPay. You just open the app and go to the website like normal. Once you get to the checkout you use your “virtual QuadPay card” and that’s pretty much it. I was skeptical at first until I received a confirmation email from the website I was shopping from so I’ll definitely recommend or use it again in the future.,FALSE,Easy to Use,10/7/2019 0:51,5
,Carinamutt,"I absolutely love this app. I have purchased multiple items and it’s incredibly convenient.  One  simple down payment  is all that’s required and the other payments are made from your checking account on a biweekly basis.  Items  are shipped out immediately , so there’s no waiting until it’s paid in full to receive it.    Best part,   there is no accumulation of credit card debt,  which for me , is a huge huge plus.",FALSE,No accumulation of credit card debt and super convenient,8/19/2019 2:10,5
,Pattyyyyr,"So I needed groceries for the week and I went to the grocery store and I used QuadPay , like I’m a college student and needed groceries because of QuadPay I was able to get more than I could if I had payed cash , it was amazing , like I just add it to my Apple wallet and BAM! Amazing , what are credit cards ? I can pay early when I have the money and I can manage how to pay with different cards! Definitely recommend, I tried klarna and I didn’t like that I couldn’t pay things early , good thing I found QuadPay , way better!",FALSE,THE BESSTTT,8/16/2019 4:48,5
