rating,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9
5,-0.050731742,-0.046567437,-0.025615038,-0.045883289,-0.07448822,-0.12215815,-0.269649768,-0.216854054,-0.00112199
5,-0.057656663,-0.056669134,-0.033116376,-0.05726599,-0.097373607,-0.166483866,-0.380616844,-0.320208559,-0.001762694
5,-0.033732184,-0.022174468,-0.007299721,-0.01946717,-0.020887823,-0.020067744,-0.015515064,0.017124911,0.000302701
2,-0.040463523,-0.031084845,-0.013379145,-0.02912877,-0.038943763,-0.052785817,-0.092637598,-0.049153877,-6.19E-05
4,-0.052604213,-0.049350409,-0.028146115,-0.048134423,-0.080139652,-0.133597064,-0.298136068,-0.243371152,-0.001286356
4,-0.041239954,-0.032302256,-0.013874789,-0.031489687,-0.042716103,-0.059898757,-0.111210357,-0.067164814,-0.000184025
5,-0.04415765,-0.036949463,-0.018171221,-0.035607402,-0.053083479,-0.080785095,-0.165577136,-0.119691198,-0.000524963
5,-0.052951259,-0.049882564,-0.025129357,-0.055938264,-0.087516837,-0.148195112,-0.336151644,-0.282621968,-0.001546094
1,-0.035504606,-0.024436567,-0.008626847,-0.022211079,-0.025516852,-0.028263807,-0.034264351,0.001579946,0.000222689
5,-0.047351453,-0.041082232,-0.018681879,-0.044745644,-0.065165978,-0.103139527,-0.21926343,-0.168578829,-0.000809652
5,-0.062428947,-0.063415407,-0.034416167,-0.072312067,-0.118565015,-0.20726085,-0.483087928,-0.418336638,-0.002370977
5,-0.057683845,-0.056625631,-0.029873825,-0.063825074,-0.102715683,-0.177049505,-0.407753145,-0.348457133,-0.001946584
5,-0.058826448,-0.058347035,-0.031018849,-0.066128164,-0.10702785,-0.185549988,-0.429291447,-0.368935912,-0.002077455
5,-0.057009549,-0.055123262,-0.028015982,-0.062785425,-0.098772592,-0.167861927,-0.381725194,-0.320703599,-0.001753366
5,-0.057896699,-0.056538615,-0.029300254,-0.064090354,-0.101969224,-0.174366886,-0.398518761,-0.336869269,-0.001859259
5,-0.067427801,-0.070564393,-0.039463059,-0.080660654,-0.134679776,-0.238021095,-0.559126698,-0.488044989,-0.002802626
5,-0.063298594,-0.064835911,-0.036364851,-0.072285642,-0.120684824,-0.211815689,-0.494797089,-0.429243542,-0.002445167
5,-0.058810988,-0.058286192,-0.031663639,-0.064547694,-0.105512405,-0.182512767,-0.421090248,-0.360207848,-0.002019625
5,-0.065450861,-0.067814211,-0.038176913,-0.076208783,-0.127581603,-0.224696459,-0.526286385,-0.457777814,-0.002617003
5,-0.062343425,-0.063108061,-0.034417388,-0.071138429,-0.116713741,-0.20312036,-0.47097117,-0.404754769,-0.002286719
5,-0.043373307,-0.035585947,-0.015724468,-0.036708385,-0.051763879,-0.077871631,-0.157355683,-0.111877578,-0.000470091
5,-0.061940148,-0.062968038,-0.035804019,-0.068627189,-0.11533224,-0.20185338,-0.469901592,-0.405825957,-0.002306111
5,-0.062787494,-0.063427703,-0.035487522,-0.069184678,-0.114763404,-0.198769499,-0.457460684,-0.388841023,-0.002162133
5,-0.060156241,-0.059978067,-0.033692644,-0.064344597,-0.10694845,-0.184342688,-0.423469416,-0.359073866,-0.002001492
5,-0.045332812,-0.038859517,-0.02032175,-0.036551603,-0.056728422,-0.088939152,-0.186346816,-0.139755792,-0.000649701
5,-0.047207263,-0.041312627,-0.019128084,-0.045164279,-0.066682509,-0.107671753,-0.23270637,-0.184056618,-0.000928876
5,-0.043333549,-0.035739256,-0.015788332,-0.037340388,-0.05290633,-0.08114785,-0.166488619,-0.122135805,-0.000543128
5,-0.057095338,-0.055456949,-0.028265231,-0.063516502,-0.100216792,-0.171981606,-0.392808642,-0.332832961,-0.001846367
5,-0.048017549,-0.042449844,-0.020362089,-0.045565181,-0.068422083,-0.110830234,-0.240373391,-0.190557393,-0.000965307
5,-0.05375252,-0.050772151,-0.026161708,-0.055640143,-0.087729312,-0.148115367,-0.333201289,-0.276639861,-0.001500718
5,-0.051752457,-0.048519319,-0.030125271,-0.042454225,-0.075107243,-0.124766642,-0.277778454,-0.225029376,-0.001178851
1,-0.033068669,-0.021417054,-0.00692079,-0.018568333,-0.019534006,-0.017954216,-0.01121358,0.020019497,0.000312124
5,-0.046555964,-0.041154711,-0.024789314,-0.034225882,-0.058883945,-0.094188088,-0.202064894,-0.155815659,-0.000761172
5,-0.05448957,-0.051763226,-0.02666893,-0.057135155,-0.090272173,-0.151953528,-0.343638291,-0.286466514,-0.001545151
4,-0.047177723,-0.041199127,-0.020311667,-0.042277307,-0.063993695,-0.102114888,-0.218334162,-0.169200449,-0.000811807
5,-0.057158826,-0.056139467,-0.031199543,-0.060228608,-0.099664672,-0.171571115,-0.395518957,-0.337652993,-0.001872456
5,-0.055121655,-0.052498821,-0.027506897,-0.057033701,-0.090763033,-0.1522824,-0.343284297,-0.28438235,-0.001525327
5,-0.057326121,-0.056395304,-0.034104416,-0.054811646,-0.095336613,-0.163447332,-0.373487583,-0.313948102,-0.001728571
5,-0.047397922,-0.042119384,-0.024091408,-0.037832832,-0.062652901,-0.100740448,-0.217425883,-0.169499847,-0.000840908
5,-0.044294705,-0.03734771,-0.017223362,-0.039019887,-0.05691972,-0.089020453,-0.187939945,-0.143603552,-0.000679789
2,-0.036938968,-0.026219854,-0.009549911,-0.024552833,-0.029228069,-0.034722586,-0.048908472,-0.010444107,0.000163078
5,-0.05305837,-0.049845061,-0.025397874,-0.054961112,-0.086265256,-0.144967006,-0.327201189,-0.272688237,-0.001467089
5,-0.06165186,-0.062347511,-0.033607768,-0.071246836,-0.116386081,-0.203325484,-0.473465253,-0.409806486,-0.002324111
5,-0.067062981,-0.070081845,-0.039250224,-0.079897173,-0.133504078,-0.235893736,-0.554047823,-0.483563367,-0.002776371
5,-0.060550484,-0.060303526,-0.032240137,-0.067849333,-0.10984806,-0.189333882,-0.435239838,-0.370039747,-0.002064386
5,-0.065631075,-0.068100451,-0.039423512,-0.074376657,-0.126406034,-0.22234932,-0.519860511,-0.450473628,-0.002571474
3,-0.042611424,-0.033892105,-0.01437375,-0.034014368,-0.046067741,-0.065812478,-0.123522352,-0.076464515,-0.000219564
5,-0.063723181,-0.065386385,-0.037524436,-0.071194972,-0.120284152,-0.210923367,-0.491451846,-0.424466593,-0.002416413
5,-0.042494691,-0.034241821,-0.014417679,-0.035723647,-0.049012254,-0.072730434,-0.1438565,-0.099112004,-0.000390035
5,-0.056742731,-0.054472011,-0.027137782,-0.062429994,-0.097019981,-0.164586882,-0.371502407,-0.309791446,-0.001679998
5,-0.062273365,-0.062699409,-0.0330484,-0.072391188,-0.116570151,-0.202709821,-0.46807782,-0.40106464,-0.002255586
4,-0.046043267,-0.039295108,-0.017924056,-0.041738706,-0.060477715,-0.095017262,-0.198950474,-0.150106805,-0.000701034
5,-0.047043586,-0.040908059,-0.019289023,-0.04346653,-0.064366319,-0.102726199,-0.219232724,-0.169863468,-0.000828804
5,-0.055959127,-0.053859436,-0.02767494,-0.060551197,-0.095709186,-0.163214187,-0.370848343,-0.311877344,-0.001714063
5,-0.04679161,-0.040552276,-0.019518585,-0.04202877,-0.062670935,-0.099415877,-0.210533603,-0.160971876,-0.000772536
5,-0.043186454,-0.035385348,-0.017057171,-0.033501636,-0.048973915,-0.072365188,-0.143715572,-0.098256237,-0.000384707
5,-0.045748973,-0.039017,-0.019756824,-0.037412427,-0.056843314,-0.087219039,-0.180418959,-0.131709171,-0.000587726
5,-0.049922285,-0.045881946,-0.02825292,-0.039347077,-0.069066899,-0.113215907,-0.248864421,-0.198143577,-0.001016287
5,-0.05297238,-0.049968745,-0.026076426,-0.054294349,-0.086413534,-0.145777622,-0.330658773,-0.277225211,-0.001496751
5,-0.057828393,-0.056981258,-0.03267095,-0.059175396,-0.099602868,-0.170755589,-0.392606363,-0.333035408,-0.001831878
1,-0.037394796,-0.02648658,-0.00957617,-0.024555597,-0.028794318,-0.032934475,-0.042300468,-0.001825987,0.000236201
4,-0.053344498,-0.050182735,-0.026098396,-0.054255935,-0.085960641,-0.144003554,-0.32410559,-0.268574102,-0.001434321
5,-0.052891611,-0.049910349,-0.029407227,-0.047229355,-0.08040284,-0.134203932,-0.300444585,-0.245740499,-0.001303305
1,-0.037732569,-0.026851734,-0.009839102,-0.024773748,-0.02920551,-0.033404336,-0.042779632,-0.00141416,0.000243728
5,-0.058939112,-0.058492771,-0.034976818,-0.058177999,-0.100429728,-0.172356282,-0.39474661,-0.332488906,-0.001836279
5,-0.04781489,-0.041905187,-0.020892744,-0.042561822,-0.064702906,-0.102247799,-0.217456837,-0.166166762,-0.000799078
5,-0.046361896,-0.040417562,-0.022671658,-0.03591554,-0.058396182,-0.092021029,-0.194460368,-0.146819012,-0.000686846
5,-0.048099278,-0.042597954,-0.02268331,-0.041145391,-0.064991276,-0.103466901,-0.221871184,-0.171202603,-0.000836955
5,-0.048121858,-0.042390632,-0.021959723,-0.04169257,-0.064681766,-0.102279788,-0.21752075,-0.165812055,-0.000794875
5,-0.043155219,-0.035657935,-0.018275134,-0.03219993,-0.04879307,-0.073503679,-0.147381932,-0.102895595,-0.000416432
5,-0.04184899,-0.033641084,-0.014616745,-0.034264626,-0.047686534,-0.070769277,-0.140808024,-0.097925801,-0.000396524
4,-0.042778767,-0.034805892,-0.016088672,-0.033988021,-0.048612027,-0.071965143,-0.142611739,-0.097693084,-0.000386098
5,-0.047547101,-0.042045741,-0.020698852,-0.044237313,-0.067352995,-0.109030942,-0.23741036,-0.188883071,-0.000965125
4,-0.053891085,-0.050702236,-0.0250197,-0.057428488,-0.088717243,-0.14894709,-0.335036739,-0.278120486,-0.001492085
2,-0.035815111,-0.024722904,-0.008669508,-0.02261515,-0.025903593,-0.02865757,-0.034374912,0.002394606,0.000235903
4,-0.055254736,-0.052553688,-0.026547063,-0.058956792,-0.092141333,-0.155054773,-0.349442535,-0.29019006,-0.001562088
5,-0.06108078,-0.061273789,-0.033076691,-0.069046351,-0.112568783,-0.195145571,-0.451101986,-0.386395011,-0.002169936
5,-0.067617842,-0.070836332,-0.040171838,-0.079884553,-0.134351255,-0.237243287,-0.556879087,-0.485195386,-0.002782563
5,-0.051589364,-0.047352226,-0.02372713,-0.05114914,-0.078986834,-0.129823309,-0.286682964,-0.231556329,-0.001204011
5,-0.048342621,-0.043423165,-0.023494859,-0.042435796,-0.06804989,-0.111241952,-0.243263755,-0.19413832,-0.001002117
3,-0.046461664,-0.039245948,-0.017891427,-0.040571242,-0.058117775,-0.088377708,-0.178799341,-0.126574211,-0.00051949
5,-0.036398795,-0.025802801,-0.009370584,-0.024421733,-0.029306322,-0.035703507,-0.053369337,-0.016879491,0.000102786
5,-0.041113873,-0.032244165,-0.013168513,-0.033013505,-0.044140917,-0.063346319,-0.120426437,-0.077244939,-0.000253789
5,-0.054514641,-0.051976639,-0.026266078,-0.05884086,-0.092276684,-0.15720763,-0.357281464,-0.301103989,-0.00165994
1,-0.034298293,-0.022811847,-0.007585129,-0.020262097,-0.022011444,-0.021807352,-0.018825898,0.015170857,0.000300229
5,-0.054254243,-0.051583041,-0.026271094,-0.057755031,-0.090810508,-0.154397689,-0.350049482,-0.294031888,-0.001613758
5,-0.047214742,-0.041186119,-0.021174127,-0.040322551,-0.062240885,-0.097575491,-0.206847285,-0.156835751,-0.000740729
5,-0.041678313,-0.033109533,-0.014780385,-0.032037886,-0.044585065,-0.063809464,-0.121928468,-0.077976372,-0.00025802
5,-0.051164907,-0.04755634,-0.028865925,-0.042324087,-0.073517142,-0.121257713,-0.268563506,-0.216045661,-0.001121619
5,-0.053529635,-0.050932502,-0.028074624,-0.052939577,-0.086805155,-0.146983979,-0.333874007,-0.279877629,-0.001519049
5,-0.060510412,-0.061081992,-0.035759394,-0.06401723,-0.109450021,-0.190550252,-0.443012567,-0.38128571,-0.002142826
5,-0.040307265,-0.031248376,-0.013123021,-0.030752309,-0.041328984,-0.057952161,-0.108145786,-0.066463768,-0.000191668
5,-0.053059206,-0.049997186,-0.0295962,-0.046799695,-0.079806627,-0.132900146,-0.295969705,-0.240310772,-0.001255521
5,-0.053999766,-0.051198748,-0.028531725,-0.051946634,-0.085384668,-0.142967972,-0.320768063,-0.263640588,-0.001412515
5,-0.037195998,-0.026763584,-0.010181788,-0.024969349,-0.030647527,-0.037639067,-0.057223995,-0.019021608,9.85E-05
1,-0.033672613,-0.022073702,-0.007229758,-0.019317533,-0.020595539,-0.019477071,-0.013918211,0.018742191,0.000313976
5,-0.054261134,-0.051921503,-0.03141282,-0.048434821,-0.084051614,-0.14158663,-0.318398662,-0.261885274,-0.001403976
5,-0.052623474,-0.049362487,-0.028331156,-0.047725813,-0.079736043,-0.132649886,-0.295344277,-0.240060168,-0.001269758
2,-0.038723533,-0.028781679,-0.011891105,-0.026450236,-0.034112706,-0.043995732,-0.071758353,-0.030956901,3.84E-05
1,-0.034038982,-0.022455795,-0.007408123,-0.01971463,-0.021125278,-0.020149283,-0.014761544,0.018895189,0.000322785
5,-0.054675858,-0.052240794,-0.030806827,-0.050077797,-0.085293701,-0.142982066,-0.320711045,-0.26271986,-0.001402185
5,-0.057749579,-0.05667182,-0.029509556,-0.064637561,-0.103386857,-0.178300733,-0.410836565,-0.351556359,-0.001963045
1,-0.035626723,-0.024536158,-0.00863243,-0.022337202,-0.025599161,-0.028233063,-0.033784543,0.002477971,0.00023182
1,-0.037064067,-0.026039483,-0.009224144,-0.024152386,-0.027935584,-0.031378809,-0.038593139,0.001365467,0.000253159
1,-0.037707872,-0.027013969,-0.009857547,-0.025495656,-0.030417825,-0.036237778,-0.050982362,-0.010460341,0.000178242
5,-0.051538051,-0.047440627,-0.023056594,-0.053062645,-0.081062979,-0.134490927,-0.299466431,-0.245467372,-0.001298981
5,-0.058223805,-0.057414028,-0.030314115,-0.065027413,-0.104787774,-0.181140828,-0.41811629,-0.358412867,-0.002007578
5,-0.063481848,-0.064846243,-0.034937235,-0.074869995,-0.12237196,-0.214388655,-0.500307149,-0.433946196,-0.002468522
1,-0.037054101,-0.025975462,-0.009153455,-0.024045231,-0.027660186,-0.030717693,-0.036654953,0.00350601,0.000268798
5,-0.059174054,-0.058691938,-0.030983022,-0.066855461,-0.107764146,-0.186475069,-0.430822479,-0.369451686,-0.002073634
5,-0.048886835,-0.043356103,-0.02048994,-0.047107333,-0.070185948,-0.113185175,-0.24433174,-0.192025321,-0.000954452
5,-0.06192877,-0.062467686,-0.03330493,-0.071713155,-0.116340108,-0.202351495,-0.469391084,-0.404066143,-0.002276924
5,-0.050944601,-0.046626217,-0.023740806,-0.049539974,-0.077101547,-0.127367061,-0.281339915,-0.22797881,-0.0011789
5,-0.05657515,-0.054926836,-0.028770262,-0.061416885,-0.098251373,-0.168023106,-0.384336547,-0.325434423,-0.001798761
5,-0.061836675,-0.062720893,-0.034620657,-0.070292483,-0.116251442,-0.203338524,-0.473662474,-0.409827798,-0.002329288
4,-0.054183211,-0.051136146,-0.025973259,-0.056616942,-0.088618943,-0.148577921,-0.334145218,-0.276749229,-0.001481226
5,-0.067331519,-0.070383054,-0.03956588,-0.079876366,-0.133676128,-0.235851159,-0.553256375,-0.481805794,-0.002761228
5,-0.069063671,-0.072660249,-0.040702087,-0.083181653,-0.138932935,-0.245451239,-0.575882993,-0.501514815,-0.00287737
1,-0.039226768,-0.028761254,-0.010786962,-0.027459667,-0.033437874,-0.040966684,-0.060332422,-0.016376892,0.000162882
5,-0.060357498,-0.060036017,-0.032155968,-0.067330549,-0.109108353,-0.187734986,-0.431464093,-0.366526687,-0.002038086
5,-0.066775364,-0.069574798,-0.039777279,-0.077260206,-0.130370827,-0.229575967,-0.536968615,-0.46564445,-0.002662603
5,-0.049858696,-0.045384581,-0.024755014,-0.044637135,-0.071964345,-0.118317233,-0.259519244,-0.20773101,-0.001072284
4,-0.06191935,-0.06218301,-0.034430633,-0.068117231,-0.112328726,-0.193783065,-0.445616333,-0.378273809,-0.002103266
2,-0.039242396,-0.029228812,-0.011567131,-0.027811916,-0.035222305,-0.045478414,-0.073882369,-0.031464167,4.82E-05
5,-0.050391107,-0.045516875,-0.021575582,-0.050585022,-0.075897564,-0.124305023,-0.272230956,-0.218498432,-0.001122094
5,-0.056009598,-0.053914771,-0.027255822,-0.061568643,-0.0966434,-0.165175868,-0.376036826,-0.317471755,-0.001750943
1,-0.035997483,-0.024951186,-0.008758037,-0.022977717,-0.026432295,-0.029578211,-0.03648644,0.000623972,0.000225981
5,-0.051477909,-0.047055066,-0.02247017,-0.052739974,-0.079627499,-0.131245403,-0.289270029,-0.233950229,-0.001217633
5,-0.056262397,-0.054445694,-0.028366773,-0.060920694,-0.09708152,-0.166375615,-0.379471253,-0.320779354,-0.001777594
5,-0.054156814,-0.051283559,-0.026077205,-0.057069754,-0.089469613,-0.151380685,-0.341193404,-0.284194416,-0.001546059
5,-0.051659903,-0.04759956,-0.023711778,-0.052064979,-0.080307395,-0.133538951,-0.296070731,-0.241434865,-0.001274258
5,-0.051082194,-0.046506454,-0.02288194,-0.05043841,-0.076985317,-0.126095633,-0.276048524,-0.220701614,-0.00113415
5,-0.04822653,-0.043561178,-0.026456121,-0.037142209,-0.064460536,-0.104807525,-0.228645001,-0.180506875,-0.000912233
5,-0.051528864,-0.04811558,-0.029822896,-0.041868682,-0.073923091,-0.122177387,-0.270852617,-0.217936056,-0.001133563
5,-0.042792405,-0.034793034,-0.016612896,-0.03281481,-0.047586001,-0.069618279,-0.136782607,-0.091713535,-0.000344102
1,-0.034480475,-0.022985315,-0.00772961,-0.020273752,-0.022069962,-0.021690328,-0.018042775,0.016512168,0.000313176
5,-0.050867116,-0.046707037,-0.023360826,-0.050898277,-0.078836608,-0.130599038,-0.291374792,-0.239231084,-0.001259551
5,-0.039919079,-0.030711507,-0.012562561,-0.03053066,-0.040486783,-0.056512803,-0.10461771,-0.063499095,-0.000175235
2,-0.039323828,-0.029497974,-0.011665109,-0.02858819,-0.036556335,-0.048421547,-0.082299182,-0.040602866,-1.30E-05
1,-0.034913593,-0.023456713,-0.007877296,-0.020964322,-0.022955174,-0.023031282,-0.020588824,0.014996227,0.000311236
5,-0.060144368,-0.060131451,-0.03537639,-0.061534483,-0.105188571,-0.181068393,-0.416280151,-0.352419391,-0.001956154
3,-0.041288976,-0.032265896,-0.013630864,-0.031718248,-0.042620938,-0.059739919,-0.110038872,-0.065580176,-0.000164124
1,-0.034285838,-0.022762945,-0.007558797,-0.020139655,-0.021791826,-0.021301251,-0.017442242,0.01662034,0.000310367
5,-0.057412289,-0.056652398,-0.035122644,-0.053594638,-0.094926101,-0.162947914,-0.372866917,-0.313656214,-0.001724712
5,-0.045851214,-0.039724385,-0.021568628,-0.036460034,-0.05808086,-0.09129695,-0.193370828,-0.146729786,-0.000694797
5,-0.055814508,-0.05420051,-0.033728404,-0.049725243,-0.088137826,-0.149932869,-0.338997443,-0.280803548,-0.001506046
5,-0.056739229,-0.055447067,-0.033440392,-0.053497384,-0.092787436,-0.158177284,-0.359714249,-0.300292556,-0.001639915
5,-0.0415147,-0.033104182,-0.01510376,-0.031732959,-0.04477559,-0.064798022,-0.125587867,-0.082693344,-0.000297131
5,-0.052046144,-0.048839373,-0.029230589,-0.044987259,-0.077388425,-0.129180308,-0.288096736,-0.234663896,-0.001243183
5,-0.050570348,-0.046545045,-0.026564936,-0.044168454,-0.073387708,-0.120951307,-0.266920798,-0.214627629,-0.001119603
5,-0.051020798,-0.047160744,-0.023546955,-0.052110007,-0.080902181,-0.135606124,-0.305057401,-0.253925248,-0.001368398
5,-0.062263594,-0.063063879,-0.033644218,-0.072796695,-0.118285018,-0.206486894,-0.480591896,-0.415664832,-0.002352712
5,-0.048320334,-0.043110234,-0.021104076,-0.046173731,-0.070326552,-0.114657895,-0.25179888,-0.202822885,-0.001042554
5,-0.062261617,-0.063053349,-0.033889819,-0.072234156,-0.117758262,-0.205450146,-0.477696005,-0.412487929,-0.002334302
4,-0.049951239,-0.044928719,-0.021435145,-0.049395483,-0.074269517,-0.12079495,-0.26403415,-0.210878486,-0.001072542
2,-0.036045345,-0.025147828,-0.009093526,-0.023014144,-0.026973647,-0.030968748,-0.040601593,-0.003905331,0.000193128
5,-0.04887216,-0.043694105,-0.021378564,-0.046781841,-0.071136473,-0.115496495,-0.252585476,-0.201867131,-0.001029126
5,-0.061396941,-0.061685364,-0.033025444,-0.070175735,-0.113966455,-0.197687311,-0.45739768,-0.39230313,-0.002206485
5,-0.060751987,-0.061042954,-0.034755018,-0.065320735,-0.10958396,-0.190143492,-0.439087623,-0.37502242,-0.002106135
4,-0.05457757,-0.051485909,-0.025799865,-0.057513124,-0.089337799,-0.149440834,-0.33472654,-0.275692358,-0.001470459
1,-0.037473991,-0.026579069,-0.009595715,-0.024721991,-0.02900572,-0.033257033,-0.042969286,-0.00227852,0.000232796
4,-0.056339363,-0.054730282,-0.030244215,-0.058052329,-0.095425634,-0.163190446,-0.372334248,-0.313792806,-0.001732216
5,-0.059284157,-0.058934649,-0.033052108,-0.063279437,-0.105153312,-0.181560594,-0.417833032,-0.355493542,-0.001989195
5,-0.058462023,-0.057753539,-0.032433469,-0.061445795,-0.102099206,-0.175709867,-0.40330185,-0.341968977,-0.001904298
5,-0.033142033,-0.021500729,-0.006964295,-0.018665872,-0.019685351,-0.018190416,-0.01171563,0.01965525,0.000310544
4,-0.045201309,-0.038420207,-0.019016389,-0.037697211,-0.056654973,-0.087804874,-0.18273773,-0.135557481,-0.000622008
5,-0.053238412,-0.050088536,-0.024644359,-0.057137883,-0.088329187,-0.149377129,-0.337818227,-0.283117036,-0.001547563
5,-0.050028033,-0.045386904,-0.021759599,-0.050540611,-0.076542181,-0.126369974,-0.279995747,-0.228510074,-0.001202679
5,-0.058134243,-0.056857261,-0.028961223,-0.065618451,-0.103595849,-0.178186928,-0.407800658,-0.346266247,-0.001925072
5,-0.057524553,-0.056121073,-0.028837025,-0.064166348,-0.101723555,-0.174958805,-0.40053061,-0.340267895,-0.001891884
5,-0.0546488,-0.051933846,-0.02602686,-0.058821197,-0.091703786,-0.155520462,-0.351624367,-0.294232881,-0.00160613
5,-0.051210683,-0.046983464,-0.023019007,-0.051946302,-0.079509961,-0.132256296,-0.293348322,-0.239771152,-0.001267381
5,-0.051627493,-0.047695666,-0.023930241,-0.052136357,-0.080838003,-0.134787587,-0.300476343,-0.246814375,-0.001314234
1,-0.036771843,-0.025893395,-0.009283127,-0.024097615,-0.028246939,-0.032648221,-0.043221943,-0.004601031,0.000202058
5,-0.046968921,-0.04040014,-0.018276793,-0.043537215,-0.062945233,-0.098748854,-0.20708944,-0.156018225,-0.000727727
5,-0.045745743,-0.039069841,-0.018132061,-0.041042082,-0.060006611,-0.094312421,-0.198341782,-0.150408186,-0.000710151
5,-0.06150742,-0.061717237,-0.032845514,-0.070396103,-0.113852641,-0.197665273,-0.455932157,-0.389955341,-0.002190212
5,-0.049024353,-0.04463441,-0.026665023,-0.039439309,-0.067655817,-0.110499839,-0.242824304,-0.193640457,-0.000985949
4,-0.051041245,-0.046623058,-0.023459716,-0.049845567,-0.076992201,-0.126854574,-0.27869277,-0.224130826,-0.001163216
5,-0.054790881,-0.052275342,-0.027221333,-0.057475991,-0.091391159,-0.154241308,-0.349838647,-0.292651335,-0.001584005
5,-0.051048031,-0.046789757,-0.023416284,-0.050682223,-0.078366126,-0.129106683,-0.28639601,-0.232978643,-0.001215738
5,-0.057756428,-0.057043914,-0.034894369,-0.054934512,-0.096353353,-0.165291739,-0.378363015,-0.318433448,-0.001754421
1,-0.035931958,-0.024635523,-0.008498672,-0.022316946,-0.025034443,-0.026350116,-0.027265623,0.010574791,0.000298308
4,-0.043510017,-0.035895374,-0.016758111,-0.035567522,-0.051467703,-0.077337374,-0.156702713,-0.111403219,-0.000465932
5,-0.05221256,-0.049043808,-0.028811236,-0.04635216,-0.07873944,-0.131654472,-0.294322908,-0.240747982,-0.001281921
5,-0.044137491,-0.0369076,-0.018310597,-0.035185592,-0.052653123,-0.079895148,-0.16326156,-0.117312109,-0.000506934
5,-0.056850712,-0.055432597,-0.033252204,-0.05355148,-0.092465154,-0.156866276,-0.355610533,-0.295301275,-0.001601601
5,-0.051764268,-0.04819989,-0.027646277,-0.046199815,-0.077106582,-0.127896862,-0.283919655,-0.230013171,-0.001211746
5,-0.052496467,-0.048993093,-0.024775251,-0.053912164,-0.084161093,-0.14126526,-0.317271346,-0.263157033,-0.001406815
1,-0.036121131,-0.02498939,-0.008903706,-0.022543862,-0.025842433,-0.028057734,-0.031916385,0.005911616,0.000265994
5,-0.046533252,-0.040473827,-0.018990684,-0.043472518,-0.064504354,-0.103352016,-0.22326145,-0.176092593,-0.000877859
3,-0.043757178,-0.035990486,-0.015868416,-0.037243694,-0.052443788,-0.079371105,-0.16012529,-0.113957783,-0.00047162
5,-0.067009437,-0.069688896,-0.038008108,-0.080910196,-0.133200815,-0.234443474,-0.548883609,-0.477321421,-0.002726645
3,-0.037680538,-0.027230994,-0.010178478,-0.025826842,-0.031481294,-0.038929412,-0.059012438,-0.019421499,0.000110238
4,-0.041475629,-0.032606075,-0.013408088,-0.033216156,-0.044483487,-0.063433746,-0.119952771,-0.075779425,-0.000235976
5,-0.053353322,-0.049919895,-0.02559431,-0.054107845,-0.084818237,-0.141628366,-0.315839712,-0.258836248,-0.001366386
5,-0.065689185,-0.068248283,-0.03879973,-0.07620847,-0.12831882,-0.226324749,-0.530719511,-0.462168222,-0.002647542
4,-0.057815432,-0.056549106,-0.029933976,-0.063026184,-0.101366125,-0.173701991,-0.397495819,-0.33653192,-0.001860324
5,-0.06249573,-0.063576914,-0.035684643,-0.070179185,-0.117050301,-0.204548519,-0.475855683,-0.410557609,-0.002326454
5,-0.061116227,-0.061427032,-0.03361265,-0.068502969,-0.112503672,-0.195357388,-0.451955641,-0.387455179,-0.002181308
5,-0.059715287,-0.059436119,-0.032404145,-0.065765745,-0.107665943,-0.185986432,-0.428619086,-0.365597055,-0.002048504
5,-0.061050659,-0.061347024,-0.033969564,-0.067565823,-0.111640125,-0.19356011,-0.447548378,-0.38304589,-0.002152912
5,-0.054896778,-0.05263688,-0.029122473,-0.054816043,-0.089975981,-0.152461714,-0.345666451,-0.288714946,-0.00157148
5,-0.059017709,-0.058033459,-0.031137852,-0.063996587,-0.103531268,-0.176870519,-0.403530336,-0.339453022,-0.001869124
5,-0.050068003,-0.045708009,-0.025166089,-0.044672754,-0.07245953,-0.119209165,-0.261842071,-0.209802155,-0.00108329
4,-0.049013838,-0.044243185,-0.02332499,-0.044732541,-0.070767272,-0.116066079,-0.254851003,-0.20468674,-0.001064494
5,-0.054007757,-0.051401487,-0.028815818,-0.052209363,-0.08620673,-0.145491783,-0.327657242,-0.271193714,-0.001469567
5,-0.051767625,-0.047434798,-0.022673454,-0.053273559,-0.080498524,-0.132995469,-0.29351012,-0.237925454,-0.001240436
5,-0.046174664,-0.039524992,-0.017800219,-0.042681419,-0.061671499,-0.096983375,-0.204518286,-0.155740035,-0.000737935
5,-0.056023149,-0.053510801,-0.026484286,-0.061360783,-0.095034619,-0.160773309,-0.362467261,-0.301778041,-0.001633944
5,-0.059735099,-0.058968023,-0.030229056,-0.068235365,-0.108102355,-0.186150824,-0.426481295,-0.362088038,-0.002013031
5,-0.059324993,-0.058383039,-0.029895591,-0.067387808,-0.106647016,-0.183346309,-0.419528565,-0.355619113,-0.00197252
5,-0.058587345,-0.057246035,-0.02924656,-0.065579429,-0.103483928,-0.176959066,-0.402964246,-0.339301894,-0.001865956
4,-0.04832935,-0.042237221,-0.019490665,-0.045677583,-0.066860014,-0.10619533,-0.224843963,-0.171805992,-0.000816952
5,-0.043314328,-0.035584444,-0.015789466,-0.036695979,-0.051867723,-0.078942316,-0.159895678,-0.114782636,-0.000491423
