isEdited,date,title,rating,userName,review,developerResponse
FALSE,4/16/2021 21:42,Love it,5,Jdot117,It works well like after pay straight forward and not a long process great if you’d like to limit your credit cards,
FALSE,4/16/2021 18:36,Sezzle Rocks,5,PS VNO,"Great to have a Sezzle account having this account is so convenient and it lets me choose the automatic payment I don’t have to remember to make payments, it’s all set up for me and I love it that way.",
FALSE,4/16/2021 9:17,Easy way to pay overtime,5,AKA sleeps,Easy way to buy something in four payments rather than an up front payment,
FALSE,4/5/2021 6:32,Wish I had discovered this app sooner,5,annifinn,This app has helped me learn how to balance my money and really saved me in situations I was tight on money. I was able to buy my girlfriend a birthday present!,
FALSE,3/29/2021 2:24,Simple,5,Lacy-J,Super stoked on this opportunity to build my credit. I always appreciate establishments that give someone who made mistakes in life a chance to rebuild and start over.,
FALSE,3/21/2021 2:59,Helpful app,5,He's needed,Used it for over a year now and has been really helpful and easy to maintain a sustainable payment system that helps a lot  with my budget.,
FALSE,3/11/2021 21:41,Easy way to pay!,5,AlainaP13,I love the choice to break up those payments w/ Sezzle. A fun & easy way to shop while breaking up your payment into easy installments. Accepted so many places.,
FALSE,3/9/2021 18:27,Love,5,GypsyWagon Boutique,Love the convenience of buy now and paying later! Also love the fact that I can reschedule a payment to better fit my schedule if needed,
FALSE,2/23/2021 19:33,Sezzle is AMAZING,5,Gamerchick69686868696869,Sezzle is amazing when you are kinda strapped for cash but you still want to buy amazing clothes and what not you still can because of them! Thanks sezzle I’m so happy you are here when I need you! Lol 😝,
FALSE,2/10/2021 9:03,Sezzle,5,Catat,I think sezzle is great. It gives me a chance to buy things when I don’t have the entire amount on hand. Now it can boost my credit report. I think it is great.,
FALSE,2/2/2021 10:50,Love it,5,bbettermann,I’ve never really had an issue when using Sezzle that I can remember. I order from Diamond Art Club and this is one of the payment options and I absolutely love it.,
FALSE,1/15/2021 1:36,SeZzle,5,hossboo,Has made things much easier being able to pay over time without interest!!,
FALSE,1/10/2021 6:19,Sezzle lover,5,sezzlemom85,"I love sezzle. I have five children, and it really helps a lot when I’m buying for all children and I’m able to split my payments in four. I highly recommend this app and payment method.",
FALSE,1/7/2021 14:06,Great payment site,5,KayCT21,Easy transactions and nice to pay for things over time instead of using a credit card.,
FALSE,1/7/2021 4:05,Convenient and easy to use,5,NikkiTre,Sezzle comes in handy when I really want something but don’t want to pay for it all at once. The low payments are manageable.,
FALSE,1/7/2021 3:05,Best app ever!!!,5,shannshanaye,Sezzle makes life so much easier!! Last minute trip and on a budget? Sezzle!! Last minute gift? Sezzle! With very little down you can easily get exactly what’s in your cart! Must have app! Real review bc I’m broke and bougie lol,
FALSE,1/5/2021 3:51,Love the Sezzle service,5,99JC99,Love this app. It made it so easy to buy something fairly expensive in 4 payments and so easy to keep track of what I owe and pay when I could. Very grateful,
FALSE,1/4/2021 17:10,I absolutely love Sezzle!,5,IamStormi,Sezzle is one of the only ones I use. I love it even more now that they share your good payment history with credit bureaus. That even gave me a higher spending limit. Try Sezzle!!!,
FALSE,12/31/2020 23:44,Love this app,5,Jmarshayyy,Helps me out a lot when i really need or want something and don’t have all the funds at that moment. Glad they made stuff like this possible.,
FALSE,12/31/2020 22:25,Simple fast easy,5,Khalil mc,Simple to use interface fast payment receipt easy payment reminders making the process stress free and convenient!,
FALSE,12/22/2020 21:35,Love this!,5,Monchi303,So many stores for such a great easy way to pay for better things over a small amount of time! Will forever use them!,
FALSE,12/10/2020 18:10,Thank you,5,Mo323nela,This app has kept me sane.. so easy good variety of stores easy payments .. they remind me it’s almost payment time .. Good thing to have for a unexpected gift for someone or just want to treat yourself ...,
FALSE,12/5/2020 15:00,Sezzle great,5,Woking G,"Love Sezzle so reasonable. Sezzle will
Keep you updated on next scheduled payment. If your running a little low on funds. Sezzle let’s you reschedule payment. Sezzle better than the other 4 payment plans I’ve dealt with.",
FALSE,11/30/2020 22:32,Business Owner,5,EventfulMomentsCreations,Love it! Gives me the option to make purchases with companies that I use often with the ease of payment options.,
FALSE,11/30/2020 17:00,Saved my life !!,5,Shelly1220,I’m so thankful for Sezzle I can’t express how much love this app they have allowed me to buy big ticket items in payments without an extra charge! Hands down most excellent app!!,
FALSE,11/18/2020 1:47,Best service,5,Wuzzentme,"I was a little skeptical about using Sezzle, glad I did, it makes it a lot easier to order my supples and easy to make my payments more manageable.. thanks for great service..",
FALSE,11/16/2020 19:26,Great way to buy,5,CanUdigit69,I don’t know how many times this has come in handy I also like how they give me the option to reschedule the payment dates A ++ service,
FALSE,11/10/2020 3:32,Great app for buy now pay later app!!,5,Obithegreat,Really good app it comes in handy when you little money and don’t want to spend off your credit card!! 5 out of 5!!,
FALSE,10/6/2020 12:47,Amazing app,5,Sarahk543,Amazing!! Probably one of my favorite payment apps main reason we were able to buy good quality cloth diapers this round!! Easy to use app easy to pay! Love it!!! Thank you so much Sezzle,
FALSE,9/1/2020 22:30,I love it,5,wowcuzz,There’s nothing wrong with this service it’s literally the only service I’m using especially since they added the new feature,
FALSE,8/29/2020 1:37,Bad Credit? Sizzle it up,5,Keezy Savoy,I had bad credit at first and I didn’t have money to buy things I wanted. And sizzle help me out with that but letting me buy things when I didn’t have the bread.,
FALSE,8/22/2020 6:03,The best pay later app ever!!,5,Danniedoll Nichol,Been with them for over a year and the never disappoint! Always have ways to help you when you need the extra hand!,
FALSE,8/21/2020 21:21,Love Sezzle,5,Tori TX,I love being able to make large purchases and having the ability to break up the payments. Always helpful and convenient.,
FALSE,8/18/2020 8:18,Love Sezzle,5,Big beast boy yo,I can’t thank you enough for Sezzle. It’s so wonderful and easy to use! I love that there in no interest and the payments are so affordable. I’ll continue to use Sezzle forever as long as it’s available. Thank you!!,
FALSE,8/21/2020 17:48,Disappointed,3,Nellie-SV,I was loving Sezzle until they stopped allowing Venmo Debit cards as forms of payment. Many people use this way as tracking their purchases and not being able to use this card to pay when it is a MasterCard is very frustrating!,
FALSE,5/21/2021 11:22,5 stars,5,new77berry,Sezzle is great!!! Love been able to buy something you need and able to pay on payments. So many stores to choose from,
FALSE,5/3/2021 19:23,Great tool for flexing on the haters,5,Bhjohns2,"Flex on the haters with Sezzle. As long as you keep making those payments on time, Sezzle will keep holding you down as you cop the latest gear for serious flex sessions, on who else but the haters.",
FALSE,4/26/2021 2:36,Saved me,5,Hailey.MaKayla.12,"This app has been a huge blessing! Mainly for my husband, haha, no but it seriously has made my life so much easier when buying things that cost a fortune that I want!",
FALSE,4/20/2021 19:42,Needs improvement,3,LoudKingSK,Just tried to tell my i didn’t have funds in my account and make it bad statement on my record when i did have money in my account for my payment and paid the amount owed 1 minute after i received the alert,"{'id': 22404686, 'body': 'We understand your concern. Sezzle is an interest-free installment plan, and we do allow the opportunity to resolve the failed payment and avoid the fee if the payment is made within 48 hours, which it sounds like you were able to do. For information on why your payment may have failed, please reach out to shoppersupport@sezzle.com, and our team will be happy to assist you.', 'modified': '2021-04-22T18:55:23Z'}"
FALSE,4/15/2021 8:41,Wish I could buy pc stuff here but thanks for letting me use to buy from other suppliers😊,5,let it hit 1 dollar,Oh thought I was supposed to type in the other bar...,
FALSE,3/24/2021 15:30,So convenient and easy to use,5,Nods downshsjbs,"I love this app it’s so convenient and easy to use, and they help you build your credit. Definitely recommend.",
FALSE,3/18/2021 4:45,I love this app!,5,Auhkia,Perfect for young folks who are building credit but shop on a budget frequently. You can literally shop every time you get paid😳,
FALSE,3/9/2021 2:54,Great investment,5,kp21617,"I love the fact I can shop pretty much my favorite stores with out the hassle of worrying if I should get it, but to be able to add it to my budget and still be good.",
FALSE,3/15/2021 18:54,Unable to login,1,StephanieJ214,"Why am I unable to log in??? I followed customer service’s suggestion of uninstalling and reinstalling the app, due to the in app purchases not working, however now I am unable to log in all together. I am receiving a messaging stating “missing recaptcha when I try to log in, and the recaptcha it is not showing up. Please fix this! I need to make an in purchase today!","{'id': 21799656, 'body': 'We understand your concern and would like to assist. Please email us at shoppersupport@sezzle.com and our team will be in contact soon.', 'modified': '2021-03-22T15:43:21Z'}"
FALSE,2/19/2021 9:56,Highly recommend,5,xoxo G,Love the spending options they give makes shopping easier.,
FALSE,2/17/2021 22:58,Great App!,5,Ashleyyrf,"Sezzle offers a great selection and also works with your needs, moving payments around and offers a great way to get what you need without the upfront chunk of money.",
FALSE,2/2/2021 3:32,Great,5,Angie24bf,It has been very convenient to use this way to pay. I was happy to see it as an option at the checkout. I recommend it,
FALSE,2/1/2021 2:40,Great service,5,Adrian531031,I have definitely used this service in the past it has is of great help to break down purchases into payments.,
FALSE,1/25/2021 16:51,It’s Perfect!,5,sheiladevaney,A helpful way to purchase items and pay monthly.  Great for using “cash” from my bank account without credit checks .,
FALSE,1/15/2021 17:33,Great options!,5,ShaolinESQ,So grateful I was able to break my payment up into 4 charges.  And the added benefit of having it report improves my credit!,
FALSE,1/13/2021 18:33,Thank you!,5,TeachInTN,I had some issues with enrolling in SezzleUp & they quickly took care of the issue and I was able to join and increased my spending limit! Yaaaaay!,
FALSE,12/26/2020 12:21,Awesome App,5,MzGetFit,The ability to pay over time when you simply can’t or do not want to pay everything upfront is a true blessing!,
FALSE,12/23/2020 10:14,Great option,5,Bubbadoo1234102,When you need a gift and don’t want to pay it all at once. They give you reminders and it’s a very easy app to use. Thank you!!!,
FALSE,12/23/2020 0:44,Reschedule options,5,Tmwoolery,Love the option to reschedule as I only get paid twice a month and someone it doesn’t fall on the day my bill is due!,
FALSE,12/11/2020 16:58,Sezzle is amazing.,5,Katrina.Wilson30,I highly recommend this is you like the layaway option without having to wait to get your goods until it’s paid off!,
FALSE,12/9/2020 13:34,Better than afterpay,5,Duhmusik,I’m pretty excited about this app because it can help build credit and it lets you make payments on items,
FALSE,12/8/2020 1:00,Love this,5,Tkmille,Do to getting COVID I wasn’t able to make my payment was able to switch it to the next pay period and reschedule all future payments. Pretty awesome!,
FALSE,11/22/2020 4:25,Love the app,5,bryancolorodo,I go to Target all the time and now I can use Sezzle.  Simply create a virtual card and when checking out use the virtual card like a credit card.  Keep it up,
FALSE,11/20/2020 8:09,Good site,3,moneymaker9878,"So far i like the app haven't had any payment issues or unauthorized charges, the app itself is very self explanatory! Love that i can shop and pay full amount later! Gave three stars for the reason that im in my second purchase and still exploring options!","{'id': 19353716, 'body': 'Hello!  Thank you very much for your feedback!  If you run into any issues going forward, please let our support team know at shoppersupport@sezzle.com! ', 'modified': '2020-11-25T20:24:08Z'}"
FALSE,11/11/2020 13:41,Better than a credit card!,5,BeeAlasken,I love the buy now pay later option without the internet fees!,
FALSE,10/8/2020 16:59,Very easy to use,5,Choclate_made,I like it a lot very easy to use and understand payment and which retailers offer this option. Very easy to navigate,
FALSE,10/5/2020 2:27,Great!!,5,89megan,Wish there was an easier way to know your available limit but otherwise no complaints.,
FALSE,9/24/2020 13:22,Easy! Flexible!,5,harpergracie,"App always notifies you of upcoming payments via text messaging. Easy to change payment to a different card, make payments early etc.",
FALSE,9/26/2020 13:56,I like it,4,Rae*Rae,"My only complaint, is I don’t an option to pay off an order in whole early. I do t like having to make payment for each week when I want to go ahead and pay it all off.",
FALSE,8/28/2020 13:51,Best app!,5,Glamspill,Unlike other site Sezzle let’s you reschedule your payments and I really appreciate that! I Have used them to buy so many things already I have no complaints. Thank you sezzle 💙,
FALSE,9/16/2020 4:20,I like it,4,Izz8202,It’s very easy and convenient. I wish it gave the option to pay everything at once though along with the individual payment option.,
FALSE,8/25/2020 10:00,Review,5,dlpktp,"I love having Sezzle! It has made my life so much easier, to be able to purchase things I need for my business and not have to pay all up front!!! Thank you Sezzle!!!",
FALSE,8/20/2020 20:48,Great for building credit and bi weekly payment,5,FunSnapper,Great app for building your credit and teaching younger borrowers to pay on time. Doesn’t hurt that it falls in line with my pay week either.,
FALSE,5/6/2021 0:42,Great service!,5,Xbox lifer,"When I wanted something but I couldn’t see myself spending all the money at once, this came and saved the day!",
FALSE,5/5/2021 18:08,Great App !!,5,Tashawn1,Sometimes it’s no bad to split payments but also don’t go to over yourself you might be paying more than what the actual price was 🥱,
FALSE,4/30/2021 1:26,Easy,5,Pinkylewy,"Never had an issue. Makes life easy even when you have to reschedule payments, with no extra cost !!",
FALSE,4/27/2021 1:22,Awesome,5,Dinkey5,Awesome plan! It allows me to make purchases and pay over time. If it wasn’t for Sezzle it’ll be a lot of things I would never be able to purchase!,
FALSE,4/22/2021 2:47,Awesome shopping tool,5,Burnes07,You can’t beat 4 payments with no interest on any priced item for the most part. Highly recommend this service.,
FALSE,4/18/2021 16:43,Amazing and easy to pay.,5,Antwonxvi,Super helpful way to purchase stuff when you don’t feel like paying the whole price upfront,
FALSE,4/14/2021 13:53,Love Sezzle,5,Love my Sophie,I really love this option of paying for items I need. Breaking the purchase down over 4 payments makes it so much easier.,
FALSE,3/24/2021 15:58,Super happy,5,Mariaga8riela,It works great and it’s flexible. I also enjoy the option of paying off an order that helps build credit,
FALSE,3/17/2021 1:23,Sezzel is Awesome,5,Hollieone,Sezzle is indescribable!  They give you a choice to make it where your payment is comfortable for you if there’s an unexpected emergency.  I appreciate you sezzle team!  Definitely would recommend!,
FALSE,2/27/2021 15:58,Love,5,Crystal&Mike,Love love love Sezzle! I have recommended Sezzle to everyone I know! It’s so easy to use and the automatic withdrawals of my payments due is so convenient. I love all the little children’s clothing boutiques for the cutest clothes for all of my children!,
FALSE,3/1/2021 12:20,"Amazing Service, but Needs One Change....",4,clarabella92,"I live Sezzle and I love how they don’t judge you on your past- Klarna *cough cough*. Anyways, the Sezzle Up, I wish that was like a normal credit card, pay on your balance every month. Other than that, love this app!",
FALSE,2/26/2021 19:06,Absolutely wonderful,5,CCateSmith,"Everything about Sezzle is easy, safe and secure.
I’ve been using Sezzle for almost 18 months.
Always very pleased.
Never any issues.
Highly recommend.",
FALSE,2/20/2021 4:15,Awesome,5,Swaggasosick,Sezzle makes it a lot easier to purchase items and also helping your credit. Cant ask for more!,
FALSE,2/3/2021 12:02,Awesome!!!,5,MsLadybug42,I love using Sezzle! I can buy items and pay for them overtime. I don’t have to wait I can just buy the item on payday and make the payments every two weeks. Thanks Sezzle.,
FALSE,2/17/2021 23:24,So convenient,4,smomamma,I love that I’m able to purchase items using Sezzle that I normally would not be able to. It’s so nice only having to pay 1/4 at a time instead of the entire balance at once! Thank you Sezzle!,
FALSE,2/1/2021 19:30,Great service!,5,Heather 🤩,Sezzle is my favorite!! I’ve never had a problem with purchasing or anything. 10/10 would recommend!,
FALSE,1/23/2021 19:37,Sezzle is the way to go,5,Beauxbeaux421,"I’ve used other buy now, pay later programs and Sezzle, by far, is the best one out there. The treatment by customer service is excellent too!",
FALSE,1/19/2021 22:57,Convenient,5,Debra.ygrimes,Enjoy the purchase options and convenience of payment options,
FALSE,1/8/2021 16:48,Just pay it and your good,5,Not paying for this album,"It’s like anything else you pay on, make your payments and everything is fine!",
FALSE,1/2/2021 15:34,Great app,5,BrOOkLyN RiDeR..,Great idea for an app gives you a good line of credit with flexible payments it’s awesome the more you pay on time the higher it goes and the cooler stuff you can buy,
FALSE,1/1/2021 14:17,So easy,5,Nijiiah,Love being able to buy big ticket things on payments and the fact I could do it with no great credit! 👏,
FALSE,12/24/2020 15:38,Worth It,5,Quital94,"Options to pay overtime and not go on your credit report especially during the holidays was amazing, a new staple to shopping",
FALSE,12/24/2020 15:05,Love it !,5,NapturalBeautyy,"I have ordered all my Christmas gifts through Sezzle and a couple more apps that I can buy now and pay later. In these times, it really comes in handy.",
FALSE,12/12/2020 16:15,Easy,5,Tom & Jerry 1,I love Sezzle because I can get things and make payments where I might not be able to come up with the whole amount that day.,
FALSE,12/12/2020 2:34,Purchase,5,Almondeyes005,"This is the best service ever, so convenient... Can you add a list in your menu of different stores you offer your payment options",
FALSE,12/4/2020 8:03,Convenient!!!,5,kkash$,I love this app! The fact that it lets you get your merchandise without paying the full amount is so convenient! Especially around the holidays.,
FALSE,12/3/2020 11:32,Helpful,5,George0823,Always nice to have the flexibility to make a few small payments rather than drop one large sum at times. No complaints on my end.,
FALSE,11/28/2020 11:26,Best Ever,5,MeshBeeCee,So glad this was created. I have no issues with it. I get an reminder before my next payment. Easy way to shop for large purchases,
FALSE,11/10/2020 21:17,GREAT,5,Dear White People,"Quick and easy to use, I especially love the option to reschedule the payments which makes it easier on me when I’m struggling with money",
FALSE,11/7/2020 9:27,Love! Love! Love!,5,K'Mo0115,"Sezzle is so convient, especially when you’re running low on funds. I can shop comfortably knowing I’m able to spread my payments over time for items I need right now😊",
FALSE,8/27/2020 18:39,Great App!,5,_Geri_,Sezzle is such a great way to help you buy things in affordable fashion and at the same time help your credit. The platform is really easy to use and I am completely happy with using Sezzle! Thanks!,
FALSE,10/19/2020 14:21,Why I’m rating it this,3,Melyssa🤩,I like these type of payments apps but I don’t like the fact that they charge you 5 dollars more if you reschedule and 10 if you’re payment doesn’t go thru. I hd other payments type of apps and they don’t charge extra for anything of this.,"{'id': 18670594, 'body': 'Hello!  Thank you for your feedback!  We do offer the first reschedule for up to 13 days at no charge, the two more after for $5 each.  Also, we do understand that things happen, so if a failed payment occurs, we give 48 hours to log into your account to resolve the payment and the charge is removed.  For any further questions or assistance, please contact shoppersupport@sezzle.com! ', 'modified': '2020-10-23T18:59:01Z'}"
FALSE,10/2/2020 14:25,Needs a tracker on how much is available of your limit,4,Alyssav98,Needs some sort of bar showing what you have to spend and whats owed. To many “late payments” a week before its actually due,
FALSE,8/26/2020 21:36,Perfect!!!,5,Jdanidean,I can make amazing purchases when Sezzle that divides my payments up hassle free and comes directly out of my checking account every 2 weeks!!! Makes shopping fun and worry free,
FALSE,8/22/2020 13:01,Love This,5,Ariyuan,Sezzle is a lifesaver. I love shopping on this app. I control my payment amounts and even postpone a payment if needed. This has become my new mall since COVID-19. I must say that I am very impressed with this new way of shopping and the app.,
FALSE,6/15/2020 23:48,Best service,5,Diva4God,I love being able to shop and space out payments. Purchase items not found in some stores.,
FALSE,5/30/2021 11:49,Buy now/ pay later,5,Sassy6886,Love this app! Gives the chance to test out what you buy before paying in full.,
FALSE,5/11/2021 14:07,Great user friendly service,5,nlo1992,Love that it lets you move your due dates whereas other similar services don’t offer this feature.,
FALSE,5/9/2021 13:50,Awesome app!,5,Gonzo00girl,I enjoy making purchases through Sezzle. Easy payment options. I look forward to make future purchases.,
FALSE,4/23/2021 11:27,Sezzle is awesome.,5,bobshelt,"Allowing people to buy now and pay incrementally with out exuberant interest or service charges is amazing. And now, Sezzle Up makes them that much better.",
FALSE,4/17/2021 1:58,Awesome,5,Vee Tea,"Easy to use and they have a great selection of things I’m into, could use some work in the car parts department but otherwise I think Sezzle is great!",
FALSE,4/15/2021 3:47,"Great, fast, service! I’m a big fan!!",5,Caligirl23,would recommend Sezzle to anyone needing to improve credit while st the same time shopping fir things you need/want.,
FALSE,4/5/2021 21:36,Great option,5,IYMontes,They are understanding in case you need to move your payment for later with no extra fee. I recommended,
FALSE,3/23/2021 2:09,Awesome services !!,5,nathmonp,This Shopping app gave me the power to acquire whatever I wanted even if I didn’t have enough funds for it and easy repayment I’m very pleased with the service thank you Sezzle!,
FALSE,3/20/2021 11:23,Glad I went through Sezzle!,5,Jdunlap0315,Didn’t have the cash on hand but ordered what I wanted made a small payment and paid off the next week! Thanks Sezzle!,
FALSE,3/3/2021 8:10,Budgeting,5,Fissy Fiss,"I’m SO glad Sezzle exists! I can order things my family need...I’m able to fulfill my children’s needs as well as budget better. This is such a handy option!
Thank u, Sezzle!🙏🏾✨💐",
FALSE,2/27/2021 5:09,I like it,5,A digh,Makes things easy to pay for & it’s easy to access on their app and see what’s going on with my payments. I really enjoy having it.,
FALSE,2/7/2021 4:46,Reliable service!!,5,Zilly54,This app has been very handy in these tough times! Would love to see more stores added (Home Depot) but overall a great and reliable app!,
FALSE,2/2/2021 15:03,Love,5,getthemlikesisissss,I love sezzle! It allows me to get what I want and pay for it in smaller payments. I can also move around payments as well! Now with sezzle up I can work on my credit as well!,
FALSE,1/25/2021 8:56,"Quick credit, good app to use",5,Bee0922,"I love the way this app works, fast, efficiently, online, no waiting for
Customer service over the phone",
FALSE,1/10/2021 23:02,Great,5,gcontro,I love this app ! Only down side is everything is a gift card so if it’s not used as in the order gets cancelled you get a gift card to use only in that store 🤦🏻‍♀️,
FALSE,1/2/2021 0:39,Shopping for business easy,5,Misse34,This has helped me with getting things for my business!  Easy to use service,
FALSE,12/26/2020 16:57,Great Service!,5,Shaye$$,Love Sezzle! However really wish they had more stores! Especially larger stores and or make the virtual visa accessible with any payment source that has Apple Pay!,
FALSE,12/15/2020 21:50,Easy to use,5,Olliesmom57,It’s a great option when you want something but don’t have all the cash on hand for the purchase!,
FALSE,12/6/2020 0:33,Love it,5,marshadae,Sezzle is such a great help with having 4 children sometimes you just simply don’t have enough money at the time Sezzle gives you that extra help I’ll always use Sezzle,
FALSE,11/25/2020 18:02,Love It,5,Mio Kagamine,"Great way to do my shopping when I don’t have all the money at the moment, allows me to buy what I want at the moment and pay it off at reasonable prices.",
FALSE,11/20/2020 3:45,Options,5,redgrl39,The fact that there is a reschedule option really won me over,
FALSE,11/14/2020 0:18,LOVE Sezzle!!!,5,lw3&8,Sezzle makes it so easy to ensure you get the things you want without the wait!  They keep growing and adding tons of new shops and stores all the time!  Thank you Sezzle for making shopping easy!!,
FALSE,10/20/2020 14:03,Love it!,5,Mindyk3253,I just started my own business and being able to divide up my payments INTEREST FREE is incredibly helpful. A very good program for small business so far! 10/10,
FALSE,9/26/2020 3:32,Makes shopping easy.,5,Gilica81,I love that I can make purchases using sezzle and still get to have some cash left over for other purchases.,
FALSE,9/24/2020 18:20,Amazing company,5,Euriahsmommy,This company is amazing and will work with you if needed. It has helped me be able to afford things I can’t just pay all at once. Thank you!!,
FALSE,9/16/2020 12:43,Sezzle really helped me through rough times,5,Ttee76,This is a great way to get what you need when you need it and have the payments spread out! I have recommended them to everyone,
FALSE,8/31/2020 1:29,Great App,5,Kayt2295,I’ve been using this app to help offset starting costs for my handmade business. It helps to split the payments up so that I can get things sold to cover the payments. Easy to use app!,
FALSE,8/29/2020 17:09,Sezzle is great,5,YungLayzie,"Sezzle is one of the best payment company I’ve used, it tells u automatically if you’re approved or not. Every time you pay something off, you get a high limit",
FALSE,8/21/2020 5:00,The best!!,5,NaYviS,I love being able to buy the things that I always wanted but don’t want to spend a chunk of money all at once. Splitting up payments is so awesome and the stores are all great!!,
FALSE,8/9/2020 18:46,Game changer!,5,AGCreations,"Sezzle has been an absolute game changer for my small business! I’m able to get in on sales, even when I don’t have the extra cash! Highly recommended!",
FALSE,6/25/2020 15:01,I love it,5,Ambitious Woman K,Sezzle is definitely a phenomenal program. It it a positive interest free payment plan that has come in handy multiple times in my life. I will definitely continue to use it.,
FALSE,5/19/2021 17:55,Great Shopping App!,5,Simon8175,Perfect for times when you want something now but want to wait a little bit to pay for all of it!,
FALSE,5/13/2021 16:48,Easiest Payment,5,CowgirlPaige,Sezzle in my opinion is the easiest payment system. Have never had an issue that couldn’t be resolved.,
FALSE,4/25/2021 22:33,LOVE IT,5,Chichi6678,I really like how there are so many options to make a payment and a way for you to pay online or directly from some merchants,
FALSE,4/6/2021 1:40,Always satisfied,5,TeddyBear-Bear,I always use Sizzle when I can. I love the small payment options. I recommend to all my family and friends.,
FALSE,4/6/2021 0:20,Good for Large Payments,5,JGL70209,"Great for people who get paid once a month. Can’t afford something right now but have a great deal, no need to wait as long as they accept Sezzle",
FALSE,4/1/2021 13:29,Love it!,5,Lazy Kat Lady,Absolutely love this app. I can buy my diamond paintings and it doesn’t strap my cash. Would highly recommend to anyone wanting to buy expensive diamond paintings on a budget.,
FALSE,3/11/2021 18:37,Love it!!,5,49Empire,"Absolutely love this program. Easy, Convenient, and all around awesome. They don’t charge you a bunch of unnecessary fees...payment plan is not burdensome. My favorite buy now, pay later app!!",
FALSE,3/10/2021 13:22,Owensjoy,5,owensjoy,I love this I have been able to purchase some things I never would have been able to before,
FALSE,2/16/2021 17:27,LOVE this app!,5,Denni0420,Cant say enough good things about this app. I always choose Sezzle when it is offered over any of the other “pay later” choices.,
FALSE,1/29/2021 7:16,Great Way to purchase!,5,Ray.S323,Love this app! Was able to buy what I was looking for at a great price! Love the payment method. They don’t try to over-well you with interest and charges!,
FALSE,1/26/2021 16:30,Easy Transactions,5,Jacob101558,Sezzle makes it easy to transact. Helps build credit. Easy payment plan and can pay off balance at any time.,
FALSE,1/16/2021 22:47,Love Sezzle!!,5,CLD82!,"This has been a real Godsend when I needed something terribly bad for my business, Sezzle allowed be to be able to get it and make 4 payments!  Love this and will continue to use!",
FALSE,1/19/2021 0:51,Room for improvement,4,Neeniegirl,"I like the app but, there is room for improvement. I couldn’t get my limit increases because an error wouldn’t let me submit my SSN number. I contacted customer service and never heard back.",
FALSE,1/4/2021 0:04,Love it,5,nicolemarseg,Cool stores that i never would of thought to shop at until I started exploring this app. It’s really simple to set up an account and easy to purchase.,
FALSE,1/14/2021 17:52,Great App,4,ShutUpWill,I was a bit skeptical about using this app but I recently went to gamestop and used the virtual sezzle card and it worked like a charm! would love to use it at different establishments like walmart but still has great options!,
FALSE,12/31/2020 19:19,Love this app,5,nicolejensenberlin,It allows you time to get things you need in a responsible and timely matter and it just really helps a single mom get clothes I need and it helped out for Xmas so thank u,
FALSE,12/24/2020 10:14,Sezzle,5,Ladybear45601,Is a wonderful way to pay for things with out having the whole amount up front,
FALSE,12/19/2020 21:24,Excellent,5,Garya08,What an awesome app! Got the app...created my account & was shopping in less than 5 minutes. The ease of use & quick service is great. Will use Sezzle whenever I can!,
FALSE,12/11/2020 14:24,Love shopping with Sezzle,5,Woodstockhippy,Helped me get everything I need for Christmas. Usually don’t have enough money for everyone but with Sezzle I’m able to make necessary payments on my time,
FALSE,12/10/2020 17:49,Love this app!,5,Srodz_09,This app is so easy to use! The payments are reasonably split. I’m glad I chose to use Sezzle for my item. I wish all stores offered this type of payment service.,
FALSE,12/5/2020 22:05,Nice way to help out at Christmas time,5,thankfulD,It’s nice to have a company that will work with you to purchase things from businesses and pay over time.,
FALSE,11/30/2020 16:23,Perfect way to shop,5,Camspike80,It’s nice to be able to buy something and pay it over four payments,
FALSE,10/30/2020 2:02,Payment reschedule,5,Kalie1526,I like how they change the date on all payments not just the current one 10/10,
FALSE,10/21/2020 16:17,Love it,5,sweetpassions7,I think that this is great app I really like it and think that it is so awesome that u can pay four payments depending on what and how much u purchase it is just please keep up the awesome work,
FALSE,10/19/2020 19:50,Easy!,5,TheNikkiDoll,"This really came in handy! I wanted to test it out with a small purchase, and I had no problems at all! Easily track progress on the app. Happy shopping!!!!",
FALSE,10/16/2020 13:30,Makes shopping less stressful,5,Nishabrown12448889,I used this for my energy supplements and realized they had some really unique store you could shop from. I love the app works just as stated !!!,
FALSE,10/9/2020 16:21,Sezzle,5,nessssssss4,An awesome way to be able to pay for something not being able to pay all at once. Love the payment plans!,
FALSE,9/21/2020 22:58,The Best to Ever Do It,5,Shaii Dejainn,"I love this app, Sezzle always come through when you need it. The app is easy to use and you can change you’re payment date if you need to.",
FALSE,9/19/2020 17:26,No interest on payment plans 🥳🤩🎈,5,DanaHunter43,I love 💕 this site! It is one of the best. They charge no interest and your payments are flexible to your budget. It really does not get any better than that. 🤓❤️🥰,
FALSE,9/18/2020 17:30,Rate sezzle,5,5739denise,Love sezzle if I don’t have the money but I love something I can just paid a fourth of it and in the next two weeks the same until it’s paid off,
FALSE,9/17/2020 18:07,Awesome. Just plain Awesome,5,NB74!,"Have been using this app for about a year and it is awesome. Love being able to purchase and receive items with a great payment plan. 
Thank you",
FALSE,9/8/2020 12:43,Awesome for responsible people,5,GluttonyFree,"100% recommended, for people with no credit or are poor. Just use it responsibly and it’s better than a credit card.",
